address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vagtelvej 27 8560 Kolind,27,1710000.0,30-04-2017,Alm.,13571,4,Villa,126,1973,-2 %
Koustrup 1 8560 Kolind,1,751932.0,26-04-2017,Alm.,3759,6,Villa,200,1929,-53 %
Bygmarken 58 8560 Kolind,58,1000000.0,29-03-2017,Alm.,9433,4,Villa,106,1980,-9 %
Kraghøjvej 8 8560 Kolind,8,1150000.0,24-03-2017,Alm.,4637,10,Villa,248,1870,-8 %
Mejerivej 30 8560 Kolind,30,1150000.0,17-03-2017,Alm.,8214,6,Villa,140,1926,-11 %
Vedøvej 16 8560 Kolind,16,1600000.0,28-02-2017,Alm.,12598,5,Stuehus,127,1946,-16 %
Kraghøjvej 195 8560 Kolind,195,160000.0,28-02-2017,Alm.,3265,3,Sommerhus,49,1976,-46 %
Lille Engvej 7 8560 Kolind,7,600000.0,21-02-2017,Alm.,3947,4,Villa,152,1969,
Enggårdsbakken 17 8560 Kolind,17,2575000.0,06-02-2017,Alm.,15419,5,Villa,167,2007,-4 %
Engvej 5 8560 Kolind,5,1035000.0,19-01-2017,Alm.,8483,4,Villa,122,1965,-5 %
Vagtelvej 51 8560 Kolind,51,1825000.0,06-01-2017,Alm.,7541,7,Villa,242,1976,-9 %
Bygmarken 54 8560 Kolind,54,1245000.0,28-12-2016,Alm.,10289,4,Villa,121,1979,-2 %
Dæmningen 32 8560 Kolind,32,165000.0,27-12-2016,Alm.,1178,6,Villa,140,1938,0 %
Skalhøjvej 6 8560 Kolind,6,500000.0,26-12-2016,Fam.,4629,3,Villa,108,1971,
Engvej 4 8560 Kolind,4,687558.0,19-12-2016,Alm.,3928,8,Stuehus,175,1867,
Havrebakken 3 8560 Kolind,3,1125000.0,16-12-2016,Alm.,5653,6,Villa,199,1970,-19 %
Tornhøjvej 1 8560 Kolind,1,72366.0,14-12-2016,Alm.,528,8,Stuehus,137,1929,
Kraghøjvej 175 8560 Kolind,175,575000.0,07-12-2016,Alm.,9426,2,Sommerhus,61,1986,-2 %
Bredgade 30 8560 Kolind,30,340000.0,06-12-2016,Alm.,2956,5,Villa,115,1942,
