address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Parkvænget 4 5300 Kerteminde,4,1297500.0,18-05-2017,Fam.,12013,4,Villa,108,1949,
Vestergade 48 5300 Kerteminde,48,1257000.0,02-05-2017,Alm.,19640,3,Rækkehus,64,1900,
Langegade 70A 5300 Kerteminde,0,1100000.0,01-05-2017,Alm.,22000,2,Rækkehus,50,1875,-8 %
Dosseringen 12 5300 Kerteminde,12,1750000.0,01-05-2017,Andet,13565,4,Villa,129,1909,-12 %
Præstegade 20 5300 Kerteminde,20,750000.0,21-04-2017,Alm.,11718,3,Rækkehus,64,1872,
Vægterbakken 15 5300 Kerteminde,15,860000.0,21-04-2017,Alm.,7049,5,Villa,122,1977,-4 %
Fiskergade 48 5300 Kerteminde,48,1400000.0,20-04-2017,Alm.,12844,3,Rækkehus,109,1877,
Vestergade 36 5300 Kerteminde,36,700000.0,10-04-2017,Alm.,14000,2,Rækkehus,50,1894,
Dosseringen 38 5300 Kerteminde,38,3795000.0,04-04-2017,Alm.,25469,5,Villa,149,1968,0 %
Anemonevej 1 5300 Kerteminde,1,1200000.0,03-04-2017,Alm.,23076,3,Sommerhus,52,1965,
Svinget 12 5300 Kerteminde,12,925000.0,02-04-2017,Alm.,8809,4,Villa,105,1966,-14 %
Søvangsparken 65 5300 Kerteminde,65,3100000.0,29-03-2017,Alm.,16939,8,Villa,183,2007,-3 %
Klintevej 24 5300 Kerteminde,24,2880000.0,28-03-2017,Alm.,15483,6,Villa,186,1934,-18 %
Kristine Rudesvej 46 5300 Kerteminde,46,3900000.0,15-03-2017,Alm.,13978,7,Villa,279,1935,-8 %
Ærenprisvej 6 5300 Kerteminde,6,175000.0,10-03-2017,Alm.,9722,1,Sommerhus,18,1932,
Vestergade 67 5300 Kerteminde,67,1575000.0,07-03-2017,Alm.,15441,5,Villa,102,1948,
Tyrebakken 10 5300 Kerteminde,10,2500000.0,01-03-2017,Alm.,23809,5,Villa,105,1956,
Havnegade 2A 5300 Kerteminde,0,2000000.0,21-02-2017,Fam.,16260,4,Rækkehus,123,1920,
Svinget 2 5300 Kerteminde,2,1650000.0,20-02-2017,Alm.,9649,4,Villa,171,1961,-8 %
Fjordvænget 11 5300 Kerteminde,11,1295000.0,17-02-2017,Alm.,13489,3,Rækkehus,96,1999,0 %
Glysingsvej 4 5300 Kerteminde,4,1175000.0,16-02-2017,Alm.,11084,4,Villa,106,1965,-9 %
Vestergade 34 5300 Kerteminde,34,1610000.0,15-02-2017,Alm.,20125,4,Rækkehus,80,1900,1 %
Damgårds Alle 101 5300 Kerteminde,101,1850000.0,13-02-2017,Alm.,11349,5,Villa,163,1983,-2 %
Kongshøj Alle 6 5300 Kerteminde,6,2725000.0,12-02-2017,Alm.,15308,6,Villa,178,1987,-6 %
Vestre Strandløkkevej 8 5300 Kerteminde,8,420000.0,08-02-2017,Alm.,8750,2,Sommerhus,48,2001,
Svanevej 25 5300 Kerteminde,25,1645000.0,31-01-2017,Alm.,16450,4,Villa,100,1963,0 %
"Vestergade 8, 1 5300 Kerteminde",1,1250000.0,30-01-2017,Alm.,31250,3,Rækkehus,40,1877,
Stejlestræde 1 5300 Kerteminde,1,1000000.0,18-01-2017,Alm.,7352,6,Villa,136,1894,
Strandgårds Alle 140 5300 Kerteminde,140,2665000.0,12-01-2017,Alm.,11437,6,Villa,233,1997,-1 %
Nørregade 1A 5300 Kerteminde,0,3250000.0,01-01-2017,Alm.,55084,1,Lejlighed,59,1897,
Fjordvænget 13 5300 Kerteminde,13,1125000.0,23-12-2016,Alm.,13235,3,Rækkehus,85,1999,-6 %
"Sønderstræde 8, ST 5300 Kerteminde",0,2300000.0,21-12-2016,Fam.,18110,5,Lejlighed,127,1899,
Tyrebakken 8 5300 Kerteminde,8,2000000.0,18-12-2016,Alm.,15873,5,Villa,126,1956,-23 %
Fiskergade 76 5300 Kerteminde,76,1960000.0,15-12-2016,Alm.,19029,4,Rækkehus,103,1900,-6 %
Lisbeth Og Johannes Minde 13 5300 Kerteminde,13,300000.0,08-12-2016,Alm.,9677,1,Sommerhus,31,1935,
Ulriksholmvej 41 5300 Kerteminde,41,1100000.0,08-12-2016,Alm.,8870,4,Villa,124,1780,-21 %
Degneløkkevej 58 5300 Kerteminde,58,9620000.0,05-12-2016,Alm.,83652,4,Stuehus,115,1930,
Mølkensvej 18 5300 Kerteminde,18,2035000.0,02-12-2016,Alm.,17695,4,Villa,115,1963,-7 %
Rynkeby Hestehave 51 5300 Kerteminde,51,1840000.0,30-11-2016,Alm.,10887,5,Villa,169,1938,
Præstegade 76 5300 Kerteminde,76,1062500.0,29-11-2016,Fam.,11067,3,Rækkehus,96,1887,
Fjordvænget 17 5300 Kerteminde,17,1537500.0,29-11-2016,Alm.,13851,4,Rækkehus,111,1999,-4 %
Skovvej 5 5300 Kerteminde,5,2400000.0,28-11-2016,Alm.,16107,6,Rækkehus,149,1807,-8 %
Vibevej 2 5300 Kerteminde,2,924000.0,28-11-2016,Fam.,8970,4,Villa,103,1963,
Kertinge Bygade 11 5300 Kerteminde,11,564558.0,24-11-2016,Alm.,1534,10,Villa,368,1887,
Vibevej 12 5300 Kerteminde,12,2075000.0,22-11-2016,Alm.,12425,4,Villa,167,1979,-12 %
Vejlebæksvej 115 5300 Kerteminde,115,1900000.0,11-11-2016,Alm.,6884,9,Rækkehus,276,1877,
Fåredammen 4 5300 Kerteminde,4,3800000.0,07-11-2016,Alm.,22619,6,Villa,168,1920,-5 %
Fabers Alle 95 5300 Kerteminde,95,2425000.0,03-11-2016,Alm.,16840,5,Villa,144,2005,-3 %
Mølleløkken 55 5300 Kerteminde,55,1000000.0,01-11-2016,Alm.,8000,4,Villa,125,1969,
Elmevej 1 5300 Kerteminde,1,1550000.0,23-10-2016,Alm.,13963,4,Villa,111,1962,
Ved Stranden 34 5300 Kerteminde,34,4200000.0,10-10-2016,Alm.,25925,5,Villa,162,1996,
Måle Bygade 44 5300 Kerteminde,44,2000000.0,08-10-2016,Alm.,8163,7,Villa,245,1888,-9 %
Vestergade 81A 5300 Kerteminde,0,5175000.0,04-10-2016,Alm.,31554,6,Villa,164,2004,-11 %
Asylgade 3 5300 Kerteminde,3,1500000.0,22-09-2016,Fam.,12931,5,Villa,116,1900,
Sybergsvej 4 5300 Kerteminde,4,1710000.0,22-09-2016,Alm.,12214,5,Villa,140,1955,-8 %
Holevangsvej 64 5300 Kerteminde,64,3280000.0,18-09-2016,Alm.,27333,6,Stuehus,120,1930,
Klintevej 12 5300 Kerteminde,12,5000000.0,16-09-2016,Alm.,25000,7,Villa,200,1920,-15 %
Elmevej 58 5300 Kerteminde,58,1425000.0,15-09-2016,Alm.,11875,4,Villa,120,1972,
Gammelmose 74 5300 Kerteminde,74,174500.0,12-09-2016,Fam.,2296,3,Villa,76,1860,
Strandgade 12 5300 Kerteminde,12,1250000.0,06-09-2016,Alm.,9124,4,Rækkehus,137,1682,-3 %
Kongshøj Alle 65 5300 Kerteminde,65,1676000.0,30-08-2016,Fam.,10607,5,Villa,158,1986,-26 %
Fynshovedvej 33 5300 Kerteminde,33,1300000.0,26-08-2016,Alm.,8666,5,Stuehus,150,1906,
Fiskergade 54 5300 Kerteminde,54,1300000.0,24-08-2016,Alm.,16250,4,Rækkehus,80,1897,
Fabers Alle 48 5300 Kerteminde,48,2465000.0,24-08-2016,Alm.,15122,6,Villa,163,2000,-1 %
Søvangsparken 6 5300 Kerteminde,6,2740000.0,21-08-2016,Alm.,17018,5,Villa,161,2007,-2 %
Andekæret 157 5300 Kerteminde,157,1800000.0,19-08-2016,Alm.,12765,5,Villa,141,1975,
Søvangsparken 30 5300 Kerteminde,30,2725000.0,17-08-2016,Alm.,19326,5,Villa,141,2006,-1 %
Lange Gyde 87 5300 Kerteminde,87,1450000.0,16-08-2016,Alm.,6304,9,Villa,230,1837,
Kertinge Bygade 9 5300 Kerteminde,9,740000.0,12-08-2016,Alm.,5920,5,Villa,125,1954,-7 %
Havnegade 12 5300 Kerteminde,12,3500000.0,09-08-2016,Alm.,27559,3,Rækkehus,127,1916,-5 %
Revninge Bygade 22 5300 Kerteminde,22,1100000.0,27-07-2016,Alm.,10576,5,Villa,104,1962,-4 %
Nørregade 14 5300 Kerteminde,14,1700000.0,18-07-2016,Alm.,11258,9,Rækkehus,151,1917,-5 %
Vestergade 73 5300 Kerteminde,73,2295000.0,11-07-2016,Fam.,13909,8,Villa,165,1935,
Tyrebakken 5 5300 Kerteminde,5,1750000.0,11-07-2016,Alm.,11290,4,Villa,155,1958,-8 %
Langegade 52 5300 Kerteminde,52,1700000.0,07-07-2016,Alm.,16504,4,Rækkehus,103,1800,-5 %
Damgårds Alle 93 5300 Kerteminde,93,2425000.0,06-07-2016,Alm.,12763,5,Villa,190,1980,-3 %
Fladmosevej 7 5300 Kerteminde,7,825000.0,06-07-2016,Alm.,7173,3,Villa,115,1963,-8 %
Odensevej 103 5300 Kerteminde,103,2925000.0,30-06-2016,Alm.,12942,5,Villa,226,1950,-5 %
Vilhelminevej 2 5300 Kerteminde,2,1540000.0,28-06-2016,Alm.,16041,4,Rækkehus,96,1999,-2 %
Fjordvænget 9 5300 Kerteminde,9,1200000.0,23-06-2016,Fam.,12500,3,Rækkehus,96,1999,
Fiskergade 34 5300 Kerteminde,34,860000.0,20-06-2016,Alm.,9148,4,Rækkehus,94,1851,
Ladbyvej 38 5300 Kerteminde,38,860000.0,20-06-2016,Alm.,5771,3,Villa,149,1965,-4 %
Bøghsvej 3 5300 Kerteminde,3,1350000.0,20-06-2016,Alm.,10714,4,Villa,126,1964,
Søvangsparken 29 5300 Kerteminde,29,3375000.0,17-06-2016,Alm.,20962,5,Villa,161,2008,-3 %
Tværgyden 110 5300 Kerteminde,110,1235000.0,16-06-2016,Alm.,5691,7,Villa,217,1862,-5 %
Andekæret 27 5300 Kerteminde,27,1375000.0,16-06-2016,Alm.,12614,4,Villa,109,1971,-4 %
Grønløkkevej 2 5300 Kerteminde,2,1380000.0,14-06-2016,Alm.,10781,5,Villa,128,1923,-6 %
Ahlefeldtsvej 37 5300 Kerteminde,37,1400000.0,02-06-2016,Alm.,14736,4,Rækkehus,95,1960,-3 %
Hindsholmvej 2 5300 Kerteminde,2,7200000.0,27-05-2016,Alm.,33179,9,Villa,217,1922,-10 %
Møllevænget 25 5300 Kerteminde,25,2200000.0,27-05-2016,Alm.,18803,5,Villa,117,1946,-2 %
Elmevej 14 5300 Kerteminde,14,1200000.0,26-05-2016,Fam.,10714,4,Villa,112,1961,
Møllevej 14 5300 Kerteminde,14,830000.0,25-05-2016,Alm.,10121,4,Villa,82,1904,-15 %
Mølleløkken 151 5300 Kerteminde,151,784575.0,23-05-2016,Fam.,5726,5,Villa,137,1972,-51 %
Andekæret 19 5300 Kerteminde,19,1425000.0,20-05-2016,Alm.,8962,6,Villa,159,1972,-11 %
Hundslevvej 127 5300 Kerteminde,127,1140000.0,18-05-2016,Alm.,7354,6,Villa,155,1964,-5 %
Andekæret 185 5300 Kerteminde,185,1450000.0,12-05-2016,Alm.,10984,5,Villa,132,1976,
Måle Bygade 28 5300 Kerteminde,28,646000.0,08-05-2016,Fam.,6460,4,Villa,100,1907,
Andekæret 165 5300 Kerteminde,165,1325000.0,05-05-2016,Alm.,10600,4,Villa,125,1976,-10 %
Kystvej 15 5300 Kerteminde,15,3500000.0,04-05-2016,Alm.,29166,4,Villa,120,1948,-8 %
Mølleløkken 9 5300 Kerteminde,9,1900000.0,26-04-2016,Alm.,12666,5,Villa,150,1969,-5 %
Vestergade 50 5300 Kerteminde,50,1700000.0,15-04-2016,Alm.,16666,4,Rækkehus,102,1893,-5 %
Fiskergade 1D 5300 Kerteminde,0,3300000.0,14-04-2016,Alm.,27500,3,Rækkehus,120,1880,-6 %
Nørregade 13 5300 Kerteminde,13,2425000.0,13-04-2016,Alm.,16609,4,Rækkehus,146,1897,-5 %
Kongshøj Alle 91 5300 Kerteminde,91,2320000.0,08-04-2016,Alm.,13647,6,Villa,170,1987,
Fiskergade 72 5300 Kerteminde,72,1200000.0,06-04-2016,Alm.,13333,3,Rækkehus,90,1897,-11 %
Kongshøj Alle 3 5300 Kerteminde,3,1330000.0,06-04-2016,Alm.,11271,3,Villa,118,1985,-7 %
Mølkensvej 7 5300 Kerteminde,7,1250000.0,05-04-2016,Alm.,11574,4,Villa,108,1964,-7 %
Fiskergade 8 5300 Kerteminde,8,1790000.0,31-03-2016,Alm.,16422,4,Rækkehus,109,1813,-6 %
Husgyden 28 5300 Kerteminde,28,1285000.0,18-03-2016,Alm.,11271,4,Stuehus,114,1900,-1 %
Andekæret 177 5300 Kerteminde,177,1500000.0,14-03-2016,Alm.,14018,4,Villa,107,1976,-6 %
Degneløkkevej 13 5300 Kerteminde,13,1500000.0,05-03-2016,Alm.,9933,5,Villa,151,1993,-12 %
Kertinge Bygade 6 5300 Kerteminde,6,1360000.0,04-03-2016,Alm.,5461,8,Villa,249,1882,-9 %
Strandgade 14 5300 Kerteminde,14,1455000.0,16-02-2016,Alm.,22734,3,Rækkehus,64,1682,-6 %
Fabers Alle 28 5300 Kerteminde,28,2600000.0,01-02-2016,Alm.,16049,6,Villa,162,1999,-4 %
Præstegade 46 5300 Kerteminde,46,875000.0,29-01-2016,Alm.,14583,3,Rækkehus,60,1907,-7 %
Præstegårdsstræde 5 5300 Kerteminde,5,935000.0,23-01-2016,Andet,9639,6,Rækkehus,97,1790,-49 %
Elmevej 11 5300 Kerteminde,11,584989.0,22-01-2016,Alm.,6802,4,Villa,86,1964,
Asylgade 11 5300 Kerteminde,11,1600000.0,20-01-2016,Alm.,14814,5,Rækkehus,108,1902,
Hundslevgyden 43 5300 Kerteminde,43,765000.0,20-01-2016,Fam.,3787,7,Villa,202,1877,
Maimosevej 103 5300 Kerteminde,103,720000.0,09-01-2016,Fam.,3692,5,Stuehus,195,1925,
Fjordvænget 15 5300 Kerteminde,15,1525000.0,04-01-2016,Alm.,13863,4,Rækkehus,110,1999,-4 %
Kongshøj Alle 86 5300 Kerteminde,86,1275000.0,23-12-2015,Alm.,12378,4,Rækkehus,103,1986,-2 %
Kongshøj Alle 87 5300 Kerteminde,87,2200000.0,18-12-2015,Alm.,12865,6,Villa,171,1987,-4 %
Kongshøj Alle 94 5300 Kerteminde,94,1325000.0,13-12-2015,Alm.,12383,4,Villa,107,1986,-5 %
Søvangsparken 69 5300 Kerteminde,69,2580000.0,12-12-2015,Alm.,15636,6,Villa,165,2007,-4 %
Skovvej 2 5300 Kerteminde,2,5550000.0,10-12-2015,Alm.,18941,8,Villa,293,1850,6 %
Dosseringen 6A 5300 Kerteminde,0,1800000.0,10-12-2015,Fam.,8411,7,Villa,214,1900,
Møllebakken 2 5300 Kerteminde,2,2569750.0,02-12-2015,Fam.,14356,7,Villa,179,1835,-29 %
Søvangsparken 47 5300 Kerteminde,47,2595000.0,25-11-2015,Alm.,15823,5,Villa,164,2007,0 %
Asylgade 13 5300 Kerteminde,13,1020000.0,24-11-2015,Alm.,12592,4,Rækkehus,81,1923,-18 %
Gedskovvej 3B 5300 Kerteminde,0,1400000.0,19-11-2015,Alm.,16470,5,Rækkehus,85,1987,
Sybergsvej 23 5300 Kerteminde,23,1710000.0,13-11-2015,Alm.,18586,5,Rækkehus,92,1952,1 %
Svanevej 29 5300 Kerteminde,29,2690000.0,12-11-2015,Alm.,18551,4,Villa,145,1977,-4 %
Hindsholmvej 70B 5300 Kerteminde,0,913750.0,12-11-2015,Fam.,11009,4,Sommerhus,83,1938,
Hindsholmvej 70A 5300 Kerteminde,0,913750.0,12-11-2015,Fam.,12183,3,Sommerhus,75,2015,
Møllevænget 13 5300 Kerteminde,13,1122500.0,11-11-2015,Fam.,9200,6,Villa,122,1934,
Vestergade 57 5300 Kerteminde,57,3000000.0,10-11-2015,Andet,23622,2,Rækkehus,127,1867,
Sønderstræde 10 5300 Kerteminde,10,1295000.0,05-11-2015,Alm.,18768,6,Rækkehus,69,1760,
Dosseringen 36 5300 Kerteminde,36,2050000.0,02-11-2015,Alm.,15413,5,Villa,133,1969,-7 %
Tværgyden 151 5300 Kerteminde,151,1970000.0,29-10-2015,Alm.,6912,7,Stuehus,285,2002,-14 %
Odensevej 705 5300 Kerteminde,705,550000.0,28-10-2015,Alm.,4074,3,Villa,135,1877,0 %
Kongshøj Alle 111 5300 Kerteminde,111,2300000.0,23-10-2015,Alm.,14285,5,Villa,161,1989,-2 %
Degnehøjvej 12 5300 Kerteminde,12,650000.0,22-10-2015,Alm.,5416,4,Villa,120,1961,-6 %
Ø.Strandløkkevej 20 5300 Kerteminde,20,679000.0,22-10-2015,Fam.,13857,2,Sommerhus,49,1951,
Odensevej 15 5300 Kerteminde,15,1380000.0,09-10-2015,Alm.,5750,19,Døgninstitution,240,1952,
Andekæret 18 5300 Kerteminde,18,1795000.0,07-10-2015,Alm.,9917,6,Villa,181,1973,-5 %
Lange Gyde 12 5300 Kerteminde,12,600000.0,06-10-2015,Andet,5504,4,Villa,109,1962,
Drigstrup Bygade 20 5300 Kerteminde,20,575000.0,06-10-2015,Alm.,6318,4,Villa,91,1827,-11 %
Tværgade 5 5300 Kerteminde,5,900000.0,05-10-2015,Alm.,9473,3,Rækkehus,95,1886,-5 %
Revninge Bygade 9 5300 Kerteminde,9,110000.0,28-09-2015,Alm.,372,7,Villa,295,1905,-96 %
Præstegade 25 5300 Kerteminde,25,1750000.0,25-09-2015,Alm.,20588,3,Rækkehus,85,1895,
Mølleløkken 127 5300 Kerteminde,127,1800000.0,21-09-2015,Alm.,12244,6,Villa,147,1970,-10 %
Pal.Müllersvej 4 5300 Kerteminde,4,2355000.0,17-09-2015,Alm.,25053,3,Rækkehus,94,1950,5 %
Strandgade 41A 5300 Kerteminde,0,3100000.0,14-09-2015,Alm.,16062,4,Rækkehus,193,1940,-6 %
Ladbyvej 39 5300 Kerteminde,39,307945.0,13-09-2015,Andet,2632,3,Villa,117,1965,
Andekæret 33 5300 Kerteminde,33,1550000.0,09-09-2015,Alm.,11654,5,Villa,133,1972,-3 %
Langegade 44C 5300 Kerteminde,0,1495000.0,07-09-2015,Alm.,0,6,Rækkehus,160,1820,0 %
Kongshøj Alle 52 5300 Kerteminde,52,1650000.0,02-09-2015,Alm.,13414,4,Villa,123,1984,-3 %
Langegade 106 5300 Kerteminde,106,600000.0,01-09-2015,Alm.,7692,3,Villa,78,1893,-14 %
Præstegade 14 5300 Kerteminde,14,1500000.0,28-08-2015,Alm.,10344,4,Rækkehus,145,1882,-6 %
Tårup Strandpark 49 5300 Kerteminde,49,720000.0,26-08-2015,Alm.,4705,6,Villa,153,2016,
Præstegade 52 5300 Kerteminde,52,1100000.0,24-08-2015,Alm.,15714,5,Rækkehus,70,1940,-8 %
Langegade 94 5300 Kerteminde,94,2995000.0,21-08-2015,Alm.,24153,4,Rækkehus,124,1877,0 %
Andekæret 31 5300 Kerteminde,31,935000.0,18-08-2015,Fam.,8060,4,Villa,116,1972,
Revninge Bygade 81 5300 Kerteminde,81,2150000.0,14-08-2015,Alm.,10093,5,Villa,213,2002,-14 %
Holevangsvej 119 5300 Kerteminde,119,2970000.0,14-08-2015,Alm.,9138,7,Villa,325,1923,
Svanevej 6 5300 Kerteminde,6,1650000.0,14-08-2015,Alm.,16500,7,Villa,100,1963,-3 %
Elmevej 40 5300 Kerteminde,40,1120000.0,04-08-2015,Alm.,7044,6,Villa,159,1974,-14 %
Fiskergade 15 5300 Kerteminde,15,5995000.0,04-08-2015,Andet,52587,5,Rækkehus,114,1877,
Kongshøj Alle 67 5300 Kerteminde,67,2075000.0,03-08-2015,Alm.,13050,6,Villa,159,1986,-3 %
Mølleløkken 53 5300 Kerteminde,53,1560000.0,29-07-2015,Alm.,12380,4,Villa,126,1969,-2 %
Peder Møllerstr 1 5300 Kerteminde,1,900000.0,28-07-2015,Alm.,7142,4,Rækkehus,126,1777,-10 %
Søvangsvej 15 5300 Kerteminde,15,1300000.0,27-07-2015,Alm.,6190,5,Villa,210,1959,-18 %
"Chr. Hansensvej 3, 2. TH 5300 Kerteminde",0,1800000.0,27-07-2015,Alm.,14062,4,Lejlighed,128,2008,
Fiskergade 50 5300 Kerteminde,50,1250000.0,22-07-2015,Alm.,18939,2,Rækkehus,66,1860,
Tværgade 4 5300 Kerteminde,4,1550000.0,13-07-2015,Alm.,28181,3,Rækkehus,55,1920,
Vestergade 88 5300 Kerteminde,88,3550000.0,03-07-2015,Alm.,23825,6,Villa,149,1929,-4 %
Fåredammen 2 5300 Kerteminde,2,5500000.0,03-07-2015,Alm.,20370,6,Villa,270,1924,-7 %
Møllevej 10 5300 Kerteminde,10,3425000.0,02-07-2015,Alm.,18121,6,Villa,189,1948,-2 %
Mølleløkken 71 5300 Kerteminde,71,816000.0,17-06-2015,Alm.,5706,4,Villa,143,1971,
Søvangsparken 54 5300 Kerteminde,54,2850000.0,16-06-2015,Alm.,14467,6,Villa,197,2007,-5 %
Regnar Langesvej 8 5300 Kerteminde,8,1325000.0,14-06-2015,Alm.,11830,4,Villa,112,1980,-4 %
Revninge Bygade 42 5300 Kerteminde,42,650000.0,12-06-2015,Alm.,7222,3,Villa,90,1947,
