address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Højlandsvangen 83 2700 Brønshøj,83,4495000.0,22-05-2017,Alm.,54817,4,Villa,82,1936,0 %
"Præstekærvej 11, 2. TV 2700 Brønshøj",0,2275000.0,16-05-2017,Alm.,25561,1,Lejlighed,89,1959,0 %
"Ærtevej 15, 1. 1 2700 Brønshøj",1,1585000.0,15-05-2017,Alm.,28303,2,Lejlighed,56,1935,-1 %
"Storegårdsvej 4, 1. 13 2700 Brønshøj",13,2175000.0,11-05-2017,Alm.,24715,3,Lejlighed,88,2002,
"Svenskelejren 4, ST. TV 2700 Brønshøj",0,1395000.0,05-05-2017,Alm.,25363,2,Lejlighed,55,1937,0 %
"Svenskelejren 14, ST. 4 2700 Brønshøj",4,1265000.0,03-05-2017,Alm.,24803,1,Lejlighed,51,1968,-2 %
"Nordfeldvej 18, ST. TH 2700 Brønshøj",0,1760000.0,02-05-2017,Alm.,32592,2,Lejlighed,54,1935,-2 %
"Brønshøjvej 15C, 2. TV 2700 Brønshøj",0,925000.0,02-05-2017,Alm.,13805,3,Lejlighed,67,1933,
"Brønshøjvej 81, 1. TV 2700 Brønshøj",0,1075000.0,01-05-2017,Alm.,19907,2,Lejlighed,54,1934,
Uggerløsevej 3 2700 Brønshøj,3,6250000.0,28-04-2017,Alm.,42229,4,Villa,148,1979,-4 %
Hf. Brønshøjholm 1 2700 Brønshøj,1,1700000.0,28-04-2017,Alm.,28333,2,Kolonihavehus,60,1930,
"Elmelundevej 26, 1. TH 2700 Brønshøj",0,1200000.0,27-04-2017,Fam.,19354,2,Lejlighed,62,1933,
"Svenskelejren 11, 3. TH 2700 Brønshøj",0,1795000.0,27-04-2017,Alm.,32053,2,Lejlighed,56,1933,0 %
"Frederikssundsvej 346, 4. 401 2700 Brønshøj",401,435000.0,26-04-2017,Alm.,12083,1,Lejlighed,36,1969,-13 %
"Fjenneslevvej 24, 2. TV 2700 Brønshøj",0,1490000.0,25-04-2017,Alm.,25689,2,Lejlighed,58,1935,-7 %
"Præstekærvej 22, 4. TH 2700 Brønshøj",0,1895000.0,24-04-2017,Alm.,24610,3,Lejlighed,77,1959,0 %
"Kabbelejevej 9, ST. TV 2700 Brønshøj",0,965000.0,24-04-2017,Alm.,24743,1,Lejlighed,39,1938,-7 %
"Frederikssundsvej 154A, 4. TH 2700 Brønshøj",0,1820000.0,24-04-2017,Alm.,25277,2,Lejlighed,72,1933,-4 %
Dyblandsvangen 20 2700 Brønshøj,20,4700000.0,20-04-2017,Alm.,33571,3,Villa,140,1916,-6 %
"Fjenneslevvej 26, ST 2700 Brønshøj",0,3025000.0,19-04-2017,Alm.,32880,4,Lejlighed,92,1934,-2 %
Bjernedevej 17 2700 Brønshøj,17,1100000.0,18-04-2017,Fam.,12790,3,Villa,86,1956,
Vindingevej 27 2700 Brønshøj,27,5495000.0,16-04-2017,Alm.,30027,6,Villa,183,1934,0 %
Bakkekammen 22 2700 Brønshøj,22,4375000.0,12-04-2017,Alm.,35000,5,Villa,125,1986,0 %
"Ærtebjergvej 1, 1. TV 2700 Brønshøj",0,1850000.0,11-04-2017,Alm.,26056,3,Lejlighed,71,1952,-2 %
"Håbets Allé 7, 4. TH 2700 Brønshøj",0,1695000.0,11-04-2017,Alm.,24565,2,Lejlighed,69,1936,0 %
Irisvej 2 2700 Brønshøj,2,4125000.0,10-04-2017,Alm.,33536,6,Villa,123,1954,-4 %
"Brønshøjvej 63, 1. TH 2700 Brønshøj",0,1560000.0,10-04-2017,Alm.,27368,2,Lejlighed,57,1934,-1 %
"Brønshøjvej 69, ST. TV 2700 Brønshøj",0,1062500.0,10-04-2017,Fam.,19318,2,Lejlighed,55,1934,
"Frederikssundsvej 346, 4. 415 2700 Brønshøj",415,430000.0,10-04-2017,Alm.,12285,1,Lejlighed,35,1969,-18 %
Enigheds Allé 26 2700 Brønshøj,26,2050000.0,07-04-2017,Fam.,21354,4,Rækkehus,96,1900,
Brunevang 4 2700 Brønshøj,4,2100000.0,06-04-2017,Fam.,17500,5,Villa,120,1953,
Tersløsevej 4 2700 Brønshøj,4,2900000.0,04-04-2017,Alm.,26851,5,Villa,108,1936,-2 %
Risbyholmvej 23 2700 Brønshøj,23,2175000.0,03-04-2017,Alm.,14123,6,Villa,154,1933,
"Frederikssundsvej 408, ST. TV 2700 Brønshøj",0,1695000.0,03-04-2017,Alm.,24214,3,Lejlighed,70,1954,0 %
Arnesvej 8A 2700 Brønshøj,0,2400000.0,02-04-2017,Alm.,28571,3,Lejlighed,84,1900,
"Frederikssundsvej 388, 2. TV 2700 Brønshøj",0,714000.0,01-04-2017,Fam.,11333,3,Lejlighed,63,1954,
"Degnemose Allé 11, 1. TV 2700 Brønshøj",0,1550000.0,31-03-2017,Alm.,27678,2,Lejlighed,56,1937,-3 %
"Frederikssundsvej 194, 3. 1 2700 Brønshøj",1,1745000.0,30-03-2017,Alm.,25289,2,Lejlighed,69,1962,0 %
Tølløsevej 52 2700 Brønshøj,52,4125000.0,30-03-2017,Alm.,46348,3,Villa,89,1933,1 %
"Astrupvej 78, ST. TV 2700 Brønshøj",0,1330000.0,30-03-2017,Alm.,24629,2,Lejlighed,54,1935,-5 %
"Frederikssundsvej 204, 2. TV 2700 Brønshøj",0,1875000.0,29-03-2017,Alm.,22590,3,Lejlighed,83,1932,-1 %
