address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Gl. Ålbovej 14 6092 Sønder Stenderup,6092,397093.0,17-02-2017,Alm.,4179,4,Villa,95,1890,
Varmarkvej 9 6092 Sønder Stenderup,6092,470000.0,31-01-2017,Alm.,5000,4,Villa,94,1962,-26 %
Varmarkvej 38 6092 Sønder Stenderup,6092,880000.0,17-12-2016,Alm.,8380,4,Villa,105,1970,-2 %
Skibelundvej 9 6092 Sønder Stenderup,6092,400000.0,17-11-2016,Alm.,4347,3,Villa,92,1964,
Varmarkvej 37 6092 Sønder Stenderup,6092,1425000.0,13-11-2016,Alm.,11132,5,Villa,128,1917,0 %
Varmarkvej 11 6092 Sønder Stenderup,6092,1710000.0,05-09-2016,Alm.,7990,6,Villa,214,1947,-5 %
Slunden 13 6092 Sønder Stenderup,6092,750000.0,30-06-2016,Alm.,5597,4,Villa,134,1979,
Stenholt 49B 6092 Sønder Stenderup,6092,1725000.0,15-06-2016,Alm.,11274,5,Villa,153,1877,-9 %
Smøgen 2 6092 Sønder Stenderup,6092,1535000.0,04-04-2016,Alm.,9839,5,Villa,156,1978,-4 %
Frydenborgvej 42 6092 Sønder Stenderup,6092,4425000.0,22-03-2016,Alm.,15051,12,Villa,294,1906,-11 %
Stenholtgade 5 6092 Sønder Stenderup,6092,1325000.0,19-02-2016,Alm.,3990,8,Villa,332,1896,-2 %
Varmarkvej 21 6092 Sønder Stenderup,6092,1350000.0,28-01-2016,Alm.,11538,5,Villa,117,1923,-3 %
Stenderupvej 202 6092 Sønder Stenderup,6092,1105000.0,21-12-2015,Alm.,9444,5,Villa,117,1936,-8 %
Møllebro 7 6092 Sønder Stenderup,6092,1600000.0,30-11-2015,Alm.,11347,4,Villa,141,1998,-6 %
Stenholt 2 6092 Sønder Stenderup,6092,754060.0,18-11-2015,Fam.,4488,6,Villa,168,1778,
Stenholt 9 6092 Sønder Stenderup,6092,255000.0,12-11-2015,Andet,2684,4,Villa,95,1954,
Mørkholtvej 2 6092 Sønder Stenderup,6092,1525000.0,21-10-2015,Alm.,10739,5,Villa,142,1952,-10 %
Skibelundvej 1 6092 Sønder Stenderup,6092,150000.0,17-09-2015,Alm.,1442,5,Villa,104,1912,-57 %
