address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Tørstemosevej 21 4990 Sakskøbing,21,390600.0,09-05-2017,Alm.,1728,8,Stuehus,226,1900,
Engestoftevej 68 4990 Sakskøbing,68,445000.0,03-05-2017,Fam.,2119,7,Villa,210,1968,
Møllevej 95 4990 Sakskøbing,95,9560.0,03-05-2017,Alm.,142,2,Villa,67,1900,
Bregnevej 2 4990 Sakskøbing,2,650000.0,27-04-2017,Alm.,3915,5,Villa,166,1967,-6 %
Tårsvej 63 4990 Sakskøbing,63,12000.0,25-04-2017,Alm.,72,4,Villa,166,1870,
Engestoftevej 65 4990 Sakskøbing,65,40000.0,20-04-2017,Alm.,224,5,Villa,178,1935,
Poppelvænget 2 4990 Sakskøbing,2,331500.0,15-04-2017,Fam.,4669,3,Rækkehus,71,1971,
Østerbyvej 39 4990 Sakskøbing,39,775000.0,31-03-2017,Alm.,4725,5,Villa,164,1894,-11 %
Skolegade 12 4990 Sakskøbing,12,300000.0,30-03-2017,Alm.,2238,6,Villa,134,1908,-24 %
Maribovej 89 4990 Sakskøbing,89,545000.0,29-03-2017,Alm.,4618,4,Villa,118,1936,0 %
Knagevej 14 4990 Sakskøbing,14,450000.0,27-03-2017,Alm.,4687,3,Villa,96,1830,-9 %
Sortebyvej 8 4990 Sakskøbing,8,80000.0,24-03-2017,Alm.,487,6,Stuehus,164,1855,
Mågevej 10 4990 Sakskøbing,10,1830000.0,21-03-2017,Alm.,12281,5,Villa,149,2007,-3 %
Udstolpe Byvej 1 4990 Sakskøbing,1,4002000.0,15-03-2017,Alm.,29000,4,Stuehus,138,1820,
Orebyvej 91 4990 Sakskøbing,91,260000.0,03-03-2017,Alm.,2921,4,Villa,89,1935,-18 %
Orebyvej 15 4990 Sakskøbing,15,325000.0,25-02-2017,Alm.,2801,5,Villa,116,1911,-6 %
Tjørnevej 2 4990 Sakskøbing,2,940000.0,23-02-2017,Alm.,8468,4,Villa,111,1964,-6 %
Vestergade 31 4990 Sakskøbing,31,250000.0,21-02-2017,Alm.,2232,4,Villa,112,1900,
Maribovej 83 4990 Sakskøbing,83,700000.0,13-02-2017,Alm.,5185,5,Villa,135,1914,-12 %
Søparken 12 4990 Sakskøbing,12,350000.0,02-02-2017,Alm.,3365,3,Rækkehus,104,1975,
Nørregårdsvej 16 4990 Sakskøbing,16,395000.0,31-01-2017,Fam.,2379,3,Villa,166,1923,
Søndergade 40 4990 Sakskøbing,40,50000.0,30-01-2017,Alm.,666,3,Rækkehus,75,1880,
Rosenvang 24 4990 Sakskøbing,24,342500.0,26-01-2017,Fam.,3293,4,Villa,104,1953,
Nørregårdsvej 13 4990 Sakskøbing,13,345000.0,24-01-2017,Alm.,3484,4,Villa,99,1875,
Tårsvej 54 4990 Sakskøbing,54,70000.0,24-01-2017,Alm.,752,3,Villa,93,1953,
Kaløvej 61 4990 Sakskøbing,61,192000.0,18-01-2017,Alm.,1333,4,Villa,144,1952,
Skovvej 95 4990 Sakskøbing,95,550000.0,18-01-2017,Alm.,2835,8,Villa,194,1965,
Engestoftevej 17 4990 Sakskøbing,17,83333.0,12-01-2017,Alm.,718,3,Villa,116,1944,
"Søndergade 20A, 1 4990 Sakskøbing",1,925000.0,10-01-2017,Alm.,4425,5,Lejlighed,209,1976,-7 %
Killerupvej 9 4990 Sakskøbing,9,100000.0,10-01-2017,Alm.,862,4,Villa,116,1965,
Maribovej 92 4990 Sakskøbing,92,795000.0,07-01-2017,Alm.,6115,4,Villa,130,1913,0 %
Grønningen 19 4990 Sakskøbing,19,515000.0,04-01-2017,Alm.,3626,4,Villa,142,1980,-2 %
Lindevej 45 4990 Sakskøbing,45,450000.0,29-12-2016,Andet,7142,3,Rækkehus,63,1864,
Østerby 10 4990 Sakskøbing,10,330000.0,28-12-2016,Alm.,2481,4,Villa,133,1979,
Skovbyvej 22 4990 Sakskøbing,22,250000.0,18-12-2016,Andet,2032,4,Villa,123,1880,
Orebyvej 301 4990 Sakskøbing,301,2695000.0,09-12-2016,Alm.,17165,7,Villa,157,1988,
Pilehavevej 11 4990 Sakskøbing,11,500000.0,08-12-2016,Alm.,5263,3,Villa,95,1946,
Pilehavevej 13 4990 Sakskøbing,13,9265000.0,08-12-2016,Alm.,51472,6,Stuehus,180,1902,
Bregningevej 28 4990 Sakskøbing,28,650000.0,02-12-2016,Alm.,4513,4,Villa,144,1850,-12 %
Ettehavevej 4 4990 Sakskøbing,4,130000.0,23-11-2016,Alm.,1444,2,Villa,90,1880,-16 %
Skovvej 34 4990 Sakskøbing,34,790000.0,11-11-2016,Alm.,7596,3,Villa,104,1994,-7 %
Skolegade 9 4990 Sakskøbing,9,995000.0,09-11-2016,Alm.,6503,6,Villa,153,1912,0 %
Parkvej 29 4990 Sakskøbing,29,650000.0,09-11-2016,Alm.,4452,5,Villa,146,1957,-6 %
Husmandsvej 15 4990 Sakskøbing,15,210000.0,02-11-2016,Alm.,1926,4,Villa,109,1880,-29 %
Lindevej 40 4990 Sakskøbing,40,400000.0,02-11-2016,Andet,4819,4,Rækkehus,83,1943,
Tårsvej 39 4990 Sakskøbing,39,1050000.0,01-11-2016,Alm.,5526,4,Villa,190,1920,
Orebyvej 285 4990 Sakskøbing,285,2550000.0,29-10-2016,Alm.,12378,5,Villa,206,1830,-5 %
Kaløvej 34 4990 Sakskøbing,34,295000.0,27-10-2016,Alm.,2458,4,Villa,120,1928,0 %
Rosengården 115 4990 Sakskøbing,115,870000.0,14-10-2016,Alm.,7565,4,Villa,115,1980,-2 %
Engestoftevej 67 4990 Sakskøbing,67,145000.0,10-10-2016,Alm.,1380,4,Villa,105,1934,0 %
Lindevej 23 4990 Sakskøbing,23,490000.0,04-10-2016,Alm.,4803,3,Villa,102,1936,-10 %
Parkvej 48 4990 Sakskøbing,48,1495000.0,03-10-2016,Alm.,7994,6,Villa,187,1966,0 %
Orebyvej 75 4990 Sakskøbing,75,950000.0,02-10-2016,Alm.,6375,5,Villa,149,1901,-5 %
Thorsensvej 14 4990 Sakskøbing,14,4760000.0,29-09-2016,Fam.,29024,4,Stuehus,164,1900,
"Rønnebærvej 2, 1. TV 4990 Sakskøbing",0,230000.0,29-09-2016,Alm.,3108,2,Lejlighed,74,1950,-29 %
Lindevej 46 4990 Sakskøbing,46,500000.0,28-09-2016,Alm.,3787,4,Villa,132,1961,-16 %
Rønnebærvej 12 4990 Sakskøbing,12,695000.0,28-09-2016,Alm.,6205,4,Villa,112,1952,0 %
Orebyvej 90 4990 Sakskøbing,90,950000.0,28-09-2016,Alm.,6168,3,Villa,154,1930,-7 %
Killerupvej 30 4990 Sakskøbing,30,275000.0,26-09-2016,Alm.,2750,4,Villa,100,1820,-7 %
Ottevej 5 4990 Sakskøbing,5,375000.0,21-09-2016,Alm.,3605,5,Villa,104,1939,-5 %
Gl Killerup 14 4990 Sakskøbing,14,465000.0,21-09-2016,Alm.,4558,2,Villa,102,1870,-6 %
Møllevej 51 4990 Sakskøbing,51,525000.0,15-09-2016,Alm.,5706,3,Villa,92,1920,0 %
Kartofte Byvej 18 4990 Sakskøbing,18,200000.0,13-09-2016,Alm.,1250,6,Villa,160,1880,-42 %
Karlslundevej 6 4990 Sakskøbing,6,180000.0,06-09-2016,Alm.,1607,4,Villa,112,1916,-27 %
Pogemosevej 17 4990 Sakskøbing,17,40000.0,05-09-2016,Alm.,833,3,Villa,48,1925,
"Rønnebærvej 6, ST. TV 4990 Sakskøbing",0,275000.0,01-09-2016,Alm.,3125,3,Lejlighed,88,1952,-15 %
Orebyvej 127 4990 Sakskøbing,127,320000.0,01-09-2016,Alm.,2335,4,Villa,137,1939,-25 %
Vestergade 7 4990 Sakskøbing,7,455000.0,30-08-2016,Alm.,5290,4,Rækkehus,86,1880,-8 %
Bækvej 23 4990 Sakskøbing,23,112500.0,22-08-2016,Alm.,1371,2,Villa,82,1900,-25 %
"Rønnebærvej 6, 2. TH 4990 Sakskøbing",0,320000.0,19-08-2016,Alm.,4444,3,Lejlighed,72,1952,-19 %
Maribovej 94 4990 Sakskøbing,94,200000.0,16-08-2016,Alm.,1459,5,Villa,137,1911,-33 %
Møllevej 3 4990 Sakskøbing,3,349000.0,15-08-2016,Alm.,3008,3,Villa,116,1880,0 %
Nystedvej 32 4990 Sakskøbing,32,1100000.0,12-08-2016,Alm.,7142,5,Villa,154,1936,-8 %
Killerupvej 33 4990 Sakskøbing,33,120000.0,08-08-2016,Alm.,1500,5,Villa,80,1894,-4 %
Spurvevej 9 4990 Sakskøbing,9,550000.0,02-08-2016,Alm.,5000,4,Villa,110,1977,-31 %
Gl Vestergade 1 4990 Sakskøbing,1,50000.0,27-07-2016,Alm.,746,4,Villa,67,1867,
