address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Burvej 75 7570 Vemb,75,370000.0,01-05-2017,Alm.,3333,5,Villa,111,1969,-13 %
Neesvej 77 7570 Vemb,77,375000.0,07-04-2017,Alm.,3125,5,Villa,120,1916,
Søndergade 21 7570 Vemb,21,555000.0,03-04-2017,Alm.,4080,5,Villa,136,1905,-7 %
Hedevej 11 7570 Vemb,11,315000.0,27-03-2017,Alm.,2625,5,Stuehus,120,1955,
Hyttevej 111 7570 Vemb,111,550000.0,18-03-2017,Alm.,6790,4,Sommerhus,81,1976,-8 %
Bygaden 34 7570 Vemb,34,541323.0,16-03-2017,Andet,2494,7,Villa,217,1982,
Skalstrupvej 2 7570 Vemb,2,249026.0,07-03-2017,Alm.,2394,3,Villa,104,1904,
Ørvigvej 4 7570 Vemb,4,4750000.0,06-03-2017,Alm.,27941,5,Stuehus,170,1928,
Bygaden 1 7570 Vemb,1,500000.0,28-02-2017,Fam.,5102,4,Villa,98,1925,
Knudehus 49 7570 Vemb,49,635000.0,20-02-2017,Alm.,10583,3,Sommerhus,60,2002,-9 %
Skovvangvej 27 7570 Vemb,27,7100000.0,16-02-2017,Alm.,12769,13,Stuehus,556,2010,
Burvej 15 7570 Vemb,15,625000.0,06-02-2017,Alm.,6313,2,Villa,99,1955,0 %
Burvej 67 7570 Vemb,67,300000.0,03-02-2017,Alm.,2586,4,Villa,116,1931,-15 %
Harpøtvej 134 7570 Vemb,134,725000.0,28-01-2017,Alm.,9539,4,Sommerhus,76,1974,-1 %
Neesvej 53A 7570 Vemb,0,130000.0,19-01-2017,Alm.,1040,5,Villa,125,1920,-13 %
Skalstrupvej 64 7570 Vemb,64,432000.0,19-01-2017,Fam.,3428,4,Villa,126,1958,
Enghavevej 7 7570 Vemb,7,1550000.0,14-01-2017,Alm.,6126,8,Villa,253,1979,
Rosenvænget 8 7570 Vemb,8,850000.0,14-01-2017,Alm.,9659,4,Villa,88,1967,
Skolevej 1 7570 Vemb,1,247500.0,12-01-2017,Fam.,1718,4,Villa,144,1975,
Humlevænget 19 7570 Vemb,19,1400000.0,03-01-2017,Alm.,7368,6,Villa,190,1979,
Donskærvej 25 7570 Vemb,25,2847500.0,01-01-2017,Fam.,18983,5,Stuehus,150,1954,
Vestergade 20 7570 Vemb,20,50000.0,22-12-2016,Alm.,793,2,Villa,63,1906,
Skalstrupvej 86 7570 Vemb,86,450000.0,16-12-2016,Alm.,3040,5,Stuehus,148,1930,-36 %
Sandbækvej 31 7570 Vemb,31,1150000.0,16-12-2016,Alm.,11500,4,Stuehus,100,1892,
Bur Kirkevej 1 7570 Vemb,1,25500000.0,16-12-2016,Alm.,72857,12,Stuehus,350,1919,
Sønderbyvej 3 7570 Vemb,3,764000.0,15-12-2016,Fam.,4835,5,Stuehus,158,1932,
Hasselvej 21 7570 Vemb,21,1675000.0,12-12-2016,Alm.,12407,5,Villa,135,2008,-1 %
Damhusvej 50 7570 Vemb,50,2400000.0,03-12-2016,Alm.,14545,5,Stuehus,165,1929,-8 %
Søndergade 11 7570 Vemb,11,1230000.0,22-11-2016,Alm.,9318,6,Villa,132,1914,-4 %
Skolevej 6C 7570 Vemb,0,350000.0,02-11-2016,Alm.,4605,2,Rækkehus,76,1979,-12 %
Bygaden 31 7570 Vemb,31,275383.0,20-10-2016,Auktion,2503,3,Villa,110,1912,-30 %
Humlevænget 56 7570 Vemb,56,152351.0,13-10-2016,Auktion,1928,3,Rækkehus,79,1979,
Skolegade 29 7570 Vemb,29,478665.0,13-10-2016,Alm.,3860,5,Villa,124,1934,-3 %
Chr. Schmidtsvej 11 7570 Vemb,11,1400000.0,12-10-2016,Alm.,8284,4,Villa,169,1937,
Harpøtvej 54 7570 Vemb,54,200000.0,12-10-2016,Alm.,3076,4,Sommerhus,65,1996,
Skovvangvej 16B 7570 Vemb,0,20125000.0,11-10-2016,Andet,559027,3,Villa,36,1920,
Øgelstrupvej 4 7570 Vemb,4,720000.0,06-10-2016,Auktion,5142,5,Villa,140,1966,
Bigårdsvej 10 7570 Vemb,10,630000.0,06-10-2016,Alm.,5080,5,Villa,124,1975,
Skalstrupvej 61 7570 Vemb,61,250000.0,29-09-2016,Alm.,1851,5,Villa,135,1955,
Hyttevej 51 7570 Vemb,51,345000.0,20-09-2016,Alm.,5564,3,Sommerhus,62,1987,-8 %
Harpøtvej 122 7570 Vemb,122,133000.0,19-09-2016,Fam.,2293,3,Sommerhus,58,1980,
Søndergade 34 7570 Vemb,34,935000.0,16-09-2016,Alm.,8657,6,Villa,108,1939,-1 %
Koldborgvej 5 7570 Vemb,5,70000.0,16-09-2016,Alm.,823,3,Villa,85,1900,
Hyttevej 73 7570 Vemb,73,345000.0,31-08-2016,Alm.,5948,3,Sommerhus,58,1981,-13 %
Hyttevej 53 7570 Vemb,53,385000.0,29-08-2016,Alm.,6754,4,Sommerhus,57,1979,-3 %
Søndergårdsvej 1 7570 Vemb,1,10150000.0,19-08-2016,Andet,47877,6,Stuehus,212,1965,
