address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vorbassevej 25 6622 Bække,25,382250.0,28-04-2017,Alm.,1990,8,Stuehus,192,1935,
Staushedevejen 49 6622 Bække,49,350000.0,25-04-2017,Alm.,4320,2,Villa,81,1877,-12 %
Ribe-Vejle Landevej 118 6622 Bække,118,50000.0,20-03-2017,Alm.,500,2,Villa,100,1945,
Lindeparken 27 6622 Bække,27,865000.0,14-03-2017,Alm.,6811,4,Villa,127,1998,
Nørregade 11 6622 Bække,11,322700.0,22-02-2017,Alm.,2137,5,Villa,151,1913,
Ribe-Vejle Landevej 47 6622 Bække,47,850000.0,16-02-2017,Fam.,6343,4,Stuehus,134,1883,
Kragelundvej 6 6622 Bække,6,86250.0,10-02-2017,Fam.,712,4,Villa,121,1877,
Staushedevejen 56 6622 Bække,56,1395000.0,10-02-2017,Fam.,8017,4,Villa,174,1847,
Vorbassevej 13 6622 Bække,13,1147500.0,19-01-2017,Alm.,11475,4,Stuehus,100,1913,-8 %
Skolegade 8 6622 Bække,8,1145000.0,31-12-2016,Alm.,5841,6,Villa,196,1912,-4 %
Stationsvej 15 6622 Bække,15,660000.0,22-12-2016,Alm.,4817,3,Villa,137,1979,-5 %
Kragelundvej 1 6622 Bække,1,284874.0,20-11-2016,Andet,1238,8,Villa,230,1915,
Søndergade 28A 6622 Bække,0,1600000.0,07-11-2016,Alm.,5442,10,Stuehus,294,1856,-20 %
Ribe-Vejle Landevej 58 6622 Bække,58,1985000.0,28-10-2016,Fam.,18904,4,Stuehus,105,1906,
Moesgårdvej 8 6622 Bække,8,1495000.0,27-09-2016,Alm.,10912,6,Villa,137,1958,0 %
Stationsvej 14 6622 Bække,14,870000.0,23-09-2016,Alm.,4103,7,Villa,212,1979,-8 %
Stationsvej 6 6622 Bække,6,420000.0,15-09-2016,Alm.,2270,5,Villa,185,1939,-20 %
Teglvænget 15 6622 Bække,15,860000.0,14-09-2016,Alm.,5890,4,Villa,146,1974,-14 %
Teglgårdsvej 4 6622 Bække,4,350000.0,13-09-2016,Alm.,5000,2,Villa,70,1959,
Solitudevej 1 6622 Bække,1,400000.0,12-09-2016,Alm.,4444,3,Villa,90,1953,-33 %
Dansebjergvej 4 6622 Bække,4,650000.0,07-09-2016,Alm.,5078,3,Stuehus,128,1954,
Bækkegård 73 6622 Bække,73,2050000.0,12-08-2016,Alm.,9855,7,Villa,208,2007,-4 %
Ribe-Vejle Landevej 10 6622 Bække,10,420750.0,12-07-2016,Fam.,2613,6,Stuehus,161,1900,
Ribe-Vejle Landevej 22 6622 Bække,22,495000.0,22-06-2016,Alm.,4900,4,Villa,101,1950,0 %
Ribe-Vejle Landevej 32 6622 Bække,32,440000.0,20-06-2016,Alm.,2222,10,Stuehus,198,1910,
Stationsvej 1 6622 Bække,1,1250000.0,06-06-2016,Alm.,5841,6,Villa,214,1973,
Dansebjergvej 1 6622 Bække,1,600000.0,01-06-2016,Auktion,3061,8,Stuehus,196,1912,
Nedre Kragelundvej 1 6622 Bække,1,1345000.0,31-05-2016,Alm.,12008,3,Stuehus,112,1827,
Elmeallé 14 6622 Bække,14,775000.0,26-05-2016,Alm.,6102,5,Villa,127,1962,-3 %
Stadionvej 17 6622 Bække,17,510000.0,16-05-2016,Alm.,5049,3,Villa,101,1953,-10 %
Solitudevej 3 6622 Bække,3,130000.0,11-05-2016,Auktion,1911,3,Villa,68,1950,
Hejnsvigvej 6 6622 Bække,6,208000.0,04-05-2016,Alm.,1324,8,Stuehus,157,1947,
Klostergade 10 6622 Bække,10,29500.0,04-05-2016,Alm.,230,6,Villa,128,1877,
Tværvej 3 6622 Bække,3,155000.0,04-05-2016,Alm.,1047,6,Stuehus,148,1923,
Møllevej 35 6622 Bække,35,775000.0,19-04-2016,Alm.,5961,4,Villa,130,1973,-11 %
Nørregade 54 6622 Bække,54,370000.0,23-03-2016,Alm.,3394,3,Villa,109,1926,-6 %
Bækkegård 47 6622 Bække,47,123427.0,03-03-2016,Alm.,857,4,Villa,144,2016,
Nørregade 50 6622 Bække,50,125000.0,04-02-2016,Alm.,2500,2,Villa,50,1947,
Ribe-Vejle Landevej 25 6622 Bække,25,760000.0,13-01-2016,Fam.,5629,6,Stuehus,135,1993,
Asbovej 60 6622 Bække,60,950000.0,31-12-2015,Alm.,5654,6,Villa,168,1960,-5 %
Vestergade 11 6622 Bække,11,795000.0,10-12-2015,Alm.,3732,8,Villa,213,1972,0 %
Elmeallé 22 6622 Bække,22,700000.0,01-12-2015,Alm.,6140,3,Villa,114,1922,
Nørregade 48 6622 Bække,48,365000.0,27-11-2015,Alm.,5447,3,Villa,67,1940,-14 %
Nørregade 1 6622 Bække,1,200000.0,25-11-2015,Auktion,1492,5,Anden beboelse,134,1877,
Stationsvej 11 6622 Bække,11,600000.0,23-11-2015,Alm.,4687,2,Villa,128,1978,-14 %
"Nørregade 3, 1 6622 Bække",1,995000.0,19-11-2015,Alm.,5102,5,Lejlighed,195,1925,
Lindeparken 13 6622 Bække,13,795000.0,02-11-2015,Alm.,7718,3,Villa,103,2002,0 %
Vestergade 32 6622 Bække,32,950000.0,31-10-2015,Alm.,4973,7,Villa,191,1974,-5 %
Søndergade 24 6622 Bække,24,643000.0,30-10-2015,Alm.,4121,3,Villa,156,1962,-1 %
