address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Frøstjernevej 4 9800 Hjørring,4,800000.0,12-05-2017,Alm.,13114,3,Sommerhus,61,1975,
Bøgstedvej 289 9800 Hjørring,289,350000.0,09-05-2017,Alm.,2713,6,Villa,129,1935,
Rønnebærvej 6 9800 Hjørring,6,950000.0,09-05-2017,Fam.,14843,4,Sommerhus,64,1973,
Havtornvej 45 9800 Hjørring,45,680000.0,03-05-2017,Fam.,12142,3,Sommerhus,56,1974,
Kystmarken 20 9800 Hjørring,20,1625000.0,30-04-2017,Alm.,18055,4,Sommerhus,90,2004,-1 %
Spangkærparken 52 9800 Hjørring,52,2420000.0,28-04-2017,Alm.,15220,6,Villa,159,2008,-1 %
Skærgårdsvej 4 9800 Hjørring,4,1530000.0,27-04-2017,Alm.,19125,4,Sommerhus,80,1998,
Brudehøjvej 91 9800 Hjørring,91,750000.0,27-04-2017,Alm.,6818,4,Stuehus,110,1942,-25 %
Skagensvej 184 9800 Hjørring,184,500000.0,26-04-2017,Alm.,4901,4,Villa,102,1955,-54 %
Lindevej 21 9800 Hjørring,21,1275000.0,24-04-2017,Alm.,15000,3,Villa,85,1957,-2 %
Granlyvej 53 9800 Hjørring,53,1567000.0,23-04-2017,Alm.,8204,6,Stuehus,191,1900,-5 %
Tusindfrydvej 6 9800 Hjørring,6,1530000.0,22-04-2017,Alm.,12338,5,Villa,124,1979,-1 %
Februarvej 27 9800 Hjørring,27,795000.0,20-04-2017,Alm.,11197,3,Sommerhus,71,1975,
Sct Thomas Vej 5 9800 Hjørring,5,1275000.0,20-04-2017,Alm.,10714,4,Rækkehus,119,1981,-6 %
Kystvejen 123 9800 Hjørring,123,725000.0,19-04-2017,Alm.,12288,4,Sommerhus,59,1970,0 %
Stillehavsvej 1 9800 Hjørring,1,1200000.0,18-04-2017,Alm.,11320,4,Villa,106,2007,-7 %
Lundhøjvej 26 9800 Hjørring,26,1225000.0,18-04-2017,Alm.,6064,8,Villa,202,1973,-12 %
Tverstedvej 17 9800 Hjørring,17,1846000.0,15-04-2017,Alm.,9515,5,Villa,194,1900,-16 %
Blågranvej 4 9800 Hjørring,4,1275000.0,12-04-2017,Alm.,8732,5,Villa,146,1973,-9 %
Slåenvej 6 9800 Hjørring,6,966500.0,11-04-2017,Andet,4832,6,Villa,200,1971,
Ths Smeds Vej 13 9800 Hjørring,13,1625000.0,11-04-2017,Alm.,9393,6,Villa,173,1944,-4 %
Bodøvej 4 9800 Hjørring,4,725000.0,11-04-2017,Alm.,4931,6,Villa,147,1965,
Lupinvej 2 9800 Hjørring,2,1460000.0,10-04-2017,Alm.,11230,4,Villa,130,1976,-2 %
