address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Gærdesmuttevej 19 5210 Odense NV,5210,1800000.0,19-05-2017,Fam.,11612,5,Villa,155,1969,
Skovduevænget 17 5210 Odense NV,5210,1450000.0,20-04-2017,Alm.,10507,4,Villa,138,1968,
Lærkevangen 10 5210 Odense NV,5210,1765000.0,12-04-2017,Alm.,11031,5,Villa,160,1970,-7 %
Rugårdsvej 523 5210 Odense NV,5210,1725000.0,10-04-2017,Alm.,12591,4,Villa,137,1986,-4 %
Bytoften 30 5210 Odense NV,5210,1250000.0,09-04-2017,Alm.,15822,3,Rækkehus,79,1964,-3 %
Saxovej 166 5210 Odense NV,5210,1295000.0,05-04-2017,Alm.,16602,4,Rækkehus,78,1951,
Rypebakken 52 5210 Odense NV,5210,2795000.0,04-04-2017,Alm.,16250,6,Villa,172,1968,0 %
Søbakkevej 16 5210 Odense NV,5210,2800000.0,04-04-2017,Alm.,8945,8,Villa,313,1973,-7 %
Egilsvej 111 5210 Odense NV,5210,1695000.0,27-03-2017,Alm.,11770,5,Villa,144,1966,0 %
Njalsvej 31 5210 Odense NV,5210,1275000.0,24-03-2017,Alm.,16346,4,Rækkehus,78,1951,0 %
Saxovænget 1 5210 Odense NV,5210,1080000.0,24-03-2017,Alm.,9075,4,Villa,119,1955,-17 %
Spiræavænget 6 5210 Odense NV,5210,1750000.0,24-03-2017,Alm.,12681,4,Villa,138,1967,-3 %
Capellavænget 15 5210 Odense NV,5210,2100000.0,23-03-2017,Alm.,13291,7,Villa,158,1968,-8 %
Fuglebakken 144 5210 Odense NV,5210,1200000.0,23-03-2017,Alm.,11009,4,Rækkehus,109,1966,-20 %
Grønnevangen 7 5210 Odense NV,5210,1375000.0,23-03-2017,Alm.,12500,4,Rækkehus,110,1964,-5 %
Østrupvej 44 5210 Odense NV,5210,1450000.0,21-03-2017,Fam.,10211,6,Villa,142,1960,
Rugårdsvej 194 5210 Odense NV,5210,1025000.0,21-03-2017,Alm.,8613,4,Villa,119,1929,-21 %
Hjejlebakken 208 5210 Odense NV,5210,1450000.0,17-03-2017,Alm.,15263,4,Rækkehus,95,1969,
Mosevej 12 5210 Odense NV,5210,1825000.0,14-03-2017,Alm.,10488,6,Villa,174,1964,-4 %
Musvågevej 75 5210 Odense NV,5210,550000.0,14-03-2017,Fam.,5000,3,Rækkehus,110,1966,
Grævlingløkken 80 5210 Odense NV,5210,675000.0,13-03-2017,Fam.,3994,5,Villa,169,1976,
Saxovej 139 5210 Odense NV,5210,1675000.0,10-03-2017,Alm.,13400,4,Villa,125,1963,-1 %
Tyrsbjergvej 98 5210 Odense NV,5210,1850000.0,09-03-2017,Alm.,15040,5,Villa,123,1959,-2 %
Tarupvej 28 5210 Odense NV,5210,907000.0,08-03-2017,Fam.,10546,3,Villa,86,1950,
Tarupgårdsvej 30 5210 Odense NV,5210,1850000.0,07-03-2017,Alm.,13909,5,Villa,133,1973,-2 %
Rødkløvervej 3 5210 Odense NV,5210,2000000.0,07-03-2017,Alm.,8403,6,Villa,238,1966,-13 %
Rugårdsvej 129 5210 Odense NV,5210,2195000.0,03-03-2017,Alm.,11929,7,Villa,184,1914,0 %
Hvidkløvervej 22 5210 Odense NV,5210,1995000.0,02-03-2017,Andet,12468,8,Villa,160,1969,
Paarupvej 34 5210 Odense NV,5210,1175000.0,01-03-2017,Alm.,9631,4,Villa,122,1960,-6 %
Uglevangen 12 5210 Odense NV,5210,1330000.0,01-03-2017,Alm.,11083,5,Rækkehus,120,1967,-5 %
