address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Bøgevej 10 5400 Bogense,10,810000.0,04-05-2017,Alm.,9000,3,Villa,90,1961,
Vestermosen 66 5400 Bogense,66,535000.0,01-05-2017,Alm.,12738,3,Sommerhus,42,1969,-10 %
Strandvænget 22 5400 Bogense,22,1050000.0,29-04-2017,Alm.,19090,3,Sommerhus,55,1968,-3 %
Solbakken 6 5400 Bogense,6,1240000.0,27-04-2017,Alm.,15308,3,Sommerhus,81,1971,-4 %
"Vestre Engvej 103, ST. TH 5400 Bogense",0,865000.0,19-04-2017,Alm.,15175,3,Fritid,57,2008,-3 %
Storkenhøjvej 213 5400 Bogense,213,1395000.0,14-04-2017,Alm.,24910,3,Sommerhus,56,1972,
Skåstrup Strand Øst 6 5400 Bogense,6,885000.0,12-04-2017,Alm.,10290,4,Sommerhus,86,1976,-1 %
"Vestre Engvej 106, 1. TV 5400 Bogense",0,1610000.0,07-04-2017,Alm.,14636,5,Fritid,110,2008,-5 %
"Vestre Engvej 122, 1. TV 5400 Bogense",0,1570000.0,05-04-2017,Alm.,14272,5,Fritid,110,2008,-7 %
Odensevej 104 5400 Bogense,104,1650000.0,05-04-2017,Alm.,8208,5,Villa,201,1877,0 %
"Østre Havnevej 24, 1 5400 Bogense",1,5400000.0,05-04-2017,Alm.,44628,3,Anden beboelse,121,2006,
Bellisvej 16 5400 Bogense,16,1150000.0,03-04-2017,Alm.,12777,3,Rækkehus,90,1967,0 %
Kirkestræde 31 5400 Bogense,31,1020000.0,31-03-2017,Alm.,7846,4,Rækkehus,130,1877,
Engsvinget 8 5400 Bogense,8,325000.0,30-03-2017,Fam.,4577,4,Sommerhus,71,1970,
Skovbrovej 22 5400 Bogense,22,850000.0,28-03-2017,Alm.,6538,6,Villa,130,1932,
Grydhøj 8 5400 Bogense,8,856074.0,26-03-2017,Andet,5035,6,Villa,170,1900,
Slettens Landevej 62 5400 Bogense,62,435000.0,22-03-2017,Alm.,4142,4,Villa,105,1915,
Ahornvej 42 5400 Bogense,42,1050000.0,21-03-2017,Alm.,11538,4,Rækkehus,91,1979,-4 %
Hasselvej 11 5400 Bogense,11,950000.0,18-03-2017,Alm.,9313,4,Villa,102,1967,-3 %
Stegøvej 32 5400 Bogense,32,1530000.0,13-03-2017,Alm.,7927,5,Villa,193,1976,-10 %
Rullegangen 5 5400 Bogense,5,190000.0,08-03-2017,Alm.,3166,2,Villa,60,1877,
Abildrovej 6 5400 Bogense,6,232385.0,08-03-2017,Andet,2582,2,Villa,90,1852,
Adelgade 69 5400 Bogense,69,745000.0,02-03-2017,Alm.,6056,4,Rækkehus,123,1850,-9 %
Skåstrup Strand Øst 67 5400 Bogense,67,520000.0,02-03-2017,Alm.,14857,3,Sommerhus,35,1966,-5 %
Overballe 5 5400 Bogense,5,600000.0,01-03-2017,Alm.,3076,10,Villa,195,1905,
Vestermosen 32 5400 Bogense,32,924375.0,28-02-2017,Fam.,10157,3,Sommerhus,91,1998,
Storkenhøjvej 71 5400 Bogense,71,260000.0,26-02-2017,Fam.,1780,4,Villa,146,1967,
Middelfartvej 147 5400 Bogense,147,700000.0,24-02-2017,Alm.,6034,4,Villa,116,1933,-7 %
Smidstrupvej 1 5400 Bogense,1,2315000.0,24-02-2017,Alm.,11460,7,Stuehus,202,1910,-7 %
Adelgade 24 5400 Bogense,24,985000.0,22-02-2017,Alm.,9563,4,Rækkehus,103,1900,
Odensevej 66 5400 Bogense,66,1075000.0,13-02-2017,Alm.,10750,4,Villa,100,1950,-2 %
Fjederløkkevej 18 5400 Bogense,18,2250000.0,12-02-2017,Alm.,9782,7,Villa,230,1905,-2 %
Grønnevej 8. 9 5400 Bogense,9,550000.0,11-02-2017,Alm.,12790,1,Fritid,43,1981,-8 %
Odensevej 85 5400 Bogense,85,695000.0,10-02-2017,Alm.,8081,5,Villa,86,1933,0 %
Angusvej 10 5400 Bogense,10,975000.0,07-02-2017,Alm.,8944,4,Fritid,109,2007,-2 %
Violvej 6 5400 Bogense,6,975000.0,06-02-2017,Alm.,10833,4,Rækkehus,90,1968,
"Vestre Engvej 103, ST. TV 5400 Bogense",0,850000.0,18-01-2017,Alm.,14912,3,Lejlighed,57,2008,-1 %
Engsvinget 41 5400 Bogense,41,120000.0,08-01-2017,Alm.,1714,3,Sommerhus,70,1973,
Abildrovej 31 5400 Bogense,31,2400000.0,31-12-2016,Alm.,7384,7,Stuehus,325,1870,-11 %
Skovbrovej 5 5400 Bogense,5,1260000.0,29-12-2016,Alm.,11666,4,Rækkehus,108,1902,-3 %
Mosevej 15 5400 Bogense,15,535000.0,23-12-2016,Alm.,3566,5,Villa,150,1961,-7 %
Skåstrupvej 68 5400 Bogense,68,2300000.0,21-12-2016,Alm.,9019,12,Villa,255,1908,-6 %
"Vestre Engvej 119, ST. TH 5400 Bogense",0,890000.0,20-12-2016,Alm.,15614,3,Lejlighed,57,2008,-1 %
Nørreløkke 22 5400 Bogense,22,1350000.0,20-12-2016,Alm.,7500,6,Villa,180,1928,-3 %
Skåstrupvej 22 5400 Bogense,22,995000.0,16-12-2016,Alm.,6589,5,Villa,151,1974,0 %
Harritslevvej 51 5400 Bogense,51,735000.0,15-12-2016,Alm.,7577,5,Villa,97,1914,-8 %
Middelfartvej 37 5400 Bogense,37,500000.0,08-12-2016,Alm.,3472,5,Stuehus,144,1917,
Tjørnevej 4 5400 Bogense,4,975000.0,28-11-2016,Alm.,6250,5,Villa,156,1968,-9 %
"Vestergade 2, ST. TV 5400 Bogense",0,17579000.0,21-11-2016,Alm.,217024,2,Lejlighed,81,1981,
Lærkevej 7 5400 Bogense,7,1100000.0,16-11-2016,Alm.,14666,5,Sommerhus,75,1969,-14 %
Huggetvej 117 5400 Bogense,117,3750000.0,12-11-2016,Andet,21067,5,Stuehus,178,1777,
Rolighedsvej 12 5400 Bogense,12,1700000.0,11-11-2016,Alm.,12318,3,Villa,138,2003,-7 %
Svelvikparken 33 5400 Bogense,33,1755000.0,04-11-2016,Alm.,9971,6,Villa,176,1989,-2 %
Huggetvej 23 5400 Bogense,23,1800000.0,01-11-2016,Alm.,9523,7,Stuehus,189,1910,
Vestermosen 15 5400 Bogense,15,1050000.0,26-10-2016,Alm.,15909,4,Sommerhus,66,1966,-4 %
Tornhøj 1 5400 Bogense,1,850000.0,25-10-2016,Fam.,5902,6,Villa,144,1926,
Toftekærsvej 48 5400 Bogense,48,1095000.0,25-10-2016,Alm.,9954,3,Stuehus,110,1949,0 %
Lærkevej 4 5400 Bogense,4,1055000.0,19-10-2016,Alm.,13525,5,Sommerhus,78,1972,-4 %
Adelgade 130 5400 Bogense,130,1062000.0,15-10-2016,Alm.,10114,3,Rækkehus,105,1877,-3 %
