address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Kærleddet 6 7700 Thisted,6,2020000.0,16-05-2017,Alm.,8977,7,Villa,225,1977,
Hammersvej 7 7700 Thisted,7,522834.0,15-05-2017,Fam.,3581,6,Villa,146,1960,
Lyngstien 20 7700 Thisted,20,790500.0,10-05-2017,Alm.,8783,3,Sommerhus,90,1967,
Blåmunkevej 58 7700 Thisted,58,847500.0,08-05-2017,Alm.,11936,4,Sommerhus,71,1966,-5 %
Sennelsvej 54 7700 Thisted,54,1025000.0,03-05-2017,Alm.,5229,6,Villa,196,1999,-55 %
Enghavevej 18 7700 Thisted,18,635577.0,01-05-2017,Alm.,4475,4,Villa,142,1965,
Thorstedvej 54 7700 Thisted,54,520000.0,01-05-2017,Alm.,4905,4,Villa,106,1960,-10 %
Spangbergsvej 49 7700 Thisted,49,1250000.0,28-04-2017,Alm.,6684,5,Villa,187,1946,-15 %
Østertoften 8 7700 Thisted,8,585000.0,26-04-2017,Alm.,5131,4,Villa,114,1981,-16 %
Snejstrupvej 18 7700 Thisted,18,6425000.0,25-04-2017,Fam.,24711,8,Stuehus,260,1924,
Kastet 13A 7700 Thisted,0,1400000.0,25-04-2017,Alm.,12280,3,Villa,114,2001,-6 %
Solbakkevej 62 7700 Thisted,62,625000.0,21-04-2017,Alm.,8333,3,Villa,75,1951,
Thylandsvej 44 7700 Thisted,44,1550000.0,19-04-2017,Alm.,14622,4,Villa,106,1921,
Fiskervej 175 7700 Thisted,175,1200000.0,19-04-2017,Alm.,14457,4,Sommerhus,83,1988,
Grønlundsvej 2 7700 Thisted,2,2100000.0,19-04-2017,Alm.,15000,4,Villa,140,1881,
Norsvej 74 7700 Thisted,74,450000.0,13-04-2017,Andet,2616,4,Villa,172,1932,
Idylvej 5 7700 Thisted,5,1250000.0,12-04-2017,Alm.,5458,6,Villa,229,1959,-8 %
Sandtornvej 44 7700 Thisted,44,725000.0,12-04-2017,Alm.,11693,4,Sommerhus,62,1970,-9 %
Blåmunkevej 33 7700 Thisted,33,690000.0,11-04-2017,Alm.,10147,3,Sommerhus,68,1962,-7 %
Kirstens Bakke 24 7700 Thisted,24,1145000.0,11-04-2017,Alm.,8807,4,Villa,130,1977,-4 %
Østerbakken 18 7700 Thisted,18,1150000.0,10-04-2017,Alm.,6149,6,Villa,187,1970,0 %
Mombak 43 7700 Thisted,43,1625000.0,10-04-2017,Alm.,17663,4,Sommerhus,92,2000,
Skifervej 3 7700 Thisted,3,520000.0,10-04-2017,Alm.,4062,4,Villa,128,1980,-5 %
Bautavej 14 7700 Thisted,14,900000.0,10-04-2017,Alm.,7200,4,Villa,125,1976,
Tråbakken 6 7700 Thisted,6,120000.0,10-04-2017,Alm.,705,6,Stuehus,170,1974,
Hindingvej 36 7700 Thisted,36,14400000.0,10-04-2017,Alm.,51428,12,Stuehus,280,1918,
Lyngstien 8 7700 Thisted,8,1360000.0,09-04-2017,Alm.,16000,4,Sommerhus,85,2004,-3 %
Bredkærvej 84K 7700 Thisted,0,740000.0,07-04-2017,Alm.,11746,5,Sommerhus,63,1968,-12 %
Hvidbakken 21 7700 Thisted,21,15000.0,07-04-2017,Alm.,100,5,Sommerhus,150,1932,
"Møllevej 8, 1 7700 Thisted",1,435000.0,07-04-2017,Alm.,6692,2,Lejlighed,65,1900,-2 %
Spanggårdsvej 41 7700 Thisted,41,1240000.0,06-04-2017,Alm.,11923,4,Sommerhus,104,1992,0 %
Ingerslevvej 16 7700 Thisted,16,459000.0,05-04-2017,Alm.,7913,3,Sommerhus,58,1970,-23 %
Astrupvej 14 7700 Thisted,14,470000.0,03-04-2017,Alm.,4196,4,Stuehus,112,1938,
Julius Poulsens Vej 15 7700 Thisted,15,1400000.0,31-03-2017,Alm.,14583,4,Sommerhus,96,2006,
Fårtoftvej 232A 7700 Thisted,0,3850000.0,31-03-2017,Alm.,12145,9,Villa,317,1900,
Åsvej 73 7700 Thisted,73,612000.0,31-03-2017,Fam.,8742,4,Sommerhus,70,1935,
Kronborgvej 29 7700 Thisted,29,740000.0,28-03-2017,Alm.,6915,4,Villa,107,1953,0 %
Kanalvej 40 7700 Thisted,40,4280000.0,28-03-2017,Fam.,27612,5,Stuehus,155,1967,
Havglimt 16 7700 Thisted,16,950000.0,28-03-2017,Andet,5654,6,Villa,168,1975,
Brogårdsvej 15 7700 Thisted,15,250000.0,27-03-2017,Alm.,2336,4,Villa,107,2017,
Skovengen 39 7700 Thisted,39,170000.0,27-03-2017,Alm.,3207,3,Kolonihavehus,53,1981,
Markvænget 14A 7700 Thisted,0,2475000.0,27-03-2017,Alm.,8935,9,Villa,277,1971,-5 %
Gyvelvej 50 7700 Thisted,50,2450000.0,27-03-2017,Alm.,13243,5,Villa,185,1986,-9 %
Gl. Ranselvej 9 7700 Thisted,9,8650000.0,27-03-2017,Alm.,35450,5,Stuehus,244,1972,
Sennels Hede 33 7700 Thisted,33,426000.0,24-03-2017,Alm.,3704,5,Villa,115,1883,
Vinkelsti 28 7700 Thisted,28,925000.0,23-03-2017,Alm.,11562,3,Villa,80,1976,0 %
Kvædevej 4 7700 Thisted,4,950000.0,22-03-2017,Fam.,5053,5,Villa,188,1962,
Vestermøllevej 28 7700 Thisted,28,595000.0,19-03-2017,Fam.,7437,5,Villa,80,1900,
Fårtoftvej 120 7700 Thisted,120,920000.0,17-03-2017,Alm.,9787,4,Rækkehus,94,1962,-1 %
Teglværksvej 1A 7700 Thisted,0,633350.0,17-03-2017,Andet,4622,4,Villa,137,1977,
