address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Sunds Hovedgade 22 7451 Sunds,22,1050000.0,17-05-2017,Alm.,7500,3,Villa,140,1937,-12 %
Nørreskovvej 20 7451 Sunds,20,950000.0,29-03-2017,Alm.,7251,6,Villa,131,1948,-5 %
Vestre Søvej 34 7451 Sunds,34,3400000.0,28-03-2017,Alm.,40476,4,Sommerhus,84,1952,1 %
Østre Søvej 14 7451 Sunds,14,2200000.0,16-03-2017,Alm.,30555,3,Sommerhus,72,1958,
Rønne Alle 174 7451 Sunds,174,1695000.0,14-03-2017,Alm.,12372,6,Villa,137,1998,0 %
Rønne Alle 45 7451 Sunds,45,825000.0,07-03-2017,Alm.,4532,6,Villa,182,1976,
Søengen 13 7451 Sunds,13,2100000.0,01-03-2017,Alm.,14893,6,Villa,141,2009,
Linåparken 25 7451 Sunds,25,1022256.0,21-02-2017,Fam.,5586,7,Villa,183,1989,-57 %
Hjejlevej 293 7451 Sunds,293,1775000.0,15-02-2017,Alm.,9806,5,Villa,181,1977,-1 %
Pilevej 16 7451 Sunds,16,700000.0,10-02-2017,Alm.,6481,3,Rækkehus,108,1965,
Granly 5 7451 Sunds,5,1335000.0,09-02-2017,Alm.,10595,4,Villa,126,1965,-4 %
Åvej 13 7451 Sunds,13,400000.0,02-02-2017,Alm.,5000,4,Villa,80,1937,-19 %
Faunbjergvej 32 7451 Sunds,32,650000.0,30-01-2017,Alm.,4814,4,Villa,135,1971,-18 %
Teglgårdvej 35 7451 Sunds,35,550000.0,24-01-2017,Fam.,5729,4,Villa,96,1963,
Genvejen 5 7451 Sunds,5,650000.0,23-01-2017,Alm.,6842,2,Villa,95,1956,
Kjærgaardsvej 29 7451 Sunds,29,1955000.0,19-01-2017,Alm.,12694,7,Villa,154,1984,-2 %
Sølyst Alle 33 7451 Sunds,33,2220000.0,16-01-2017,Alm.,30000,3,Sommerhus,74,1966,
Ilskov Hovedgade 43 7451 Sunds,43,455600.0,16-01-2017,Fam.,1772,8,Villa,257,1926,-34 %
Røjenvej 68 7451 Sunds,68,552000.0,08-01-2017,Andet,4246,6,Stuehus,130,1933,
Søvænget 60 7451 Sunds,60,1800000.0,07-01-2017,Alm.,12413,3,Villa,145,2003,
Østre Søvej 22 7451 Sunds,22,3000000.0,20-12-2016,Alm.,36144,3,Sommerhus,83,1961,
Egeskovvej 15 7451 Sunds,15,795000.0,14-12-2016,Alm.,6973,3,Rækkehus,114,1979,-6 %
Sunds Hovedgade 54 7451 Sunds,54,500000.0,13-12-2016,Alm.,4761,2,Villa,105,1910,
Nordlandsvej 7 7451 Sunds,7,1230000.0,28-11-2016,Alm.,21964,4,Sommerhus,56,1975,0 %
Åvej 7 7451 Sunds,7,1000000.0,23-11-2016,Alm.,12195,3,Villa,82,1940,-5 %
Sølyst Alle 27 7451 Sunds,27,2900000.0,21-11-2016,Alm.,27884,4,Sommerhus,104,1975,-3 %
Sønderskovvej 4 7451 Sunds,4,1180000.0,16-11-2016,Alm.,9365,4,Villa,126,1977,-9 %
Rønne Alle 158 7451 Sunds,158,1365000.0,02-11-2016,Alm.,12079,4,Villa,113,1979,-5 %
Linåparken 34 7451 Sunds,34,1850000.0,02-11-2016,Alm.,11562,5,Rækkehus,160,2005,-7 %
Vibevej 37 7451 Sunds,37,1280000.0,01-11-2016,Alm.,9770,4,Villa,131,1966,-8 %
Drejervej 17 7451 Sunds,17,3250000.0,31-10-2016,Alm.,14444,9,Villa,225,1980,
Linåvænget 28 7451 Sunds,28,1100000.0,30-10-2016,Alm.,8088,4,Villa,136,1976,-8 %
Strandvejen 55 7451 Sunds,55,3790000.0,23-10-2016,Alm.,61129,4,Sommerhus,62,1946,-5 %
Nordstjernevej 54 7451 Sunds,54,2000000.0,14-10-2016,Alm.,22471,5,Sommerhus,89,1957,-9 %
Præstegårdvej 47 7451 Sunds,47,1305000.0,13-10-2016,Alm.,11548,6,Villa,113,1965,-2 %
Troldbjergvej 8 7451 Sunds,8,950000.0,10-10-2016,Alm.,5080,3,Villa,187,1944,
Sunds Hovedgade 20B 7451 Sunds,0,975000.0,05-10-2016,Alm.,11337,3,Rækkehus,86,1989,-5 %
Ilskov Hovedgade 26B 7451 Sunds,0,1140000.0,04-10-2016,Alm.,6063,6,Villa,188,1965,-12 %
Nørrevang 29 7451 Sunds,29,775000.0,03-10-2016,Alm.,5419,7,Villa,143,1958,-11 %
Linåtoften 23 7451 Sunds,23,2325000.0,30-09-2016,Alm.,14176,6,Villa,164,1999,-1 %
Strandkrogen 1H 7451 Sunds,0,3622000.0,21-09-2016,Alm.,23828,5,Rækkehus,152,2010,
Birkeskovvej 3 7451 Sunds,3,182284.0,09-09-2016,Auktion,1240,5,Villa,147,1924,
Gedhusvej 10 7451 Sunds,10,450000.0,05-09-2016,Alm.,4455,4,Stuehus,101,1927,
Kjærgaardsvej 38 7451 Sunds,38,1426000.0,01-09-2016,Alm.,15500,4,Rækkehus,92,2016,
Nyskovvej 21 7451 Sunds,21,252500.0,31-08-2016,Alm.,1843,5,Villa,137,1963,
Tranevej 25 7451 Sunds,25,1250000.0,30-08-2016,Alm.,5841,6,Villa,214,1970,-4 %
Gedhusvej 29 7451 Sunds,29,3350000.0,29-08-2016,Alm.,25572,4,Stuehus,131,1915,-26 %
Kjærgaardsvej 2 7451 Sunds,2,920000.0,26-08-2016,Fam.,9200,3,Villa,100,1952,
Åvej 5 7451 Sunds,5,1270000.0,22-08-2016,Alm.,17397,2,Villa,73,1930,-2 %
Rønne Alle 75 7451 Sunds,75,1812500.0,09-08-2016,Alm.,12764,6,Villa,142,1976,-2 %
Sølyst Alle 7 7451 Sunds,7,2900000.0,22-07-2016,Alm.,30526,4,Sommerhus,95,1997,-3 %
Nørrevang 18 7451 Sunds,18,1145000.0,18-07-2016,Alm.,7067,5,Villa,162,1956,-4 %
Strandvejen 10 7451 Sunds,10,885000.0,11-07-2016,Alm.,6654,5,Villa,133,1964,-5 %
Skåphusvej 10 7451 Sunds,10,1795000.0,07-07-2016,Alm.,10558,6,Villa,170,2007,0 %
Sunds Hovedgade 16 7451 Sunds,16,560000.0,07-07-2016,Alm.,6292,3,Villa,89,1890,-14 %
Birkevej 12 7451 Sunds,12,800000.0,04-07-2016,Alm.,6153,4,Villa,130,1965,-20 %
Vesterskovvej 2 7451 Sunds,2,406000.0,02-07-2016,Fam.,3530,5,Villa,115,1966,
Nordstjernevej 52 7451 Sunds,52,2049000.0,02-07-2016,Fam.,24987,4,Sommerhus,82,2007,
