address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Slåenvej 12 9330 Dronninglund,12,1250000.0,27-04-2017,Alm.,10080,6,Villa,124,1969,
Bjeldbakken 6 9330 Dronninglund,6,803000.0,26-04-2017,Alm.,6982,4,Villa,115,1980,-8 %
Allerupvej 56 9330 Dronninglund,56,1395000.0,24-04-2017,Alm.,8110,5,Stuehus,172,1880,0 %
Fyrrebakken 7 9330 Dronninglund,7,332500.0,18-04-2017,Alm.,1979,5,Villa,168,1974,-16 %
Trangetvej 14 9330 Dronninglund,14,375000.0,12-04-2017,Alm.,2737,4,Villa,137,1924,
Dorfvej 40 9330 Dronninglund,40,200000.0,08-04-2017,Alm.,1470,5,Villa,136,1890,
V Thorupvej 20 9330 Dronninglund,20,993000.0,07-04-2017,Alm.,6895,8,Stuehus,144,1880,
Gl. Tvedenvej 15 9330 Dronninglund,15,250000.0,28-03-2017,Alm.,3333,2,Sommerhus,75,1927,
Ingeborg Skeels Vej 9 9330 Dronninglund,9,110000.0,28-03-2017,Alm.,802,4,Villa,137,1963,
Karetmagervej 12 9330 Dronninglund,12,1100000.0,27-03-2017,Alm.,8461,4,Villa,130,1980,
Rævdalslunden 6 9330 Dronninglund,6,941000.0,20-03-2017,Fam.,5703,4,Villa,165,2007,
Rævdalslunden 66 9330 Dronninglund,66,2695000.0,14-03-2017,Alm.,16333,6,Villa,165,2012,
Rævdalslunden 96 9330 Dronninglund,96,2620000.0,13-03-2017,Alm.,13367,6,Villa,196,2016,
Hovedgaden 39 9330 Dronninglund,39,1409000.0,09-03-2017,Alm.,8974,4,Villa,157,1997,-17 %
Valmuevej 17 9330 Dronninglund,17,910000.0,09-03-2017,Alm.,7398,3,Villa,123,1973,
Skovbrynet 9 9330 Dronninglund,9,697500.0,01-03-2017,Alm.,5128,5,Villa,136,1972,
Skovbrynet 65 9330 Dronninglund,65,1410000.0,24-02-2017,Alm.,8650,5,Villa,163,1974,-9 %
Rævdalslunden 76 9330 Dronninglund,76,2315000.0,20-02-2017,Alm.,14468,5,Villa,160,2008,-1 %
Slåenvej 10 9330 Dronninglund,10,1455000.0,14-02-2017,Alm.,10698,5,Villa,136,1970,-3 %
Ørsøvej 146 9330 Dronninglund,146,1451000.0,10-02-2017,Alm.,13688,5,Stuehus,106,1932,4 %
Irisvej 7B 9330 Dronninglund,0,590000.0,07-02-2017,Alm.,8939,2,Rækkehus,66,1980,-15 %
Præstbrogårdvej 2 9330 Dronninglund,2,200000.0,07-02-2017,Alm.,1250,5,Villa,160,1967,
Otto Banners Vej 9 9330 Dronninglund,9,699000.0,03-02-2017,Alm.,3251,6,Villa,215,1960,-12 %
Oiensvej 2 9330 Dronninglund,2,281706.0,31-01-2017,Fam.,1890,4,Villa,149,1968,
Sønderkærvej 8 9330 Dronninglund,8,667500.0,31-01-2017,Andet,4603,10,Villa,145,1909,-55 %
