address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Basbjergvej 3 8420 Knebel,3,410000.0,16-05-2017,Alm.,6212,3,Sommerhus,66,1967,
Gl. Kirkebjerg 98 8420 Knebel,98,1645000.0,05-05-2017,Alm.,24924,3,Sommerhus,66,2001,0 %
Skårhavvej 14 8420 Knebel,14,1295000.0,05-05-2017,Alm.,14388,5,Sommerhus,90,1892,-7 %
Lyngevej 17. 11 8420 Knebel,11,125000.0,01-05-2017,Andet,2049,3,Sommerhus,61,1985,
Gribvej 10 8420 Knebel,10,820000.0,30-04-2017,Alm.,14385,3,Sommerhus,57,1971,-3 %
Strands Havvej 21 8420 Knebel,21,800000.0,27-04-2017,Alm.,5369,5,Villa,149,1960,-6 %
Lindhøjvej 18 8420 Knebel,18,1757757.0,26-04-2017,Alm.,12292,4,Villa,143,1777,
Lykkevej 3A 8420 Knebel,0,1625000.0,23-04-2017,Alm.,17287,4,Sommerhus,94,2003,-1 %
Fuglevad 18 8420 Knebel,18,500000.0,21-04-2017,Fam.,10000,3,Sommerhus,50,1970,
Skovvej 4 8420 Knebel,4,486000.0,20-04-2017,Alm.,9000,3,Sommerhus,54,1955,0 %
Eskildshøj 5 8420 Knebel,5,4530000.0,19-04-2017,Alm.,45757,4,Sommerhus,99,1997,13 %
Ørnevej 5 8420 Knebel,5,140000.0,11-04-2017,Fam.,1238,6,Sommerhus,113,1979,
Enebærvænget 15 8420 Knebel,15,1385000.0,08-04-2017,Alm.,23083,3,Sommerhus,60,1962,-4 %
Ellehøjvej 21 8420 Knebel,21,663000.0,07-04-2017,Fam.,8723,4,Sommerhus,76,1967,
Rosenvej 1 8420 Knebel,1,340000.0,07-04-2017,Fam.,3820,4,Sommerhus,89,1960,
Vestre Molsvej 37 8420 Knebel,37,3000000.0,03-04-2017,Alm.,12096,7,Stuehus,248,2001,-14 %
Bjergstien 3 8420 Knebel,3,625000.0,31-03-2017,Alm.,12500,4,Sommerhus,50,1971,
Gl. Kirkebjerg 63 8420 Knebel,63,740000.0,31-03-2017,Alm.,14800,5,Sommerhus,50,2017,-5 %
Carlsvognsvej 52 8420 Knebel,52,850000.0,30-03-2017,Alm.,14406,4,Sommerhus,59,1978,-26 %
Topmejsevej 6 8420 Knebel,6,1498000.0,30-03-2017,Alm.,11348,6,Sommerhus,132,1992,0 %
Gl. Kirkebjerg 100 8420 Knebel,100,1610000.0,28-03-2017,Alm.,25967,3,Sommerhus,62,1970,
Topmejsevej 4 8420 Knebel,4,1650000.0,25-03-2017,Alm.,12500,6,Sommerhus,132,1992,
Ø. Bakkevej 24 8420 Knebel,24,3050000.0,23-03-2017,Alm.,18597,4,Villa,164,1925,
Kamillevej 16 8420 Knebel,16,433333.0,20-03-2017,Alm.,6666,3,Sommerhus,65,1989,
Capellavej 39A 8420 Knebel,0,1045000.0,17-03-2017,Alm.,16076,4,Sommerhus,65,2003,-5 %
Klæbjergvej 30 8420 Knebel,30,1800000.0,17-03-2017,Alm.,10169,5,Villa,177,1801,-10 %
Manhøjvej 57 8420 Knebel,57,550000.0,16-03-2017,Alm.,9322,4,Sommerhus,59,1977,-4 %
Holmbjergvej 95B 8420 Knebel,0,1925000.0,08-03-2017,Alm.,12183,6,Rækkehus,158,1955,-4 %
Bindeleddet 35 8420 Knebel,35,1500000.0,06-03-2017,Andet,16129,4,Sommerhus,93,1974,
Asylvej 14 8420 Knebel,14,6108500.0,01-03-2017,Fam.,33198,5,Stuehus,184,1914,
Skæsibakken 2 8420 Knebel,2,1150000.0,27-02-2017,Alm.,11855,4,Sommerhus,97,2005,0 %
Kildevej 1 8420 Knebel,1,1800000.0,27-02-2017,Andet,9890,8,Villa,182,1890,
Gl. Kirkebjerg 80 8420 Knebel,80,1150000.0,23-02-2017,Alm.,16197,3,Sommerhus,71,2000,-4 %
Cassiopeiavej 8 8420 Knebel,8,750000.0,23-02-2017,Alm.,12500,3,Sommerhus,60,1971,-6 %
Gl. Kirkebjerg 92 8420 Knebel,92,478000.0,20-02-2017,Alm.,8851,4,Sommerhus,54,1979,-11 %
Smedehalden 22 8420 Knebel,22,465000.0,08-02-2017,Alm.,5000,5,Sommerhus,93,1969,-12 %
Gl. Kirkebjerg 88 8420 Knebel,88,685000.0,06-02-2017,Alm.,10378,4,Sommerhus,66,1976,-1 %
Lyngevej 17. 19 8420 Knebel,19,350000.0,06-02-2017,Alm.,8750,1,Sommerhus,40,1954,-11 %
Knolden 7 8420 Knebel,7,170000.0,03-02-2017,Fam.,1808,5,Sommerhus,94,1972,
Solbakken 37 8420 Knebel,37,1712500.0,02-02-2017,Alm.,23784,4,Sommerhus,72,1980,-4 %
Sibirien 15 8420 Knebel,15,3284090.0,31-01-2017,Alm.,16420,8,Stuehus,200,1880,-6 %
Øhovedvej 10 8420 Knebel,10,1298000.0,31-01-2017,Alm.,35081,1,Sommerhus,37,2006,0 %
Strands Havvej 20 8420 Knebel,20,1400000.0,27-01-2017,Alm.,12280,4,Villa,114,1968,-7 %
Blåmejsevej 3 8420 Knebel,3,1210000.0,22-01-2017,Alm.,19836,4,Sommerhus,61,1980,-5 %
Esby Bygade 16 8420 Knebel,16,1041000.0,02-01-2017,Fam.,4647,4,Villa,224,1897,
Bakkefaldet 6 8420 Knebel,6,3225000.0,02-01-2017,Alm.,35833,3,Sommerhus,90,1974,-1 %
Jupitervej 4 8420 Knebel,4,738500.0,01-01-2017,Fam.,15071,3,Sommerhus,49,1969,
