address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
"Emmasvej 12, 2. TH 8220 Brabrand",0,1550000.0,11-05-2017,Alm.,16315,4,Lejlighed,95,1968,-6 %
Silkeborgvej 728 8220 Brabrand,728,1650000.0,26-04-2017,Alm.,12313,5,Villa,134,1972,
Silkeborgvej 712E 8220 Brabrand,0,1245000.0,20-04-2017,Fam.,14647,3,Rækkehus,85,1983,
Langdalsvej 53 8220 Brabrand,53,5245000.0,12-04-2017,Alm.,21945,7,Villa,239,1975,-2 %
Naurvej 23 8220 Brabrand,23,3525000.0,12-04-2017,Alm.,22741,5,Villa,155,1967,-3 %
Vandværksvej 5 8220 Brabrand,5,4350000.0,06-04-2017,Alm.,39545,4,Villa,110,1967,0 %
Sigridsvej 36 8220 Brabrand,36,1975000.0,04-04-2017,Alm.,16458,4,Villa,120,1963,-6 %
"Hoffmannsvej 16, ST. TH 8220 Brabrand",0,1410000.0,04-04-2017,Alm.,19054,2,Lejlighed,74,1967,-1 %
"Engdalsvej 75, ST. MF 8220 Brabrand",0,1030000.0,03-04-2017,Alm.,24523,2,Lejlighed,42,1969,-2 %
Brabrand Skovvej 42 8220 Brabrand,42,1495000.0,30-03-2017,Alm.,20202,3,Lejlighed,74,2001,0 %
"Emmasvej 14, 3. TV 8220 Brabrand",0,990000.0,29-03-2017,Alm.,14142,2,Lejlighed,70,1968,-17 %
Tranebærvej 2 8220 Brabrand,2,2455000.0,24-03-2017,Alm.,24550,4,Villa,100,1961,4 %
"Emmasvej 14, 1. TV 8220 Brabrand",0,1100000.0,24-03-2017,Alm.,15714,2,Lejlighed,70,1968,-8 %
Hans Broges Vej 5A 8220 Brabrand,0,2380000.0,22-03-2017,Alm.,26444,4,Rækkehus,90,1984,-5 %
Helenelyst 18 8220 Brabrand,18,2440000.0,17-03-2017,Alm.,23461,4,Rækkehus,104,2005,-2 %
Hejrebakken 6 8220 Brabrand,6,3550000.0,16-03-2017,Alm.,18983,6,Villa,187,1967,-3 %
Hejredalsvej 21 8220 Brabrand,21,3498000.0,15-03-2017,Alm.,20337,6,Villa,172,1922,0 %
"Emmasvej 6, 2. TV 8220 Brabrand",0,1300000.0,15-03-2017,Alm.,15662,3,Lejlighed,83,1969,
