address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Nordvangen 37 7173 Vonge,37,603619.0,24-04-2017,Alm.,4311,5,Villa,140,1979,
Kollemortenvej 6 7173 Vonge,6,805000.0,23-03-2017,Alm.,5919,4,Villa,136,1948,1 %
Mølgårdvej 39 7173 Vonge,39,800000.0,09-03-2017,Fam.,3212,4,Stuehus,249,2015,
Åsbækvænget 2 7173 Vonge,2,725000.0,01-03-2017,Alm.,3961,6,Villa,183,2003,
Tinnetvej 18 7173 Vonge,18,1435000.0,26-01-2017,Alm.,7068,6,Villa,203,1969,-4 %
Grødevej 13 7173 Vonge,13,200000.0,25-01-2017,Alm.,2222,3,Villa,90,1900,
Sønderhedevej 3 7173 Vonge,3,850000.0,25-01-2017,Alm.,4722,5,Villa,180,1948,-10 %
Bygade 66 7173 Vonge,66,650000.0,11-01-2017,Alm.,7926,4,Villa,82,1962,-6 %
Bygade 101 7173 Vonge,101,1440000.0,04-01-2017,Alm.,6697,7,Villa,215,1969,-15 %
Tinnetvej 32 7173 Vonge,32,5650000.0,30-12-2016,Andet,62777,4,Stuehus,90,1877,
Grødevej 9 7173 Vonge,9,2200000.0,09-11-2016,Alm.,12359,5,Villa,178,2014,0 %
Bygade 73 7173 Vonge,73,150000.0,15-10-2016,Alm.,1807,4,Villa,83,1929,
Knudevej 12 7173 Vonge,12,868093.0,23-09-2016,Fam.,2523,6,Villa,344,1950,-55 %
Bygade 91 7173 Vonge,91,1095000.0,23-09-2016,Alm.,6556,8,Villa,167,1934,0 %
Bygade 38 7173 Vonge,38,1360000.0,01-07-2016,Alm.,7513,8,Villa,181,1932,-3 %
Tornparken 7 7173 Vonge,7,1400000.0,23-06-2016,Alm.,9459,6,Villa,148,1997,-6 %
Tinnetvej 42 7173 Vonge,42,600000.0,20-06-2016,Fam.,7692,4,Villa,78,1946,
Bjerrevej 1 7173 Vonge,1,2561000.0,10-05-2016,Alm.,7904,9,Villa,324,1929,
Bygade 103 7173 Vonge,103,900000.0,07-04-2016,Alm.,6250,6,Stuehus,144,1851,-10 %
Bygade 107 7173 Vonge,107,745000.0,17-12-2015,Alm.,6208,4,Villa,120,1910,-6 %
Bygade 50 7173 Vonge,50,1080000.0,10-12-2015,Alm.,4909,7,Stuehus,220,1916,-65 %
Pilevænget 9 7173 Vonge,9,1345000.0,08-11-2015,Alm.,11208,3,Villa,120,2005,0 %
Bygade 82 7173 Vonge,82,1355000.0,04-11-2015,Alm.,8973,6,Villa,151,1947,-3 %
Nordvangen 6 7173 Vonge,6,725000.0,17-08-2015,Alm.,6304,4,Villa,115,1976,-9 %
Springbankevej 8 7173 Vonge,8,750000.0,10-08-2015,Alm.,7812,4,Stuehus,96,1927,0 %
Alsted Markvej 1 7173 Vonge,1,1600000.0,06-07-2015,Alm.,9638,7,Stuehus,166,1978,-3 %
Sønderhedevej 15 7173 Vonge,15,2458000.0,04-06-2015,Alm.,16171,4,Stuehus,152,1916,-9 %
Mosevej 2 7173 Vonge,2,1010000.0,20-05-2015,Alm.,5549,3,Villa,182,1926,
Kollemortenvej 4 7173 Vonge,4,3800000.0,27-04-2015,Alm.,16593,8,Villa,229,1909,
Grejsdalsvej 14 7173 Vonge,14,525000.0,19-02-2015,Alm.,4038,4,Villa,130,1917,-5 %
Bygade 7 7173 Vonge,7,100000.0,19-01-2015,Alm.,5000,2,Sommerhus,20,1962,
Grødevej 7 7173 Vonge,7,583200.0,18-12-2014,Auktion,4384,3,Villa,133,1892,
Pilevænget 7 7173 Vonge,7,1315000.0,27-11-2014,Alm.,11535,4,Villa,114,2004,-4 %
Lærkevej 20 7173 Vonge,20,1195000.0,10-10-2014,Alm.,9053,5,Villa,132,1974,-6 %
Åsbækvænget 5 7173 Vonge,5,640000.0,03-10-2014,Alm.,7710,4,Rækkehus,83,1981,-5 %
Alstedlundvej 3 7173 Vonge,3,750000.0,22-08-2014,Alm.,6521,4,Villa,115,1927,-21 %
Tinnetvej 72 7173 Vonge,72,590000.0,09-07-2014,Alm.,2731,5,Stuehus,216,1877,
Bygade 83 7173 Vonge,83,1100000.0,07-07-2014,Alm.,8333,6,Detailhandel,132,1976,
Vonge Skovvej 4 7173 Vonge,4,530000.0,18-06-2014,Alm.,5520,4,Villa,96,1947,-11 %
Lærkevej 10 7173 Vonge,10,800000.0,15-05-2014,Alm.,5555,5,Villa,144,1973,-11 %
Pindborgvej 3 7173 Vonge,3,880000.0,01-05-2014,Alm.,4334,6,Stuehus,203,1954,
Bygade 30 7173 Vonge,30,150000.0,10-04-2014,Alm.,1470,3,Rækkehus,102,1908,
Haugstrupvej 6 7173 Vonge,6,1650000.0,20-01-2014,Alm.,10185,8,Stuehus,162,1877,3 %
Tornparken 11 7173 Vonge,11,1400000.0,28-11-2013,Alm.,8045,8,Villa,174,1991,-12 %
Kastanievænget 3 7173 Vonge,3,2200000.0,14-08-2013,Alm.,12643,4,Villa,174,2008,-8 %
Bygade 80 7173 Vonge,80,400000.0,04-06-2013,Fam.,3125,5,Villa,128,1919,
Mølgårdvej 27 7173 Vonge,27,1700000.0,06-05-2013,Alm.,10000,7,Stuehus,170,1936,-10 %
Nykirkevej 3 7173 Vonge,3,150000.0,12-03-2013,Alm.,1339,5,Villa,112,1908,
Bygade 65 7173 Vonge,65,456730.0,11-03-2013,Andet,5190,6,Villa,88,1925,
Nykirkevej 4 7173 Vonge,4,13410000.0,04-03-2013,Alm.,45304,11,Stuehus,296,1942,
Lærkevej 15 7173 Vonge,15,447500.0,14-02-2013,Fam.,3242,5,Villa,138,1976,
Nordvangen 47 7173 Vonge,47,920000.0,19-11-2012,Alm.,6969,5,Villa,132,1981,-8 %
Haugstrupvej 5 7173 Vonge,5,670000.0,08-10-2012,Alm.,3681,9,Villa,182,1915,-8 %
Bygade 47 7173 Vonge,47,420000.0,04-10-2012,Auktion,3281,5,Villa,128,1928,
Nordvangen 22 7173 Vonge,22,895000.0,21-09-2012,Alm.,7458,4,Villa,120,1978,-8 %
Bygade 16 7173 Vonge,16,1200000.0,16-07-2012,Alm.,5454,6,Villa,220,1975,-14 %
Grødevej 15 7173 Vonge,15,1800000.0,29-06-2012,Alm.,8653,5,Villa,208,1923,-10 %
