address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Sølvgade 28 5960 Marstal,28,735000.0,10-05-2017,Alm.,7736,4,Rækkehus,95,1888,-2 %
Birkholm 3 5960 Marstal,3,408000.0,08-05-2017,Fam.,3090,3,Villa,132,1876,
Møllevejen 60 5960 Marstal,60,239700.0,02-05-2017,Fam.,3424,2,Sommerhus,70,1948,
Østergade 11 5960 Marstal,11,725000.0,27-04-2017,Alm.,6590,3,Villa,110,1976,-12 %
Græsvængevej 26 5960 Marstal,26,850000.0,06-04-2017,Alm.,9239,2,Villa,92,1965,0 %
Skippergade 22A 5960 Marstal,0,580000.0,31-03-2017,Alm.,4793,4,Rækkehus,121,1900,-3 %
Kragnæsvej 3 5960 Marstal,3,450000.0,28-03-2017,Alm.,4411,5,Stuehus,102,1895,
Færgevej 28 5960 Marstal,28,125000.0,28-03-2017,Alm.,976,3,Rækkehus,128,1900,-37 %
Brøndstræde 3 5960 Marstal,3,1660000.0,17-03-2017,Fam.,11690,5,Villa,142,1877,
Toftevejen 17 5960 Marstal,17,470000.0,03-03-2017,Alm.,3071,5,Villa,153,1964,-10 %
Halvejen 18 5960 Marstal,18,400000.0,01-03-2017,Alm.,2836,3,Villa,141,1976,
Vestergade 38 5960 Marstal,38,640000.0,27-02-2017,Alm.,8000,3,Villa,80,1902,-2 %
Enighedsstræde 8 5960 Marstal,8,835000.0,23-02-2017,Alm.,6472,4,Rækkehus,129,1877,
Ommelsvejen 39 5960 Marstal,39,800000.0,23-02-2017,Alm.,4819,6,Villa,166,1974,-15 %
Skonnertvej 13 5960 Marstal,13,530000.0,09-02-2017,Alm.,4274,4,Villa,124,1962,-18 %
Ronæsvej 9 5960 Marstal,9,200000.0,15-01-2017,Alm.,1398,5,Villa,143,1854,-32 %
Mellemgade 10A 5960 Marstal,0,500500.0,15-01-2017,Alm.,5324,3,Villa,94,1887,-5 %
Vesterskovsvej 6 5960 Marstal,6,260000.0,09-01-2017,Alm.,2857,3,Villa,91,1820,11 %
Reberbanen 61 5960 Marstal,61,1147500.0,01-01-2017,Fam.,9562,7,Engroshandel,120,1965,
Skonnertvej 22 5960 Marstal,22,860000.0,22-12-2016,Alm.,7478,4,Rækkehus,115,1988,-3 %
Havnegade 11 5960 Marstal,11,61500.0,21-12-2016,Auktion,473,5,Engroshandel,130,1900,
Bredgade 12 5960 Marstal,12,475000.0,15-12-2016,Alm.,4567,4,Villa,104,1880,-4 %
Møllevejen 44 5960 Marstal,44,425000.0,12-12-2016,Alm.,2560,5,Villa,166,1913,0 %
Egehovedvej 13 5960 Marstal,13,394850.0,11-12-2016,Alm.,2820,7,Stuehus,140,1880,
Niels Juelsgade 9 5960 Marstal,9,645000.0,08-12-2016,Alm.,5512,3,Rækkehus,117,1893,-7 %
Snaregade 12 5960 Marstal,12,225000.0,01-12-2016,Andet,2064,5,Villa,109,1807,
Tordenskjoldsgade 19 5960 Marstal,19,250000.0,24-11-2016,Auktion,2032,5,Villa,123,1904,-62 %
Skovgyden 20 5960 Marstal,20,550000.0,23-11-2016,Alm.,9166,2,Rækkehus,60,1858,
Møllevejen 9 5960 Marstal,9,140000.0,21-11-2016,Alm.,1000,5,Villa,140,1893,
Græsvængevej 21 5960 Marstal,21,1162500.0,04-11-2016,Alm.,6605,6,Villa,176,1972,-3 %
Vinkelstræde 1 5960 Marstal,1,397368.0,23-10-2016,Alm.,1883,5,Villa,211,1880,
Galeasevej 2 5960 Marstal,2,500000.0,20-10-2016,Alm.,3597,4,Villa,139,1972,
Sølvgade 1 5960 Marstal,1,213500.0,15-10-2016,Fam.,2156,2,Rækkehus,99,1890,
Teglgade 32 5960 Marstal,32,213500.0,15-10-2016,Fam.,2511,3,Villa,85,1850,
Markgade 24 5960 Marstal,24,23548.0,10-10-2016,Fam.,436,3,Villa,54,1797,
Vestergade 14 5960 Marstal,14,485000.0,01-10-2016,Alm.,3415,5,Villa,142,1930,-18 %
Pilevænget 3 5960 Marstal,3,555000.0,27-09-2016,Alm.,4080,5,Villa,136,1967,-7 %
Filosofgangen 6 5960 Marstal,6,250000.0,27-09-2016,Alm.,3289,2,Rækkehus,76,1800,-23 %
Ommelsvejen 33 5960 Marstal,33,450000.0,27-09-2016,Alm.,4205,3,Villa,107,1961,
Nørrevænget 3 5960 Marstal,3,560000.0,19-09-2016,Alm.,3708,3,Villa,151,1977,-7 %
Niels Juelsgade 10 5960 Marstal,10,390000.0,15-09-2016,Alm.,4431,4,Rækkehus,88,1902,-8 %
Strandstræde 2 5960 Marstal,2,650000.0,15-09-2016,Alm.,6074,3,Villa,107,1800,-18 %
Buegade 12 5960 Marstal,12,695000.0,13-09-2016,Alm.,5791,5,Rækkehus,120,1827,-10 %
Vinkelstræde 12 5960 Marstal,12,570000.0,28-08-2016,Alm.,9500,3,Rækkehus,60,1828,-4 %
Pilevænget 18 5960 Marstal,18,350000.0,21-08-2016,Alm.,3500,4,Villa,100,1967,-11 %
Ronæsvej 6 5960 Marstal,6,899097.0,19-08-2016,Alm.,3761,8,Stuehus,239,1920,
Færgestræde 25 5960 Marstal,25,450000.0,17-08-2016,Alm.,10714,2,Villa,42,1827,-9 %
Strandstræde 23 5960 Marstal,23,400000.0,21-07-2016,Alm.,4651,3,Rækkehus,86,1900,-6 %
Pilevænget 7A 5960 Marstal,0,750000.0,19-07-2016,Alm.,6048,5,Villa,124,1959,-6 %
Hovedgaden 43 5960 Marstal,43,235000.0,19-07-2016,Alm.,3916,3,Villa,60,1750,-19 %
Skippergade 20 5960 Marstal,20,243500.0,11-07-2016,Fam.,2767,5,Rækkehus,88,1800,
Ommelsvejen 41 5960 Marstal,41,560000.0,11-07-2016,Alm.,4705,4,Villa,119,1972,-6 %
Kongensgade 23 5960 Marstal,23,650000.0,08-07-2016,Alm.,8666,4,Rækkehus,75,1900,0 %
Violvej 5 5960 Marstal,5,1200000.0,04-07-2016,Fam.,4054,7,Villa,296,1980,
Halvejen 8 5960 Marstal,8,360000.0,04-07-2016,Alm.,4000,3,Rækkehus,90,1969,-15 %
Søndergade 7 5960 Marstal,7,800000.0,23-06-2016,Alm.,7339,5,Rækkehus,109,1827,
Kirkestræde 10 5960 Marstal,10,1852584.0,22-06-2016,Fam.,9126,12,Engroshandel,203,1850,
Ommelsvejen 4 5960 Marstal,4,200000.0,30-05-2016,Alm.,1515,6,Villa,132,1901,
Ommelsvejen 8 5960 Marstal,8,130000.0,24-05-2016,Alm.,1511,3,Villa,86,1986,
Skippergade 23 5960 Marstal,23,255000.0,10-05-2016,Alm.,3863,3,Rækkehus,66,1850,
Skonnertvej 3 5960 Marstal,3,800000.0,10-05-2016,Alm.,5555,5,Villa,144,1973,-16 %
Plantagevej 5B 5960 Marstal,0,618000.0,06-05-2016,Alm.,7923,2,Villa,78,2008,-11 %
Vesterskovsvej 5 5960 Marstal,5,278500.0,04-05-2016,Fam.,1934,4,Villa,144,1875,
Græsvængevej 8 5960 Marstal,8,1950000.0,29-04-2016,Alm.,8297,7,Villa,235,1893,0 %
Skolegade 18 5960 Marstal,18,475000.0,21-04-2016,Alm.,5277,4,Rækkehus,90,1816,-4 %
Møllergade 22 5960 Marstal,22,400000.0,20-04-2016,Alm.,5263,2,Villa,76,1905,-27 %
Søndergade 18 5960 Marstal,18,1050000.0,14-04-2016,Alm.,9905,2,Villa,106,1887,
Reberbanen 10 5960 Marstal,10,450000.0,13-04-2016,Alm.,3571,4,Villa,126,1934,0 %
Rådhusstræde 5 5960 Marstal,5,484764.0,12-04-2016,Fam.,3512,5,Rækkehus,138,1900,
