address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Ulstrupvej 10 8870 Langå,10,712500.0,16-04-2017,Alm.,3562,7,Villa,200,1877,
Ulstrupvej 41 8870 Langå,41,380000.0,29-03-2017,Alm.,2021,6,Villa,188,1910,-23 %
Lyngvej 5 8870 Langå,5,1070000.0,29-03-2017,Alm.,13048,3,Villa,82,1966,
Randersvej 65 8870 Langå,65,6500000.0,24-03-2017,Alm.,32338,6,Stuehus,201,2013,0 %
Sognevej 12 8870 Langå,12,1812500.0,09-03-2017,Alm.,17261,4,Stuehus,105,1902,-2 %
Anneksvej 6 8870 Langå,6,650000.0,01-03-2017,Alm.,4333,7,Villa,150,1914,-13 %
Randersvej 64 8870 Langå,64,1150000.0,28-02-2017,Alm.,7931,5,Villa,145,1969,-8 %
Havrevænget 13 8870 Langå,13,1295000.0,23-02-2017,Alm.,8301,5,Villa,156,1977,0 %
Munkholmvej 16 8870 Langå,16,1450000.0,20-02-2017,Alm.,10740,5,Villa,135,1964,-9 %
Havrevænget 8 8870 Langå,8,1340000.0,01-02-2017,Alm.,9241,5,Villa,145,1974,0 %
Byvej 9 8870 Langå,9,600000.0,31-01-2017,Alm.,4687,4,Villa,128,1900,-7 %
Søvej 15 8870 Langå,15,1575000.0,30-01-2017,Alm.,10641,6,Villa,148,1976,
Grenstenvej 31 8870 Langå,31,1620000.0,25-01-2017,Alm.,10253,6,Villa,158,1968,4 %
Hammelvej 137 8870 Langå,137,2270000.0,20-01-2017,Alm.,12681,6,Stuehus,179,1905,
Hammelvej 234 8870 Langå,234,650000.0,20-01-2017,Fam.,3350,5,Villa,194,1935,-57 %
Snerlevej 36 8870 Langå,36,1625000.0,12-01-2017,Alm.,14772,4,Rækkehus,110,2017,0 %
Søvej 29 8870 Langå,29,1250000.0,11-01-2017,Alm.,11574,3,Villa,108,1956,0 %
Hammelvej 266 8870 Langå,266,1400000.0,31-12-2016,Alm.,7909,6,Villa,177,1877,0 %
Skovvej 8 8870 Langå,8,1395000.0,22-12-2016,Alm.,11625,4,Villa,120,1969,0 %
Lyngtoften 1 8870 Langå,1,475000.0,19-12-2016,Alm.,5654,4,Villa,84,1965,-4 %
Villungsvej 4A 8870 Langå,0,590000.0,15-12-2016,Alm.,6145,5,Villa,96,1952,-1 %
Snerlevej 38 8870 Langå,38,1625000.0,14-12-2016,Alm.,14772,4,Rækkehus,110,2017,0 %
Snerlevej 32 8870 Langå,32,1695000.0,01-12-2016,Alm.,15133,4,Rækkehus,112,2017,0 %
Würglersvej 6 8870 Langå,6,2950000.0,29-11-2016,Alm.,11660,9,Villa,253,1974,0 %
Snehvidevej 36 8870 Langå,36,1650000.0,29-11-2016,Alm.,8549,6,Villa,193,2015,
Nørregade 27 8870 Langå,27,1175000.0,25-11-2016,Alm.,8639,6,Villa,136,1927,-9 %
Egevænget 38 8870 Langå,38,1195000.0,24-11-2016,Alm.,10863,4,Rækkehus,110,2010,0 %
Snerlevej 40 8870 Langå,40,1645000.0,23-11-2016,Alm.,14954,4,Rækkehus,110,2017,0 %
Snerlevej 46 8870 Langå,46,1645000.0,21-11-2016,Alm.,14954,4,Rækkehus,110,2017,0 %
Porsvej 4 8870 Langå,4,800000.0,20-11-2016,Fam.,7619,4,Villa,105,1966,
Sognevej 2 8870 Langå,2,3655500.0,17-11-2016,Alm.,18369,6,Stuehus,199,2006,-1 %
"Bredgade 36C, 1. 1 8870 Langå",1,800000.0,16-11-2016,Auktion,11764,1,Lejlighed,68,1900,
Egevej 10 8870 Langå,10,550000.0,07-11-2016,Alm.,5913,3,Villa,93,1955,-8 %
Vinkelvej 4 8870 Langå,4,1200000.0,04-11-2016,Alm.,9677,3,Villa,124,1987,-7 %
Højvej 11 8870 Langå,11,1295000.0,04-11-2016,Alm.,12572,3,Villa,103,1981,0 %
Snehvidevej 17 8870 Langå,17,2070000.0,28-10-2016,Alm.,15681,3,Villa,132,2017,1 %
Nørregade 30 8870 Langå,30,1350000.0,25-10-2016,Alm.,11250,5,Villa,120,1937,-7 %
Lohmannsgade 22 8870 Langå,22,800000.0,25-10-2016,Alm.,10526,3,Villa,76,1957,-6 %
Houlbjergvej 14 8870 Langå,14,1495000.0,21-10-2016,Alm.,10528,5,Villa,142,1925,0 %
Kælkebakken 16 8870 Langå,16,1415000.0,20-10-2016,Alm.,14150,4,Rækkehus,100,2015,-1 %
Ulstrupvej 40 8870 Langå,40,500000.0,18-10-2016,Fam.,2415,6,Villa,207,1898,
Bakkevej 9 8870 Langå,9,985000.0,13-10-2016,Alm.,9563,3,Rækkehus,103,1982,-10 %
Tværvej 3 8870 Langå,3,1300000.0,12-10-2016,Alm.,8666,6,Stuehus,150,1925,
Bjerregårdsvej 6 8870 Langå,6,1850000.0,07-10-2016,Alm.,13805,4,Villa,134,1984,-7 %
Fredensgade 13 8870 Langå,13,1650000.0,03-10-2016,Alm.,14102,4,Villa,117,1950,-3 %
Østergade 21 8870 Langå,21,1975000.0,01-10-2016,Alm.,7538,10,Villa,262,1968,
Tornerosevej 15 8870 Langå,15,1500000.0,01-10-2016,Alm.,13888,4,Rækkehus,108,2015,-3 %
Hostrupsvej 5 8870 Langå,5,1150000.0,28-09-2016,Alm.,10000,4,Villa,115,1976,5 %
Randersvej 27 8870 Langå,27,1450000.0,23-09-2016,Alm.,9797,5,Villa,148,1926,46 %
Snerlevej 30 8870 Langå,30,1645000.0,22-09-2016,Alm.,15518,4,Rækkehus,106,2017,0 %
Vibevej 5 8870 Langå,5,688040.0,21-09-2016,Fam.,6143,5,Villa,112,1961,
Lærkevej 10 8870 Langå,10,1350000.0,21-09-2016,Alm.,8231,4,Villa,164,1973,-3 %
Søvej 50 8870 Langå,50,1900000.0,18-09-2016,Alm.,12582,5,Villa,151,1966,-4 %
Havevej 4 8870 Langå,4,566715.0,14-09-2016,Alm.,3219,5,Villa,176,1932,
Væthvej 33A 8870 Langå,0,1200000.0,09-09-2016,Alm.,8633,5,Villa,139,1974,-8 %
Borgergade 15B 8870 Langå,0,1150000.0,09-09-2016,Alm.,7876,3,Villa,146,1914,
Vinkelvej 16 8870 Langå,16,995000.0,05-09-2016,Alm.,6677,4,Villa,149,1902,0 %
Møllevej 5 8870 Langå,5,1300000.0,05-09-2016,Alm.,8666,5,Villa,150,1968,-4 %
Gydevej 2 8870 Langå,2,235000.0,02-09-2016,Alm.,1850,6,Villa,127,1897,-41 %
Landsbygaden 18 8870 Langå,18,1350000.0,01-09-2016,Alm.,9642,4,Villa,140,1973,
Lundagervej 15 8870 Langå,15,1425000.0,01-09-2016,Alm.,10326,4,Villa,138,1969,-5 %
Gyden 2 8870 Langå,2,627542.0,31-08-2016,Auktion,3691,5,Villa,170,1907,-26 %
Snerlevej 28 8870 Langå,28,1595000.0,31-08-2016,Alm.,15047,4,Rækkehus,106,2017,0 %
Kragebækken 6 8870 Langå,6,1385000.0,30-08-2016,Fam.,13446,4,Rækkehus,103,2010,
Grenstenvej 20 8870 Langå,20,801584.0,29-08-2016,Andet,5138,6,Villa,156,1963,
Tornerosevej 11 8870 Langå,11,1500000.0,22-08-2016,Alm.,13888,4,Rækkehus,108,2015,-3 %
Rugvænget 10 8870 Langå,10,500000.0,18-08-2016,Alm.,5263,4,Villa,95,1967,-16 %
Vibevej 15 8870 Langå,15,625000.0,16-08-2016,Andet,6944,3,Villa,90,1964,
Kærvangen 1 8870 Langå,1,2000000.0,14-08-2016,Fam.,11049,6,Villa,181,1980,
Havevej 15 8870 Langå,15,400000.0,12-08-2016,Alm.,6153,3,Villa,65,1947,-19 %
Hostrupsvej 7 8870 Langå,7,1440000.0,10-08-2016,Alm.,8181,5,Villa,176,1976,-4 %
Snerlevej 26 8870 Langå,26,1595000.0,10-08-2016,Alm.,15047,4,Rækkehus,106,2017,0 %
Snehvidevej 26 8870 Langå,26,650000.0,09-08-2016,Alm.,4924,4,Villa,132,2017,-9 %
Snehvidevej 15 8870 Langå,15,650000.0,09-08-2016,Alm.,4276,4,Villa,152,2017,-10 %
Kælkebakken 21 8870 Langå,21,2600000.0,05-08-2016,Alm.,15757,5,Villa,165,2010,-4 %
Hyacintvej 10 8870 Langå,10,850000.0,03-08-2016,Alm.,5379,6,Villa,158,1972,
Rødtjørnevej 17 8870 Langå,17,1300000.0,28-07-2016,Alm.,10833,4,Villa,120,1979,-3 %
Tornerosevej 13 8870 Langå,13,1520000.0,26-07-2016,Alm.,14074,4,Rækkehus,108,2015,-2 %
