address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Bøgevej 2 5560 Aarup,2,750000.0,06-05-2017,Fam.,7731,4,Villa,97,1967,
Æblehaven 26 5560 Aarup,26,1485000.0,19-04-2017,Alm.,11082,5,Villa,134,1987,0 %
Gl.Hovedvej 47 5560 Aarup,47,260000.0,13-03-2017,Alm.,3939,3,Villa,66,1933,-26 %
Orte Byvej 23 5560 Aarup,23,641000.0,13-03-2017,Fam.,2553,7,Villa,251,1890,-54 %
Lærkevej 15 5560 Aarup,15,556000.0,28-02-2017,Alm.,4793,4,Villa,116,1969,
Vestergade 20 5560 Aarup,20,770000.0,27-02-2017,Alm.,8020,4,Villa,96,1964,-3 %
Skovstrupvej 72 5560 Aarup,72,820000.0,24-02-2017,Alm.,11549,3,Villa,71,2011,-2 %
Gl.Hovedvej 5 5560 Aarup,5,1790000.0,22-02-2017,Alm.,5056,6,Villa,354,1968,
Store Landevej 132 5560 Aarup,132,271421.0,22-02-2017,Andet,2319,5,Villa,117,1900,
Gl.Hovedvej 45 5560 Aarup,45,535000.0,17-02-2017,Alm.,4053,4,Villa,132,1939,-10 %
Gl.Hovedvej 44 5560 Aarup,44,300000.0,10-02-2017,Alm.,2419,4,Villa,124,1942,-39 %
Skalbjergvej 12 5560 Aarup,12,525000.0,07-02-2017,Alm.,3181,7,Villa,165,1920,-12 %
Lyngvej 11 5560 Aarup,11,1650000.0,26-01-2017,Alm.,11870,4,Villa,139,1986,-8 %
Frøbjergvej 75 5560 Aarup,75,1200000.0,15-01-2017,Fam.,8633,5,Villa,139,1904,
Frøbjergvej 77 5560 Aarup,77,1800000.0,01-01-2017,Alm.,4663,8,Villa,386,1900,
Rydskovvej 22 5560 Aarup,22,2730000.0,30-12-2016,Alm.,22195,4,Stuehus,123,1920,
Rydskovvej 51 5560 Aarup,51,500000.0,30-12-2016,Alm.,5434,4,Villa,92,1914,
Ladegårdsskov 14 5560 Aarup,14,4100000.0,23-12-2016,Alm.,9111,9,Stuehus,450,1910,-10 %
Svinget 22 5560 Aarup,22,1800000.0,22-12-2016,Alm.,9183,7,Villa,196,1979,-2 %
Lyngvej 17 5560 Aarup,17,1625000.0,21-12-2016,Alm.,10620,4,Villa,153,1985,-4 %
Kirsebærhaven 51 5560 Aarup,51,2125000.0,15-12-2016,Alm.,13709,6,Villa,155,2006,-7 %
Middelfartvej 140 5560 Aarup,140,1125000.0,15-12-2016,Fam.,3865,8,Villa,291,1887,
Vandværksvej 5 5560 Aarup,5,450000.0,29-11-2016,Alm.,6617,4,Villa,68,1950,-6 %
Sletterødvej 31 5560 Aarup,31,938000.0,29-11-2016,Alm.,3767,8,Stuehus,249,1930,
Assensvej 19 5560 Aarup,19,481000.0,23-11-2016,Andet,3757,5,Villa,128,1932,
Orte Byvej 9 5560 Aarup,9,1200000.0,21-11-2016,Alm.,6741,6,Villa,178,1920,-7 %
Kirkegade 18 5560 Aarup,18,795000.0,29-10-2016,Alm.,5760,7,Rækkehus,138,1901,-6 %
Toften 3 5560 Aarup,3,1150000.0,26-10-2016,Alm.,6460,7,Villa,178,1977,-4 %
Ørsbjerg Skovvej 9 5560 Aarup,9,395000.0,14-10-2016,Alm.,3798,5,Villa,104,1852,0 %
Vibevej 11 5560 Aarup,11,875000.0,13-10-2016,Alm.,7415,4,Villa,118,1970,-8 %
Bøgevej 1A 5560 Aarup,0,1850000.0,12-10-2016,Alm.,12251,5,Villa,151,1998,-5 %
Kløvervænget 1 5560 Aarup,1,850000.0,06-10-2016,Alm.,5555,6,Villa,153,1967,-5 %
Pejrupvej 40 5560 Aarup,40,250000.0,04-10-2016,Alm.,3205,3,Villa,78,1910,-15 %
Ladegårde 2 5560 Aarup,2,2000000.0,30-09-2016,Alm.,5952,14,Stuehus,336,1912,-9 %
Ramsherred 5 5560 Aarup,5,2419000.0,29-09-2016,Alm.,15024,6,Villa,161,1857,-12 %
Kirkegyden 4 5560 Aarup,4,250000.0,13-09-2016,Alm.,2100,3,Villa,119,1877,-15 %
Hjortegyden 9 5560 Aarup,9,375000.0,29-08-2016,Alm.,2388,6,Villa,157,1964,-37 %
Bjergevej 5 5560 Aarup,5,600000.0,26-08-2016,Andet,3571,4,Villa,168,2017,
Hjerupvej 5 5560 Aarup,5,1075000.0,21-08-2016,Alm.,7119,6,Villa,151,1935,-8 %
Orte Vejsmark 16 5560 Aarup,16,480000.0,16-07-2016,Alm.,5000,3,Villa,96,1962,-3 %
Svinget 16 5560 Aarup,16,1800000.0,04-07-2016,Fam.,8219,6,Villa,219,1981,
Hækkebøllevej 27 5560 Aarup,27,500000.0,29-06-2016,Alm.,2403,6,Stuehus,208,1870,-37 %
Orte Vejsmark 19 5560 Aarup,19,700000.0,14-06-2016,Andet,8750,2,Villa,80,1880,
Ladegårde Byvej 8 5560 Aarup,8,1545000.0,14-06-2016,Alm.,8828,6,Villa,175,2001,-3 %
Vibevej 10 5560 Aarup,10,1625000.0,10-06-2016,Alm.,6632,7,Villa,245,1971,-7 %
Ladegårdsskov 17 5560 Aarup,17,2300000.0,09-06-2016,Alm.,11500,5,Villa,200,1860,-4 %
Jarlebjerggyden 22 5560 Aarup,22,19500000.0,07-06-2016,Fam.,86283,9,Stuehus,226,1866,
Jarlebjerggyden 36 5560 Aarup,36,1525000.0,03-06-2016,Alm.,7549,7,Villa,202,1939,-5 %
Gl.Bogensevej 17 5560 Aarup,17,360000.0,30-05-2016,Alm.,4500,3,Villa,80,1942,-22 %
Højvang 7 5560 Aarup,7,395000.0,25-05-2016,Alm.,2146,6,Villa,184,1932,0 %
Bankevejen 9 5560 Aarup,9,2000000.0,19-05-2016,Fam.,10256,5,Stuehus,195,1912,
Eventyrbakken 9 5560 Aarup,9,363000.0,12-05-2016,Alm.,2086,6,Villa,174,2016,
Kirsebærhaven 49 5560 Aarup,49,1950000.0,29-04-2016,Alm.,15000,4,Villa,130,2005,-2 %
Dragebakken 24 5560 Aarup,24,2885000.0,25-04-2016,Alm.,15679,4,Villa,184,2007,-4 %
Bellisvænget 5 5560 Aarup,5,1060000.0,19-04-2016,Alm.,8091,5,Villa,131,1978,-3 %
Ellemosehave 1 5560 Aarup,1,2600000.0,14-04-2016,Alm.,15204,5,Stuehus,171,1980,-5 %
Mejsevænget 4 5560 Aarup,4,1020000.0,14-04-2016,Fam.,5425,5,Villa,188,1972,
Holmelund 8 5560 Aarup,8,390000.0,13-04-2016,Alm.,2910,4,Villa,134,1896,-13 %
Ørsbjergvej 28 5560 Aarup,28,550000.0,13-04-2016,Alm.,5445,5,Stuehus,101,1930,0 %
Svinget 6 5560 Aarup,6,1265000.0,12-04-2016,Alm.,9301,5,Villa,136,1976,-9 %
Lupinvej 8 5560 Aarup,8,525000.0,11-04-2016,Alm.,3387,6,Villa,155,1965,-24 %
Lunghøjvej 22 5560 Aarup,22,2065000.0,06-04-2016,Alm.,12826,5,Villa,161,1998,-8 %
Hårevej 15 5560 Aarup,15,4000000.0,05-04-2016,Alm.,12861,7,Stuehus,311,1880,
Holmelund 27 5560 Aarup,27,415446.0,04-04-2016,Andet,2988,4,Villa,139,1917,
Lupinvej 1 5560 Aarup,1,1050000.0,31-03-2016,Alm.,4729,6,Villa,222,1971,-4 %
Skovkrogen 2 5560 Aarup,2,815000.0,29-03-2016,Alm.,6791,4,Villa,120,1978,-14 %
Udsigten 7 5560 Aarup,7,1930000.0,24-03-2016,Alm.,8354,8,Villa,231,1976,-3 %
Engvej 13 5560 Aarup,13,875000.0,11-03-2016,Alm.,5952,6,Villa,147,1935,-12 %
Store Landevej 143 5560 Aarup,143,1100000.0,08-03-2016,Alm.,0,7,Villa,223,1930,-8 %
Orte Vejsmark 17 5560 Aarup,17,900000.0,02-03-2016,Alm.,6818,6,Villa,132,1960,-10 %
Ladegårde 33 5560 Aarup,33,765000.0,29-02-2016,Alm.,9935,3,Villa,77,1777,-23 %
Rydskovvej 4 5560 Aarup,4,800000.0,28-02-2016,Alm.,7920,4,Villa,101,1971,-5 %
Gl.Bogensevej 23 5560 Aarup,23,387500.0,15-02-2016,Andet,3176,4,Villa,122,1942,
Rydskovvej 3 5560 Aarup,3,820000.0,13-02-2016,Alm.,5222,6,Stuehus,157,1915,-4 %
Bakkemose 14 5560 Aarup,14,550000.0,12-02-2016,Alm.,4263,5,Stuehus,129,1909,-12 %
Temmeshave 11 5560 Aarup,11,350000.0,11-02-2016,Alm.,3846,4,Villa,91,1877,-21 %
Pejrupvej 7 5560 Aarup,7,2095000.0,10-02-2016,Alm.,17314,3,Stuehus,121,1777,
Grønnegade 65 5560 Aarup,65,550000.0,04-02-2016,Alm.,4545,4,Villa,121,1913,-8 %
Kertevej 38 5560 Aarup,38,200000.0,26-01-2016,Alm.,1941,4,Villa,103,1870,
Frøbjergvej 84 5560 Aarup,84,80000.0,21-01-2016,Alm.,533,5,Villa,150,1800,
Møllegårdsvej 45 5560 Aarup,45,675000.0,20-01-2016,Alm.,5532,4,Villa,122,1979,-10 %
Kertedalen 8 5560 Aarup,8,250000.0,30-12-2015,Alm.,2032,3,Villa,123,1867,
Kielshøjvej 10 5560 Aarup,10,4262760.0,29-12-2015,Fam.,13706,11,Stuehus,311,1901,
Fjellerupvej 85 5560 Aarup,85,125000.0,15-12-2015,Auktion,1404,5,Villa,89,1957,
Troldebakken 18 5560 Aarup,18,3060000.0,11-12-2015,Alm.,16276,6,Villa,188,2008,-4 %
