address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Sneppevej 16 6980 Tim,16,658829.0,11-05-2017,Fam.,4169,6,Villa,158,1971,
Hovedgaden 15 6980 Tim,15,874000.0,15-04-2017,Alm.,6154,6,Lejlighed,142,1909,-2 %
Fasanvej 15 6980 Tim,15,125000.0,12-04-2017,Alm.,1315,3,Rækkehus,95,1989,
Mejlbyvej 1 6980 Tim,1,675000.0,05-04-2017,Alm.,3770,5,Villa,179,1850,
Tim Kirkevej 35 6980 Tim,35,698000.0,04-04-2017,Alm.,1758,9,Villa,397,1830,0 %
Tim Kirkevej 6 6980 Tim,6,1770000.0,26-03-2017,Alm.,8232,6,Villa,215,1850,-1 %
Hovedgaden 4 6980 Tim,4,400000.0,21-03-2017,Alm.,3149,3,Villa,127,1970,-30 %
Østerbyvej 18 6980 Tim,18,170210.0,14-03-2017,Alm.,956,4,Stuehus,178,1952,
Nørre Espvej 7 6980 Tim,7,54830.0,14-03-2017,Andet,174,9,Stuehus,314,1999,
Nørre Espvej 10 6980 Tim,10,54830.0,14-03-2017,Andet,285,4,Stuehus,192,1958,
Skannerupvej 8 6980 Tim,8,230000.0,10-03-2017,Alm.,2613,4,Villa,88,1950,
Hjejlevej 7 6980 Tim,7,1225000.0,24-01-2017,Alm.,7608,5,Villa,161,1973,-5 %
Sneppevej 12 6980 Tim,12,335000.0,19-01-2017,Alm.,2310,5,Villa,145,1972,
Trøstrupvej 35 6980 Tim,35,325000.0,17-01-2017,Alm.,4513,2,Villa,72,2006,-7 %
Åvænget 5 6980 Tim,5,8100000.0,21-12-2016,Alm.,35682,5,Villa,227,1906,
Trøstrupvej 20 6980 Tim,20,272500.0,05-12-2016,Fam.,2309,4,Villa,118,1970,-45 %
Fabriksvej 8 6980 Tim,8,285000.0,05-12-2016,Alm.,2050,6,Villa,139,1964,
Torstedvej 30 6980 Tim,30,1075000.0,28-11-2016,Alm.,8600,5,Villa,125,2014,
Torstedvej 24 6980 Tim,24,80000.0,21-11-2016,Alm.,404,6,Villa,198,1966,
Tim Kirkevej 13 6980 Tim,13,12500000.0,16-11-2016,Fam.,51020,11,Stuehus,245,1777,
Hovedgaden 50 6980 Tim,50,300000.0,31-10-2016,Alm.,4838,9,Detailhandel,62,1918,
Fresiavej 24 6980 Tim,24,1655000.0,24-10-2016,Alm.,8358,7,Villa,198,1998,-5 %
Søgårdvej 8 6980 Tim,8,525000.0,20-10-2016,Fam.,3201,3,Stuehus,164,1974,
Fresiavej 14 6980 Tim,14,921921.0,03-10-2016,Fam.,7259,4,Villa,127,1983,
Torstedvej 76 6980 Tim,76,800000.0,15-09-2016,Fam.,4419,6,Villa,181,2016,
Skannerupvej 10C 6980 Tim,0,500000.0,14-09-2016,Alm.,6329,3,Rækkehus,79,1979,
Stadiløvej 11 6980 Tim,11,52000.0,07-09-2016,Alm.,456,4,Villa,114,1000,
Elmevej 11 6980 Tim,11,370000.0,23-08-2016,Alm.,2761,5,Villa,134,1910,
Sneppevej 4 6980 Tim,4,565000.0,16-08-2016,Alm.,4484,2,Villa,126,1971,-10 %
Spættevej 14 6980 Tim,14,725000.0,30-05-2016,Alm.,4367,6,Villa,166,1977,
Mølgaardsvej 9 6980 Tim,9,390000.0,10-05-2016,Alm.,3823,3,Villa,102,1960,-1 %
Torstedvej 86 6980 Tim,86,982500.0,04-05-2016,Alm.,5038,6,Stuehus,195,1952,
Skannerupvej 1 6980 Tim,1,1250000.0,01-05-2016,Alm.,8561,3,Villa,146,1946,
Spættevej 2 6980 Tim,2,500000.0,27-04-2016,Alm.,3086,4,Villa,162,1976,-28 %
Alrum 9 6980 Tim,9,680000.0,19-04-2016,Alm.,8192,5,Sommerhus,83,1977,
Grønnevej 4 6980 Tim,4,725000.0,18-04-2016,Alm.,4865,4,Villa,149,1972,
Torstedvej 59 6980 Tim,59,500000.0,21-03-2016,Alm.,4761,4,Villa,105,1963,-9 %
Hjejlevej 8 6980 Tim,8,945000.0,16-03-2016,Alm.,6847,3,Villa,138,1973,-5 %
Alrum 29 6980 Tim,29,395000.0,09-03-2016,Alm.,6076,4,Sommerhus,65,1979,0 %
Skannerupvej 17 6980 Tim,17,550000.0,23-11-2015,Alm.,5339,6,Villa,103,1967,-8 %
Mejlbyvej 26 6980 Tim,26,2295000.0,16-10-2015,Alm.,9683,8,Stuehus,237,1932,56 %
Torstedvej 32 6980 Tim,32,75000.0,31-08-2015,Alm.,757,3,Villa,99,1913,
Bjerregårdvej 5 6980 Tim,5,100000.0,21-08-2015,Alm.,884,4,Villa,113,1949,-50 %
Stadilvej 58 6980 Tim,58,140000.0,13-08-2015,Alm.,1489,4,Villa,94,1000,-7 %
Møllebyvej 14 6980 Tim,14,4515000.0,30-07-2015,Fam.,22024,9,Stuehus,205,1843,
Alrum 34 6980 Tim,34,275000.0,12-07-2015,Alm.,5092,3,Sommerhus,54,1983,-7 %
Nybovej 15 6980 Tim,15,450000.0,24-06-2015,Alm.,3688,4,Villa,122,1981,
Pradsgaardsvej 4 6980 Tim,4,710000.0,23-06-2015,Alm.,4409,4,Villa,161,1970,-14 %
Torstedvej 58 6980 Tim,58,400000.0,12-06-2015,Alm.,3333,4,Villa,120,1959,-24 %
Grønbjergvej 3 6980 Tim,3,400000.0,05-06-2015,Alm.,2531,6,Stuehus,158,1938,-16 %
Stadiløvej 5 6980 Tim,5,6725000.0,23-05-2015,Alm.,23030,9,Stuehus,292,1979,
Nybovej 14 6980 Tim,14,350000.0,08-05-2015,Alm.,2800,4,Villa,125,1978,-22 %
Opstrupvej 7 6980 Tim,7,760000.0,29-04-2015,Alm.,4342,6,Stuehus,175,1934,
Kogsgårdsvej 9 6980 Tim,9,630000.0,28-04-2015,Alm.,4064,5,Villa,155,1972,
Skovduevej 8 6980 Tim,8,650000.0,12-04-2015,Fam.,6632,4,Villa,98,1986,
Lindholmvej 3 6980 Tim,3,1200000.0,09-04-2015,Alm.,6315,4,Stuehus,190,1929,
Hovedgaden 76 6980 Tim,76,610799.0,30-03-2015,Alm.,4458,4,Villa,137,1935,
Skelmosevej 17 6980 Tim,17,15400000.0,05-03-2015,Alm.,60629,9,Stuehus,254,1977,
Høbrovej 7 6980 Tim,7,500000.0,26-02-2015,Alm.,3333,4,Villa,150,1968,-8 %
Nybovej 13 6980 Tim,13,575000.0,05-02-2015,Alm.,3859,5,Villa,149,1978,-7 %
Nørre Espvej 12 6980 Tim,12,450000.0,04-01-2015,Alm.,2054,5,Stuehus,219,1928,
Nørre Espvej 15 6980 Tim,15,450000.0,04-01-2015,Alm.,2054,7,Stuehus,219,1931,
Trøstrupvej 33 6980 Tim,33,235000.0,10-12-2014,Alm.,3916,3,Villa,60,1990,
Møllegade 9 6980 Tim,9,140000.0,10-11-2014,Alm.,1473,5,Villa,95,1956,
Skelmosevej 71 6980 Tim,71,300000.0,19-10-2014,Alm.,3125,4,Villa,96,1964,
Torstedvej 35 6980 Tim,35,17425.0,15-10-2014,Fam.,193,5,Villa,90,1950,
Stadilvej 29 6980 Tim,29,1056000.0,24-09-2014,Alm.,4061,9,Stuehus,260,1921,-25 %
Skovduevej 6 6980 Tim,6,1000000.0,29-07-2014,Alm.,7518,5,Villa,133,1987,-4 %
Fresiavej 7 6980 Tim,7,730000.0,24-06-2014,Alm.,5367,5,Villa,136,1988,-14 %
Vestervej 15 6980 Tim,15,16500000.0,13-06-2014,Auktion,103125,6,Stuehus,160,1908,
Skelmosevej 15 6980 Tim,15,230000.0,12-06-2014,Alm.,1854,5,Villa,124,1920,-39 %
Solsortevej 14 6980 Tim,14,505000.0,10-06-2014,Alm.,4764,4,Villa,106,1977,
Hovedgaden 34 6980 Tim,34,611388.0,07-05-2014,Andet,4776,6,Villa,128,1877,
Nøderupvej 3A 6980 Tim,0,935000.0,16-04-2014,Alm.,3462,7,Villa,270,1974,
Fresiavej 22 6980 Tim,22,835000.0,27-03-2014,Alm.,6574,4,Villa,127,1991,
Nøderupvej 14 6980 Tim,14,50000.0,20-03-2014,Alm.,510,4,Villa,98,1984,
Fasanvej 6 6980 Tim,6,407792.0,18-03-2014,Andet,3546,4,Villa,115,1966,-49 %
Tim Åparken 17 6980 Tim,17,210000.0,03-03-2014,Alm.,1082,7,Villa,194,2015,
Fresiavej 20 6980 Tim,20,910000.0,26-02-2014,Alm.,6691,4,Villa,136,1992,
Torstedvej 57B 6980 Tim,0,135000.0,10-02-2014,Alm.,1985,2,Villa,68,1880,-54 %
Hovedgaden 82 6980 Tim,82,540000.0,16-01-2014,Alm.,5242,4,Villa,103,1964,-6 %
Holstebrovej 109 6980 Tim,109,1850000.0,02-01-2014,Alm.,12585,6,Stuehus,147,1870,
Hovedgaden 27 6980 Tim,27,375000.0,17-12-2013,Fam.,2840,5,Villa,132,1914,
Sneppevej 9 6980 Tim,9,532116.0,17-12-2013,Fam.,5542,3,Villa,96,1972,
Sørupvej 5 6980 Tim,5,2505000.0,16-12-2013,Alm.,21228,5,Stuehus,118,1955,0 %
Torstedvej 87 6980 Tim,87,160000.0,19-11-2013,Alm.,1523,3,Villa,105,1897,-36 %
Tim Kirkevej 34 6980 Tim,34,300000.0,10-10-2013,Alm.,3333,4,Villa,90,1965,-8 %
Bjerregårdvej 32B 6980 Tim,0,375000.0,02-09-2013,Fam.,2155,6,Stuehus,174,1900,
Præstevej 3 6980 Tim,3,1790000.0,28-08-2013,Fam.,25571,3,Stuehus,70,1898,
Lergravvej 9 6980 Tim,9,300000.0,13-08-2013,Alm.,3488,5,Villa,86,1900,-45 %
Lergravvej 7 6980 Tim,7,395000.0,12-08-2013,Alm.,5266,4,Villa,75,1853,0 %
Alrum 30 6980 Tim,30,460000.0,18-07-2013,Alm.,8846,3,Sommerhus,52,1995,-7 %
Stadilvej 17 6980 Tim,17,800000.0,02-07-2013,Alm.,5673,4,Stuehus,141,2015,-20 %
Elmevej 9 6980 Tim,9,125000.0,19-06-2013,Alm.,2232,2,Villa,56,1894,-36 %
Solsortevej 8 6980 Tim,8,545997.0,28-05-2013,Fam.,4333,4,Villa,126,1979,
Stadilvej 60 6980 Tim,60,215000.0,13-05-2013,Alm.,1592,6,Villa,135,1952,-14 %
Tim Kirkevej 3 6980 Tim,3,265000.0,03-05-2013,Auktion,2103,5,Villa,126,1952,
Stadiløvej 7 6980 Tim,7,150000.0,03-05-2013,Auktion,1666,2,Sommerhus,90,1834,-78 %
Grønnevej 12 6980 Tim,12,600000.0,14-04-2013,Fam.,3370,6,Villa,178,1998,
Torstedvej 98 6980 Tim,98,1925000.0,25-03-2013,Alm.,9390,7,Stuehus,205,1989,-4 %
Stadilvej 25 6980 Tim,25,1200000.0,15-03-2013,Alm.,0,5,Villa,179,2008,-25 %
Tranevej 11 6980 Tim,11,582500.0,13-03-2013,Alm.,4550,4,Villa,128,1974,-2 %
Høbrovej 13 6980 Tim,13,14750000.0,22-02-2013,Alm.,46238,15,Stuehus,319,1916,
Møllegade 12 6980 Tim,12,385000.0,22-01-2013,Alm.,4812,2,Villa,80,1957,-1 %
Rylevej 9 6980 Tim,9,810000.0,14-01-2013,Alm.,5192,5,Villa,156,1977,-9 %
Torstedvej 85 6980 Tim,85,2000000.0,31-12-2012,Alm.,16666,5,Stuehus,120,1936,
Høbrovej 8 6980 Tim,8,469049.0,29-11-2012,Andet,3608,5,Villa,130,1971,
Høbrovej 11A 6980 Tim,0,695750.0,21-11-2012,Alm.,2863,6,Stuehus,243,1935,
Møllegade 20 6980 Tim,20,353000.0,26-09-2012,Andet,3151,5,Villa,112,1975,
Torstedvej 70 6980 Tim,70,350000.0,15-09-2012,Alm.,2822,5,Stuehus,124,1929,
Høbrovej 14 6980 Tim,14,2167500.0,16-08-2012,Fam.,10783,6,Stuehus,201,1927,
Hovedgaden 32 6980 Tim,32,170000.0,03-08-2012,Auktion,1428,4,Villa,119,1950,-74 %
Rylevej 3 6980 Tim,3,600000.0,21-06-2012,Alm.,3947,5,Villa,152,1965,-7 %
Skannerupvej 6 6980 Tim,6,350000.0,12-06-2012,Alm.,3500,3,Villa,100,1958,
Skelmosevej 73 6980 Tim,73,380000.0,06-06-2012,Alm.,3584,4,Villa,106,1963,
Holstebrovej 127 6980 Tim,127,1400000.0,30-05-2012,Andet,7526,5,Stuehus,186,1995,
Holstebrovej 115 6980 Tim,115,1500000.0,25-05-2012,Andet,5136,8,Stuehus,292,2011,
Hovedgaden 74 6980 Tim,74,150000.0,09-05-2012,Alm.,2054,3,Villa,73,1957,-33 %
Torstedvej 97 6980 Tim,97,1075000.0,12-04-2012,Alm.,6718,5,Villa,160,1936,
Brinkvej 4 6980 Tim,4,1637500.0,15-03-2012,Alm.,8618,9,Stuehus,190,1928,
Skovduevej 4 6980 Tim,4,117956.0,08-02-2012,Alm.,802,4,Villa,147,2014,
Bjerregårdvej 6 6980 Tim,6,540000.0,23-01-2012,Andet,3461,5,Villa,156,1922,
"Bjerregårdvej 12, 1 6980 Tim",1,720000.0,23-01-2012,Andet,7826,4,Lejlighed,92,1960,
Tim Kirkevej 17 6980 Tim,17,407500.0,09-01-2012,Alm.,4794,4,Villa,85,1936,2 %
