address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Sakskøbingvej 5 4880 Nysted,5,273416.0,09-05-2017,Fam.,2485,3,Villa,110,1943,
Birkely 87 4880 Nysted,87,977500.0,08-05-2017,Fam.,14589,4,Sommerhus,67,1976,
Skansevej 25 4880 Nysted,25,315000.0,21-04-2017,Alm.,8076,3,Sommerhus,39,1973,
Vantorevej 90 4880 Nysted,90,100000.0,21-03-2017,Alm.,1111,4,Villa,90,1904,
Solgårdsvej 8 4880 Nysted,8,810000.0,21-03-2017,Alm.,5225,4,Villa,155,1900,-2 %
Kirkestien 2C 4880 Nysted,0,235000.0,18-03-2017,Alm.,2216,4,Rækkehus,106,1979,
Nysted Skov 3 4880 Nysted,3,325000.0,16-03-2017,Alm.,2600,3,Villa,125,1912,
Birkely 30 4880 Nysted,30,490000.0,07-03-2017,Fam.,9607,12,Sommerhus,51,1977,
Kløverrevle 20 4880 Nysted,20,132477.0,01-03-2017,Fam.,1977,3,Sommerhus,67,1982,
Birkely 82 4880 Nysted,82,485000.0,23-02-2017,Alm.,6928,4,Sommerhus,70,1979,-17 %
Strandhus Alleen 22 4880 Nysted,22,1000000.0,21-02-2017,Alm.,9523,4,Stuehus,105,1827,
Solgårdsvej 12 4880 Nysted,12,75000.0,21-02-2017,Alm.,765,4,Villa,98,1913,-21 %
Sakskøbingvej 32 4880 Nysted,32,210000.0,14-02-2017,Alm.,1400,3,Villa,150,1969,-16 %
Havnegade 6 4880 Nysted,6,450000.0,13-02-2017,Fam.,5172,2,Villa,87,1957,
Adelgade 7 4880 Nysted,7,195000.0,01-02-2017,Alm.,2010,4,Rækkehus,97,1900,
Vantorevej 107 4880 Nysted,107,75000.0,01-02-2017,Alm.,892,4,Villa,84,1880,
Sakskøbingvej 45 4880 Nysted,45,495000.0,31-01-2017,Alm.,2500,8,Villa,198,1944,0 %
Tågense Engvej 4 4880 Nysted,4,100000.0,24-01-2017,Alm.,1086,4,Villa,92,1842,
"Ny Østergade 6, ST. TH 4880 Nysted",0,4600000.0,12-01-2017,Alm.,64788,2,Lejlighed,71,1847,
Østergade 15 4880 Nysted,15,200000.0,12-01-2017,Alm.,888,8,Rækkehus,225,1855,-32 %
Strandvejen 55 4880 Nysted,55,286000.0,10-01-2017,Alm.,3487,3,Villa,82,1856,-28 %
Adelgade 77 4880 Nysted,77,800000.0,19-12-2016,Alm.,5839,4,Rækkehus,137,1925,-24 %
Sdr Kongemarksvej 3 4880 Nysted,3,756500.0,15-12-2016,Fam.,3782,6,Villa,200,1965,
Gartnerparken 58 4880 Nysted,58,275000.0,09-12-2016,Alm.,4583,2,Rækkehus,60,1976,
Skovstræde 19 4880 Nysted,19,345000.0,01-12-2016,Fam.,1316,6,Villa,262,1908,
Østersvej 4 4880 Nysted,4,1600000.0,01-12-2016,Alm.,13913,5,Sommerhus,115,2007,
Brydebjergvej 5 4880 Nysted,5,655000.0,30-11-2016,Fam.,4781,5,Villa,137,1962,
Vognmandsmarken 18 4880 Nysted,18,750000.0,30-11-2016,Alm.,3676,4,Villa,204,1972,-6 %
Birkely 59 4880 Nysted,59,715000.0,28-11-2016,Alm.,10362,4,Sommerhus,69,1980,-10 %
Gartnerparken 50 4880 Nysted,50,300000.0,23-11-2016,Alm.,5000,2,Rækkehus,60,1975,
Adelgade 98A 4880 Nysted,0,450000.0,22-11-2016,Alm.,6164,3,Rækkehus,73,1840,
Billevej 2A 4880 Nysted,0,50000.0,13-11-2016,Andet,255,5,Villa,196,1880,
"Adelgade 5, 1 4880 Nysted",1,460171.0,09-11-2016,Auktion,3652,4,Lejlighed,126,1909,
Bagstræde 1 4880 Nysted,1,300000.0,29-10-2016,Alm.,2068,8,Villa,145,1954,-14 %
Lille Mussevej 1 4880 Nysted,1,595000.0,28-10-2016,Alm.,2245,7,Villa,265,1912,-8 %
Birkely 11 4880 Nysted,11,765000.0,13-10-2016,Alm.,11086,3,Sommerhus,69,1998,-7 %
Rosenvænget 40 4880 Nysted,40,300000.0,11-10-2016,Fam.,2083,3,Villa,144,1975,-45 %
Wichmandsvej 46 4880 Nysted,46,480000.0,10-10-2016,Alm.,3137,5,Villa,153,1970,-20 %
Kallehavevej 17 4880 Nysted,17,1100000.0,23-09-2016,Alm.,5820,5,Villa,189,1894,-6 %
Østergade 45 4880 Nysted,45,140000.0,25-07-2016,Alm.,2857,2,Rækkehus,49,1843,-20 %
Musse Gade 2 4880 Nysted,2,275000.0,25-07-2016,Alm.,2067,5,Villa,133,1930,-8 %
Rosenvænget 35 4880 Nysted,35,940000.0,17-07-2016,Alm.,6619,4,Villa,142,2008,-6 %
Fiskergade 23 4880 Nysted,23,410000.0,14-07-2016,Alm.,3504,3,Villa,117,1965,-17 %
Egholmvej 10A 4880 Nysted,0,665000.0,12-07-2016,Alm.,4208,4,Villa,158,1973,0 %
Strandhus Alleen 4 4880 Nysted,4,550000.0,11-07-2016,Fam.,4782,4,Villa,115,1914,
Vantorevej 67 4880 Nysted,67,266500.0,08-07-2016,Fam.,3331,3,Villa,80,1938,
Adelgade 71 4880 Nysted,71,114000.0,01-07-2016,Fam.,3562,2,Villa,32,1884,
Gartnerparken 4 4880 Nysted,4,160000.0,30-06-2016,Alm.,3636,1,Rækkehus,44,1971,-20 %
Trepilevej 2 4880 Nysted,2,260000.0,28-06-2016,Fam.,3058,3,Villa,85,1921,
Østvej 4 4880 Nysted,4,17923362.0,14-06-2016,Alm.,81101,7,Stuehus,221,1931,
Adelgade 82 4880 Nysted,82,730000.0,30-05-2016,Alm.,6576,4,Villa,111,1876,-3 %
Birkely 12 4880 Nysted,12,100000.0,23-05-2016,Andet,2564,2,Sommerhus,39,1990,
Skovstræde 4 4880 Nysted,4,128358.0,18-05-2016,Auktion,965,4,Rækkehus,133,1910,-49 %
Adelgade 34 4880 Nysted,34,695000.0,07-05-2016,Alm.,4512,5,Rækkehus,154,1855,0 %
Skansevej 28 4880 Nysted,28,1300000.0,26-03-2016,Fam.,9701,5,Villa,134,1915,-18 %
Tågense Engvej 8 4880 Nysted,8,695000.0,16-03-2016,Alm.,6950,3,Sommerhus,100,1993,0 %
