address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Kirstinevej 12 6960 Hvide Sande,6960,192000.0,18-05-2017,Andet,2461,3,Sommerhus,78,1977,
Fyrmarken 70 6960 Hvide Sande,6960,615000.0,09-05-2017,Alm.,11181,3,Sommerhus,55,1972,-5 %
Færgemandsvej 2 6960 Hvide Sande,6960,935000.0,03-05-2017,Alm.,8060,4,Villa,116,1965,-6 %
Baunebjergvej 84 6960 Hvide Sande,6960,1420000.0,03-05-2017,Alm.,16904,4,Sommerhus,84,1977,-7 %
Tingodden 105 6960 Hvide Sande,6960,947500.0,28-04-2017,Fam.,14356,4,Sommerhus,66,1974,
Nørregade 2. 28 6960 Hvide Sande,6960,775000.0,27-04-2017,Alm.,16145,2,Sommerhus,48,1974,0 %
Bjerregårdsvej 188 6960 Hvide Sande,6960,1210000.0,20-04-2017,Alm.,12346,5,Sommerhus,98,1986,-3 %
Humlegårdsvej 40 6960 Hvide Sande,6960,1625000.0,15-04-2017,Alm.,16581,4,Sommerhus,98,2004,-4 %
Kirstinevej 82 6960 Hvide Sande,6960,1095000.0,11-04-2017,Alm.,16343,4,Sommerhus,67,1973,0 %
Nørregade 57 6960 Hvide Sande,6960,175000.0,11-04-2017,Alm.,1988,5,Villa,88,1951,
Fjordbakken 6 6960 Hvide Sande,6960,875000.0,07-04-2017,Alm.,7056,6,Villa,124,1965,
Fyrmarken 22 6960 Hvide Sande,6960,1042000.0,06-04-2017,Alm.,8683,4,Sommerhus,120,1985,-9 %
Sønder Klitvej 53 6960 Hvide Sande,6960,2600000.0,06-04-2017,Alm.,19117,4,Villa,136,1967,
"Kirkevej 1H, 1 6960 Hvide Sande",6960,855000.0,04-04-2017,Alm.,7434,3,Lejlighed,115,1966,-4 %
Mettes Bjerg 2H 6960 Hvide Sande,6960,666500.0,30-03-2017,Alm.,8655,4,Sommerhus,77,2004,-55 %
Apollovej 93 6960 Hvide Sande,6960,825000.0,30-03-2017,Alm.,3733,9,Villa,221,1972,
Bjerregårdsvej 71 6960 Hvide Sande,6960,920000.0,26-03-2017,Alm.,12432,4,Sommerhus,74,1979,-1 %
Kirksvej 41 6960 Hvide Sande,6960,650000.0,25-03-2017,Alm.,10000,4,Sommerhus,65,1979,-7 %
Bjerregårdsvej 185 6960 Hvide Sande,6960,1135000.0,24-03-2017,Alm.,12336,4,Sommerhus,92,1988,-5 %
Havbjergevej 15 6960 Hvide Sande,6960,1375000.0,24-03-2017,Alm.,21153,4,Sommerhus,65,1975,-8 %
Fyrmarken 54 6960 Hvide Sande,6960,345000.0,21-03-2017,Fam.,4928,4,Sommerhus,70,1974,
