address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Bakkealle 20 8783 Hornsyld,20,1450000.0,24-04-2017,Alm.,10661,6,Villa,136,2003,-9 %
Bjerre Vinkelvej 1 8783 Hornsyld,1,1500000.0,18-04-2017,Alm.,5747,9,Villa,261,1970,
Bjerrevej 296 8783 Hornsyld,296,775000.0,04-04-2017,Alm.,6250,5,Villa,124,1929,0 %
Bjørnkærvej 6 8783 Hornsyld,6,1020000.0,03-04-2017,Alm.,9357,4,Villa,109,1963,-7 %
Nørremarksvej 26 8783 Hornsyld,26,645000.0,31-03-2017,Alm.,5375,4,Villa,120,1900,-19 %
Lindevej 7 8783 Hornsyld,7,1360000.0,29-03-2017,Alm.,6699,6,Villa,203,1930,-9 %
Kaubækvej 1 8783 Hornsyld,1,450000.0,27-03-2017,Alm.,5172,4,Villa,87,1964,
Lindevej 14B 8783 Hornsyld,0,832100.0,27-03-2017,Fam.,6603,2,Villa,126,1986,
Skovparken 22 8783 Hornsyld,22,1755000.0,17-02-2017,Alm.,10028,6,Villa,175,1984,-2 %
Tværvej 11 8783 Hornsyld,11,953623.0,07-02-2017,Alm.,4890,8,Villa,195,2008,-54 %
Skerrildgårdvej 12 8783 Hornsyld,12,265000.0,27-01-2017,Fam.,3117,3,Villa,85,1910,
Nørregade 17 8783 Hornsyld,17,750000.0,19-01-2017,Andet,4360,7,Villa,172,1900,
Hornum Østermarksvej 14 8783 Hornsyld,14,1000000.0,19-01-2017,Alm.,8547,4,Villa,117,1910,-9 %
Gramvej 17 8783 Hornsyld,17,1275000.0,30-11-2016,Alm.,8121,5,Villa,157,1904,-2 %
Grønningen 23 8783 Hornsyld,23,835000.0,24-11-2016,Alm.,7590,4,Rækkehus,110,1986,-7 %
Bøgevej 32 8783 Hornsyld,32,1325000.0,16-11-2016,Alm.,7280,6,Villa,182,1972,-4 %
"Søndergade 12A, 1. TV 8783 Hornsyld",0,240000.0,14-11-2016,Alm.,4067,2,Lejlighed,59,1990,
Ravnholtvej 35 8783 Hornsyld,35,40000.0,07-11-2016,Fam.,317,5,Stuehus,126,1850,-94 %
Hornumkærvej 6 8783 Hornsyld,6,530000.0,04-11-2016,Alm.,3441,4,Villa,154,1911,-33 %
Søndergade 17 8783 Hornsyld,17,745000.0,13-10-2016,Alm.,5730,5,Villa,130,1932,0 %
Skovparken 48 8783 Hornsyld,48,458000.0,12-10-2016,Andet,3115,5,Villa,147,1987,
Brå Møllevej 1 8783 Hornsyld,1,1235000.0,11-10-2016,Alm.,7484,6,Villa,165,1964,-5 %
Bjerrevej 316 8783 Hornsyld,316,950000.0,11-10-2016,Alm.,9500,3,Villa,100,2000,-36 %
Tværvej 37 8783 Hornsyld,37,1760000.0,30-09-2016,Alm.,11578,5,Villa,152,2007,-3 %
Grønningen 45 8783 Hornsyld,45,1125000.0,10-09-2016,Alm.,9375,4,Rækkehus,120,1986,-10 %
Bredmadevej 12 8783 Hornsyld,12,2490000.0,05-09-2016,Alm.,13681,4,Stuehus,182,1900,
Nørremarksvej 22 8783 Hornsyld,22,270000.0,20-08-2016,Alm.,2076,4,Villa,130,1854,-32 %
Møllevej 19 8783 Hornsyld,19,961248.0,19-08-2016,Andet,5621,6,Villa,171,1918,
