address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Stestrupvej 39 4360 Kirke Eskilstrup,4360,350000.0,02-03-2017,Alm.,3846,3,Villa,91,1890,-11 %
Stestrup Old 24 4360 Kirke Eskilstrup,4360,3150000.0,21-02-2017,Alm.,16755,6,Stuehus,188,1974,
Borgergade 28 4360 Kirke Eskilstrup,4360,1050000.0,15-02-2017,Alm.,7608,4,Villa,138,1915,-4 %
Sønderstrupvej 123 4360 Kirke Eskilstrup,4360,1400000.0,05-12-2016,Alm.,6034,6,Stuehus,232,2008,
Lindegårdsparken 13 4360 Kirke Eskilstrup,4360,1200000.0,02-11-2016,Alm.,9600,4,Villa,125,1976,
Lindegårdsparken 52 4360 Kirke Eskilstrup,4360,425000.0,25-10-2016,Fam.,2992,5,Villa,142,1979,
Agerupvej 4 4360 Kirke Eskilstrup,4360,1300000.0,04-10-2016,Alm.,15662,4,Stuehus,83,1925,
Stestrup Oldvej 51 4360 Kirke Eskilstrup,4360,56700.0,20-09-2016,Andet,356,7,Stuehus,159,1965,
Stestrup Oldvej 33 4360 Kirke Eskilstrup,4360,2250000.0,19-09-2016,Alm.,21844,4,Stuehus,103,1925,-10 %
Stestrup Oldvej 53 4360 Kirke Eskilstrup,4360,46900.0,19-09-2016,Andet,253,4,Stuehus,185,1991,
Stationsvej 21 4360 Kirke Eskilstrup,4360,1550000.0,16-09-2016,Alm.,9872,5,Villa,157,1910,-3 %
Stestrup Oldvej 73A 4360 Kirke Eskilstrup,4360,10800.0,05-09-2016,Andet,31,7,Stuehus,339,1998,
Sønderstrupvej 115 4360 Kirke Eskilstrup,4360,1500000.0,25-08-2016,Alm.,8823,7,Villa,170,1962,-10 %
Sønderstrupvej 178 4360 Kirke Eskilstrup,4360,1350000.0,19-08-2016,Alm.,7848,9,Villa,172,1958,-10 %
Eliasmindevej 26 4360 Kirke Eskilstrup,4360,725000.0,24-07-2016,Fam.,7250,4,Villa,100,2006,
Stestrupvej 84 4360 Kirke Eskilstrup,4360,2250000.0,20-07-2016,Alm.,10368,5,Villa,217,1902,-4 %
Eliasmindevej 19 4360 Kirke Eskilstrup,4360,2195000.0,20-07-2016,Alm.,16884,6,Villa,130,1998,0 %
Holtevej 28 4360 Kirke Eskilstrup,4360,3400000.0,17-07-2016,Fam.,18681,6,Stuehus,182,1960,
Vinkelvej 9 4360 Kirke Eskilstrup,4360,400000.0,11-07-2016,Alm.,5882,5,Industri o.l.,68,1967,
Borgergade 12 4360 Kirke Eskilstrup,4360,680000.0,08-07-2016,Fam.,6181,3,Villa,110,1910,
Agerupvej 41 4360 Kirke Eskilstrup,4360,2735000.0,23-06-2016,Alm.,9698,7,Stuehus,282,1923,-1 %
Stestrupvej 52 4360 Kirke Eskilstrup,4360,1545000.0,06-05-2016,Alm.,8174,8,Stuehus,189,1901,-9 %
Platanvej 56 4360 Kirke Eskilstrup,4360,1470000.0,21-03-2016,Alm.,9800,6,Villa,150,1967,-2 %
Lindegårdsparken 16 4360 Kirke Eskilstrup,4360,800000.0,21-12-2015,Alm.,5228,5,Villa,153,1974,
Agerupvej 40 4360 Kirke Eskilstrup,4360,1700000.0,01-12-2015,Alm.,5396,7,Villa,315,1924,-10 %
Lindegårdsparken 8 4360 Kirke Eskilstrup,4360,895000.0,31-08-2015,Alm.,6884,5,Villa,130,1973,-10 %
Lindegårdsparken 70 4360 Kirke Eskilstrup,4360,1285000.0,03-06-2015,Alm.,9049,5,Villa,142,1979,-14 %
Stestrupvej 73 4360 Kirke Eskilstrup,4360,1600000.0,22-05-2015,Alm.,11428,6,Stuehus,140,1910,-15 %
Lindegårdsparken 30 4360 Kirke Eskilstrup,4360,1725000.0,19-05-2015,Alm.,8414,7,Villa,205,1973,-4 %
Stestrupvej 6 4360 Kirke Eskilstrup,4360,650000.0,25-04-2015,Alm.,5158,6,Villa,126,1890,-6 %
Stestrupvej 110 4360 Kirke Eskilstrup,4360,1220037.0,24-02-2015,Alm.,10000,4,Stuehus,122,1930,
Eliasmindevej 47 4360 Kirke Eskilstrup,4360,488718.0,24-02-2015,Fam.,3647,4,Villa,134,1990,-65 %
Eliasmindevej 43 4360 Kirke Eskilstrup,4360,1300000.0,28-01-2015,Alm.,11016,4,Villa,118,1990,-10 %
Eliasmindevej 49 4360 Kirke Eskilstrup,4360,900000.0,26-01-2015,Alm.,7627,4,Villa,118,1990,0 %
Stestrup Old 17 4360 Kirke Eskilstrup,4360,2500000.0,22-12-2014,Alm.,16666,6,Stuehus,150,1870,
Stationsvej 3 4360 Kirke Eskilstrup,4360,503932.0,05-12-2014,Alm.,5792,3,Villa,87,1948,
Borgergade 15A 4360 Kirke Eskilstrup,4360,170000.0,01-12-2014,Fam.,1545,5,Stuehus,110,1901,
Lindegårdsparken 22 4360 Kirke Eskilstrup,4360,1200000.0,25-11-2014,Alm.,8888,4,Villa,135,1977,-7 %
Stestrup Old 5 4360 Kirke Eskilstrup,4360,646000.0,20-10-2014,Fam.,2858,5,Stuehus,226,1800,
