address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Rødding Birkevej 14 6630 Rødding,14,635477.0,04-05-2017,Fam.,3673,6,Villa,173,1963,
Skovvænget 33 6630 Rødding,33,875000.0,04-05-2017,Alm.,7478,4,Rækkehus,117,1976,-1 %
Rugtoften 93 6630 Rødding,93,540000.0,02-05-2017,Alm.,4954,4,Rækkehus,109,1980,-8 %
Trøjborgvej 13 6630 Rødding,13,775000.0,01-05-2017,Alm.,4696,6,Villa,165,1971,-3 %
Jels Søndergade 41 6630 Rødding,41,676000.0,01-05-2017,Andet,4694,5,Villa,144,1964,-59 %
Bakkegårdsparken 10 6630 Rødding,10,925000.0,26-04-2017,Alm.,7061,5,Villa,131,1987,-3 %
Mejerivej 1 6630 Rødding,1,965000.0,23-04-2017,Alm.,4509,7,Villa,214,1930,-3 %
Ribevej 37 6630 Rødding,37,200000.0,06-04-2017,Alm.,1369,4,Villa,146,1938,-49 %
Skovvænget 34 6630 Rødding,34,700000.0,05-04-2017,Alm.,5982,4,Rækkehus,117,1976,-7 %
Troldkærvej 8 6630 Rødding,8,2195000.0,03-04-2017,Alm.,11256,5,Villa,195,2012,
Klokkehøj 14 6630 Rødding,14,1500000.0,31-03-2017,Alm.,9554,5,Villa,157,2009,-5 %
Mølletoften 9 6630 Rødding,9,1025000.0,31-03-2017,Alm.,7945,5,Villa,129,1996,-2 %
Møgelmosevej 16 6630 Rødding,16,730000.0,28-03-2017,Alm.,6083,4,Villa,120,1965,10 %
Ribevej 30 6630 Rødding,30,300000.0,28-03-2017,Alm.,1973,7,Villa,152,1934,-39 %
Københovedvej 26 6630 Rødding,26,760000.0,17-03-2017,Alm.,5314,6,Villa,143,1985,-4 %
Vestermarksvej 6 6630 Rødding,6,850000.0,16-03-2017,Alm.,6967,3,Stuehus,122,1877,
Søndergyden 22 6630 Rødding,22,580000.0,15-03-2017,Alm.,3918,5,Villa,148,1930,-3 %
Mejerivej 17 6630 Rødding,17,18665000.0,14-03-2017,Alm.,62634,8,Stuehus,298,1907,
Sdr Hygum Birkevej 16 6630 Rødding,16,650000.0,06-03-2017,Alm.,4452,5,Villa,146,1969,-6 %
Låsledvej 33 6630 Rødding,33,2000000.0,06-03-2017,Alm.,11904,3,Stuehus,168,1700,-13 %
Østervænge 16 6630 Rødding,16,525000.0,03-03-2017,Alm.,2949,7,Villa,178,1974,-12 %
Skovvænget 10 6630 Rødding,10,980000.0,03-03-2017,Alm.,6853,5,Villa,143,1977,-6 %
Grammingtoften 11 6630 Rødding,11,560000.0,01-03-2017,Alm.,3456,5,Villa,162,1977,
Stenvej 5 6630 Rødding,5,820000.0,22-02-2017,Alm.,3727,7,Villa,220,1925,-3 %
Jelsvej 7 6630 Rødding,7,512500.0,21-02-2017,Alm.,5694,3,Villa,90,1797,-6 %
Midtervang 4 6630 Rødding,4,640000.0,14-02-2017,Alm.,5120,5,Villa,125,1950,-14 %
Højgade 50 6630 Rødding,50,740000.0,13-02-2017,Alm.,6607,4,Villa,112,1969,-7 %
Fæstedvej 32 6630 Rødding,32,850000.0,10-02-2017,Alm.,5279,7,Stuehus,161,1857,
Københovedvej 28 6630 Rødding,28,680000.0,09-02-2017,Alm.,4788,4,Villa,142,1981,
Lindevej 17 6630 Rødding,17,150000.0,08-02-2017,Alm.,986,11,BygningTilLager,152,1898,-39 %
Guldbjergvej 4 6630 Rødding,4,225000.0,07-02-2017,Alm.,2368,3,Villa,95,1850,
Jels Toftevej 1 6630 Rødding,1,1475000.0,03-02-2017,Alm.,4566,8,Villa,323,1960,-8 %
Rugtoften 73 6630 Rødding,73,940000.0,02-02-2017,Alm.,6573,5,Villa,143,1979,-6 %
Galgetoften 53 6630 Rødding,53,850000.0,20-01-2017,Alm.,6800,4,Villa,125,1978,-5 %
Jels Møllegade 4 6630 Rødding,4,1111300.0,20-01-2017,Alm.,2697,15,Villa,412,1906,
Rundkærvej 4 6630 Rødding,4,10100000.0,12-01-2017,Alm.,32475,10,Stuehus,311,1880,
Mejerivej 6 6630 Rødding,6,600000.0,06-01-2017,Fam.,5454,4,Villa,110,1952,
Frihedsvej 10 6630 Rødding,10,3136749.0,06-01-2017,Alm.,19243,6,Stuehus,163,1914,
Rytterdam 22 6630 Rødding,22,900000.0,01-01-2017,Alm.,7758,4,Villa,116,1954,
Jarlsvej 4 6630 Rødding,4,1495000.0,30-12-2016,Alm.,11325,6,Villa,132,1860,
Skodborg Kirkevej 3 6630 Rødding,3,393205.0,23-12-2016,Alm.,3001,5,Villa,131,1955,-43 %
Ollingvej 8 6630 Rødding,8,315000.0,21-12-2016,Alm.,3937,2,Villa,80,1950,
Sønderbyvej 8 6630 Rødding,8,825000.0,19-12-2016,Alm.,4768,5,Stuehus,173,1955,-17 %
Louisevej 16 6630 Rødding,16,682500.0,16-12-2016,Alm.,4875,4,Villa,140,1974,-8 %
Låsledvej 4 6630 Rødding,4,360000.0,14-12-2016,Alm.,2432,5,Villa,148,1911,-9 %
Skodborg Stadionvej 3 6630 Rødding,3,695000.0,14-12-2016,Fam.,6813,3,Villa,102,1960,
Ørstedvej 1 6630 Rødding,1,780000.0,14-12-2016,Alm.,4756,6,Villa,164,1962,-2 %
Bakkegårdsparken 124C 6630 Rødding,0,400000.0,09-12-2016,Alm.,3333,4,Rækkehus,120,1985,
Bregnegårdsvej 17 6630 Rødding,17,1295000.0,02-12-2016,Alm.,6962,8,Villa,186,1966,0 %
Grammingtoften 19 6630 Rødding,19,1345000.0,29-11-2016,Alm.,7309,5,Villa,184,1997,
Ribevej 5 6630 Rødding,5,1300000.0,28-11-2016,Andet,9285,6,Stuehus,140,1830,
Abildskærvej 2 6630 Rødding,2,5200000.0,25-11-2016,Alm.,21666,8,Stuehus,240,1857,
Barsbøl Søndermark 11 6630 Rødding,11,168524.0,22-11-2016,Alm.,925,5,Villa,182,2017,
Brudsigvej 1 6630 Rødding,1,4154000.0,20-11-2016,Alm.,21302,9,Stuehus,195,1863,
Galgetoften 12 6630 Rødding,12,915000.0,17-11-2016,Alm.,6828,5,Villa,134,1978,0 %
Jels Skovvej 14 6630 Rødding,14,1285000.0,16-11-2016,Alm.,6489,6,Villa,198,1852,-5 %
Jens Hørlücksvej 1 6630 Rødding,1,900000.0,14-11-2016,Alm.,5769,7,Villa,156,1938,-7 %
Skodborg Møllegade 6 6630 Rødding,6,815000.0,10-11-2016,Alm.,5191,4,Villa,157,1890,-6 %
Ulvebakken 4 6630 Rødding,4,195000.0,03-11-2016,Alm.,1433,7,Villa,136,1954,0 %
Præstevænget 39 6630 Rødding,39,365000.0,31-10-2016,Alm.,3379,4,Villa,108,1967,-8 %
