address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Asfergvej 19 8981 Spentrup,19,300000.0,25-04-2017,Alm.,3409,2,Stuehus,88,1927,
Ka Fiilsvej 1 8981 Spentrup,1,492528.0,18-04-2017,Fam.,3788,4,Villa,130,1965,
Modesvej 16 8981 Spentrup,16,1300000.0,04-04-2017,Alm.,11403,4,Villa,114,1981,-3 %
Stisbakken 4 8981 Spentrup,4,462000.0,29-03-2017,Alm.,3422,5,Rækkehus,135,1827,-7 %
Asfergvej 9 8981 Spentrup,9,228921.0,17-03-2017,Alm.,1589,7,Stuehus,144,1906,
Amtsvejen 45 8981 Spentrup,45,630000.0,10-03-2017,Alm.,3841,4,Villa,164,1969,-10 %
Spangen 51 8981 Spentrup,51,597500.0,09-03-2017,Fam.,4979,4,Villa,120,1825,-54 %
Ka Fiilsvej 6 8981 Spentrup,6,950000.0,06-03-2017,Alm.,7916,4,Villa,120,1970,-5 %
Mariagervej 452 8981 Spentrup,452,1440000.0,03-03-2017,Alm.,5691,7,Villa,253,1923,0 %
Amtsvejen 18 8981 Spentrup,18,560000.0,24-02-2017,Alm.,5090,4,Villa,110,1979,-13 %
Knøsvej 3 8981 Spentrup,3,775000.0,16-02-2017,Alm.,7311,4,Villa,106,1972,-3 %
Modesvej 18 8981 Spentrup,18,600000.0,18-01-2017,Alm.,4615,5,Villa,130,1982,
Dyssehøjvej 12 8981 Spentrup,12,92190.0,17-01-2017,Alm.,515,8,Villa,179,2015,
Lindevej 27 8981 Spentrup,27,2645000.0,09-01-2017,Alm.,13634,6,Villa,194,1900,-5 %
Hadsundvej 342 8981 Spentrup,342,1667100.0,06-01-2017,Andet,6695,7,Stuehus,249,1912,
Modesvej 23 8981 Spentrup,23,50000.0,06-01-2017,Andet,277,8,Villa,180,1989,-97 %
Stationsvej 35 8981 Spentrup,35,1000000.0,27-12-2016,Alm.,7142,6,Villa,140,1956,-7 %
Bindeledet 7 8981 Spentrup,7,193611.0,13-12-2016,Fam.,1975,3,Villa,98,1966,
Guldbjergvang 9 8981 Spentrup,9,1845000.0,13-12-2016,Alm.,10603,4,Villa,174,1915,-7 %
Balgårdsvej 26 8981 Spentrup,26,1200000.0,12-12-2016,Alm.,8053,5,Villa,149,1949,-4 %
Kaktusvej 8 8981 Spentrup,8,966000.0,07-12-2016,Alm.,7666,4,Villa,126,1968,-2 %
Mejlbyvej 30 8981 Spentrup,30,2706308.0,29-11-2016,Alm.,25531,5,Stuehus,106,1890,
Bjergbyvej 57 8981 Spentrup,57,900000.0,27-11-2016,Alm.,6428,6,Villa,140,1928,-10 %
Dyrbyvej 55 8981 Spentrup,55,1300000.0,27-11-2016,Alm.,8176,4,Villa,159,1902,-11 %
Bindeledet 13 8981 Spentrup,13,925000.0,24-11-2016,Alm.,6292,6,Villa,147,1966,-7 %
Mads Dossvej 3 8981 Spentrup,3,1350000.0,24-11-2016,Alm.,11946,4,Villa,113,1978,
Bragesvej 10 8981 Spentrup,10,1495000.0,08-11-2016,Alm.,5662,10,Villa,264,1970,0 %
Brorsonsvej 8 8981 Spentrup,8,500000.0,28-10-2016,Alm.,5050,3,Villa,99,1949,-9 %
Lindevej 31 8981 Spentrup,31,2040000.0,24-10-2016,Alm.,10625,5,Villa,192,1910,-7 %
Sparrehusevej 15 8981 Spentrup,15,630000.0,16-10-2016,Alm.,3500,5,Villa,180,1900,-30 %
Frøken Sophiesvej 3 8981 Spentrup,3,1135000.0,14-10-2016,Alm.,9153,4,Villa,124,1977,-5 %
