address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Assenholmvej 19 6200 Aabenraa,19,250000.0,11-05-2017,Fam.,2551,4,Stuehus,98,1870,
Grøngrøftvej 16 6200 Aabenraa,16,7600000.0,10-05-2017,Alm.,138181,28,Døgninstitution,55,1895,1 %
Farversmøllevej 121 6200 Aabenraa,121,625000.0,09-05-2017,Alm.,4464,4,Villa,140,1964,
Kirkeplads 8C 6200 Aabenraa,0,1450000.0,04-05-2017,Alm.,8630,4,Villa,168,1855,
Stegholt 46 6200 Aabenraa,46,1175000.0,04-05-2017,Alm.,4607,6,Villa,255,1963,-8 %
"Frydendal 11E, 2. 19 6200 Aabenraa",19,900000.0,01-05-2017,Alm.,8571,3,Lejlighed,105,1974,
Løgumklostervej 197 6200 Aabenraa,197,1460000.0,28-04-2017,Alm.,9480,6,Villa,154,1938,-2 %
Solsiden 8 6200 Aabenraa,8,350000.0,19-04-2017,Fam.,4069,2,Villa,86,1962,
Rantzausvej 28 6200 Aabenraa,28,2465000.0,18-04-2017,Alm.,14331,6,Villa,172,1998,-1 %
Nygade 49B 6200 Aabenraa,0,355000.0,18-04-2017,Alm.,6574,2,Rækkehus,54,1800,-10 %
Stenpolde 3 6200 Aabenraa,3,147777.0,16-04-2017,Fam.,1970,5,Sommerhus,75,1976,
Barsmark Bygade 168 6200 Aabenraa,168,707000.0,07-04-2017,Alm.,5891,4,Villa,120,1812,-11 %
Bytoften 15 6200 Aabenraa,15,350000.0,06-04-2017,Alm.,2966,4,Villa,118,1967,-29 %
Tækkerløkke 29 6200 Aabenraa,29,3050000.0,05-04-2017,Alm.,16850,7,Villa,181,1951,-5 %
Skovgårdsvej 12 6200 Aabenraa,12,2412000.0,05-04-2017,Alm.,14981,6,Villa,161,2008,-3 %
Søndermarksvej 5 6200 Aabenraa,5,1000000.0,04-04-2017,Alm.,6993,5,Villa,143,1974,
Solvænget 29 6200 Aabenraa,29,325000.0,04-04-2017,Alm.,2777,5,Villa,117,1971,
Tøndervej 275 6200 Aabenraa,275,1025000.0,03-04-2017,Alm.,6029,6,Villa,170,1947,-2 %
"Svinget 2B, 1. TV 6200 Aabenraa",0,700000.0,01-04-2017,Alm.,9459,3,Lejlighed,74,1989,
Løjt Vestervang 7 6200 Aabenraa,7,1260000.0,29-03-2017,Alm.,10161,5,Villa,124,1967,
"Skibbrogade 4, 1 6200 Aabenraa",1,825000.0,29-03-2017,Fam.,9269,2,Villa,89,1845,
Farverhus 272 6200 Aabenraa,272,343500.0,27-03-2017,Fam.,2642,5,Villa,130,1973,
"Frydendal 11F, 2. 37 6200 Aabenraa",37,985000.0,25-03-2017,Alm.,9380,3,Lejlighed,105,1974,
Blæsbjergvej 25B 6200 Aabenraa,0,395000.0,23-03-2017,Alm.,3590,4,Villa,110,1978,0 %
Lindsnakkevej 13 6200 Aabenraa,13,2695000.0,22-03-2017,Alm.,15312,6,Villa,176,1927,
Grøngrøftvej 9 6200 Aabenraa,9,1300000.0,22-03-2017,Alm.,6598,8,Stuehus,197,1950,
Bjerndrup Bygade 33 6200 Aabenraa,33,320000.0,20-03-2017,Alm.,4444,3,Villa,72,1940,-7 %
Stegholt 44 6200 Aabenraa,44,1135000.0,17-03-2017,Alm.,9618,4,Villa,118,1964,-5 %
Styrtom Engvej 11 6200 Aabenraa,11,1550000.0,16-03-2017,Alm.,7989,6,Villa,194,1976,
Vestvejen 102 6200 Aabenraa,102,825000.0,16-03-2017,Alm.,6875,5,Villa,120,1929,-8 %
Varnæs Kirkevej 13 6200 Aabenraa,13,350000.0,14-03-2017,Alm.,2892,4,Villa,121,1953,-26 %
Margrethegårdsvej 6 6200 Aabenraa,6,750000.0,14-03-2017,Alm.,5000,5,Villa,150,1900,
Askemosen 13 6200 Aabenraa,13,1560000.0,10-03-2017,Alm.,8167,4,Villa,191,1969,
Søndervej 8 6200 Aabenraa,8,1619000.0,10-03-2017,Fam.,11564,5,Stuehus,140,1967,
Kromai 47 6200 Aabenraa,47,1570000.0,08-03-2017,Alm.,10328,5,Villa,152,1977,-5 %
Uglekær 83 6200 Aabenraa,83,1040000.0,06-03-2017,Fam.,5502,5,Villa,189,1979,
Frueløkke 193 6200 Aabenraa,193,2200000.0,06-03-2017,Alm.,12571,5,Villa,175,2006,-3 %
Skovgårdsvej 14 6200 Aabenraa,14,1153000.0,06-03-2017,Fam.,7391,6,Villa,156,2012,
Barsøvej 134 6200 Aabenraa,134,520000.0,03-03-2017,Fam.,5000,4,Villa,104,1857,
Oldermandsløkken 8 6200 Aabenraa,8,1300000.0,03-03-2017,Alm.,9774,4,Villa,133,1968,-13 %
Rodbjerg 40 6200 Aabenraa,40,795000.0,02-03-2017,Alm.,16562,2,Sommerhus,48,1962,
Langløkke 6 6200 Aabenraa,6,775000.0,27-02-2017,Alm.,7908,3,Villa,98,1959,-3 %
Skarkær 112 6200 Aabenraa,112,515000.0,25-02-2017,Alm.,7803,4,Sommerhus,66,1967,
Skoleløkke 17 6200 Aabenraa,17,550000.0,23-02-2017,Alm.,4583,4,Villa,120,1966,-8 %
Barsbæklund 16 6200 Aabenraa,16,1800000.0,23-02-2017,Alm.,13953,5,Sommerhus,129,2006,-10 %
Gadedam 6 6200 Aabenraa,6,450000.0,22-02-2017,Alm.,4500,4,Villa,100,1963,
Barsmark Bygade 246 6200 Aabenraa,246,2675000.0,21-02-2017,Alm.,13717,6,Stuehus,195,1821,
Bag Hjelm 36 6200 Aabenraa,36,1050000.0,20-02-2017,Alm.,11170,3,Villa,94,1949,-4 %
Løjt Skolegade 15 6200 Aabenraa,15,925000.0,20-02-2017,Alm.,8185,3,Villa,113,1933,-11 %
Gamle Kongevej 50A 6200 Aabenraa,0,1125000.0,19-02-2017,Alm.,7758,4,Villa,145,1971,-16 %
Gammel Ribevej 137 6200 Aabenraa,137,500000.0,16-02-2017,Alm.,2941,11,Villa,170,1949,
"Bryggervænget 8, ST. 2 6200 Aabenraa",2,600000.0,16-02-2017,Alm.,9230,2,Lejlighed,65,1969,-2 %
Kongensgade 28 6200 Aabenraa,28,65000.0,15-02-2017,Alm.,457,4,Stuehus,142,1971,
Kirkebakken 4 6200 Aabenraa,4,3637500.0,14-02-2017,Alm.,16997,5,Villa,214,1925,-3 %
Tøndervej 59 6200 Aabenraa,59,1610000.0,10-02-2017,Alm.,12677,5,Villa,127,1935,-2 %
Brunbjergvej 64L 6200 Aabenraa,0,1216588.0,09-02-2017,Fam.,5934,5,Villa,205,2016,
Jættevej 13 6200 Aabenraa,13,1775000.0,07-02-2017,Alm.,9102,6,Villa,195,1964,-1 %
Farverhus 144 6200 Aabenraa,144,2435000.0,04-02-2017,Alm.,14580,6,Villa,167,1971,-3 %
Årupgade 45 6200 Aabenraa,45,1483828.0,03-02-2017,Alm.,8064,8,Stuehus,184,1929,
Fjordvej 4 6200 Aabenraa,4,638812.0,02-02-2017,Alm.,4316,5,Villa,148,1974,
Lønholt 54A 6200 Aabenraa,0,320000.0,01-02-2017,Alm.,3678,4,Sommerhus,87,1981,-75 %
Gramsløkke 13 6200 Aabenraa,13,1260000.0,01-02-2017,Alm.,9402,4,Villa,134,1968,-8 %
Højgadeforte 26 6200 Aabenraa,26,617500.0,30-01-2017,Alm.,4678,4,Villa,132,1877,
Havretoften 28 6200 Aabenraa,28,945000.0,30-01-2017,Alm.,6472,5,Villa,146,1978,-3 %
Dybkærvej 19 6200 Aabenraa,19,1051565.0,30-01-2017,Alm.,3157,9,Villa,333,1902,
Skovparken 58 6200 Aabenraa,58,2800000.0,30-01-2017,Alm.,20895,4,Villa,134,2015,
"Kallemosen 5, 1. TH 6200 Aabenraa",0,950000.0,25-01-2017,Alm.,10439,3,Lejlighed,91,1984,
Kliplev Hovedgade 4 6200 Aabenraa,4,626519.0,24-01-2017,Alm.,2983,8,Villa,210,1935,
Dybvighovedvej 332 6200 Aabenraa,332,650000.0,24-01-2017,Alm.,12500,2,Sommerhus,52,2012,
Nørreport 17B 6200 Aabenraa,0,1550000.0,23-01-2017,Alm.,8423,4,Lejlighed,184,1957,
Limbekvej 8 6200 Aabenraa,8,650000.0,21-01-2017,Alm.,5118,5,Villa,127,1979,-6 %
Damgade 13 6200 Aabenraa,13,555613.0,20-01-2017,Andet,2863,7,Villa,194,1890,
Surkær 17 6200 Aabenraa,17,1450000.0,20-01-2017,Alm.,7250,6,Villa,200,1968,-14 %
Rantzausvej 14 6200 Aabenraa,14,468250.0,19-01-2017,Fam.,3100,4,Villa,151,1998,
Brunbjergvej 62H 6200 Aabenraa,0,1077500.0,19-01-2017,Fam.,7088,6,Villa,152,2013,
Lundtoftvej 2 6200 Aabenraa,2,495000.0,16-01-2017,Alm.,5439,4,Villa,91,1967,-9 %
Callesensgade 5 6200 Aabenraa,5,1675000.0,13-01-2017,Alm.,12226,5,Villa,137,1922,0 %
Skovparken 56 6200 Aabenraa,56,3125000.0,13-01-2017,Alm.,18601,6,Villa,168,2015,-4 %
Bjerndrup Bygade 30A 6200 Aabenraa,0,520000.0,11-01-2017,Alm.,3132,6,Villa,166,1979,-4 %
Høgelsbjerg 7 6200 Aabenraa,7,1550000.0,11-01-2017,Alm.,9011,7,Villa,172,1979,-3 %
Damgade 9 6200 Aabenraa,9,985000.0,10-01-2017,Alm.,5025,7,Villa,196,1877,-1 %
Barsøvej 1 6200 Aabenraa,1,975000.0,05-01-2017,Alm.,4131,7,Villa,236,1854,-13 %
Flensborg Landevej 5 6200 Aabenraa,5,450000.0,03-01-2017,Alm.,4285,5,Villa,105,1827,
"Bjerggade 6B, 2. TH 6200 Aabenraa",0,2250000.0,23-12-2016,Alm.,13005,5,Lejlighed,173,1879,-2 %
"Vestergade 26, ST. 2 6200 Aabenraa",2,220000.0,23-12-2016,Fam.,3283,2,Lejlighed,67,1964,
Grønnevej 6 6200 Aabenraa,6,1725000.0,23-12-2016,Alm.,10147,6,Villa,170,1983,-7 %
Tingvej 16 6200 Aabenraa,16,1630000.0,22-12-2016,Alm.,11811,4,Stuehus,138,1975,
Hjarupvej 15 6200 Aabenraa,15,1550000.0,21-12-2016,Alm.,10130,5,Villa,153,1964,4 %
Skovvænget 6 6200 Aabenraa,6,494500.0,21-12-2016,Alm.,4155,4,Villa,119,1963,
Rodbjerg 42 6200 Aabenraa,42,1175000.0,21-12-2016,Alm.,9631,4,Sommerhus,122,1962,
Sdr Landevej 1 6200 Aabenraa,1,80000.0,20-12-2016,Alm.,672,5,Villa,119,1900,
Varnæsvej 123 6200 Aabenraa,123,450000.0,20-12-2016,Alm.,5000,4,Villa,90,1937,0 %
Brydekær 4 6200 Aabenraa,4,800000.0,19-12-2016,Alm.,6956,4,Villa,115,1965,-5 %
Varnæsvej 741 6200 Aabenraa,741,530000.0,16-12-2016,Alm.,4416,3,Villa,120,1965,-18 %
Søgård Ringvej 16 6200 Aabenraa,16,565000.0,15-12-2016,Alm.,3284,5,Villa,172,1897,-5 %
Stennevej 36 6200 Aabenraa,36,2400000.0,15-12-2016,Alm.,12307,6,Villa,195,1803,-4 %
Barsbæklund 48 6200 Aabenraa,48,819716.0,14-12-2016,Fam.,6454,4,Sommerhus,127,2006,
"Kallemosen 5, 1. TV 6200 Aabenraa",0,1340000.0,14-12-2016,Alm.,11551,4,Lejlighed,116,1984,-13 %
Sønderport 60 6200 Aabenraa,60,1325000.0,13-12-2016,Alm.,9075,5,Villa,146,1938,-4 %
Klostervang 73 6200 Aabenraa,73,1250000.0,13-12-2016,Alm.,7062,5,Villa,177,1979,-3 %
Nørretoft 29 6200 Aabenraa,29,900000.0,12-12-2016,Alm.,9090,3,Villa,99,1999,
Stalholt 6 6200 Aabenraa,6,1250000.0,12-12-2016,Alm.,8620,5,Villa,145,1967,-3 %
"Bjerggade 6B, 2. TV 6200 Aabenraa",0,2110000.0,09-12-2016,Alm.,13439,4,Lejlighed,157,1879,1 %
"Bryggervænget 8, 1. 9 6200 Aabenraa",9,600000.0,09-12-2016,Alm.,9230,2,Lejlighed,65,1969,
Frueløkke 24 6200 Aabenraa,24,800000.0,09-12-2016,Alm.,9195,4,Rækkehus,87,1980,-9 %
"Flensborgvej 28, ST. TV 6200 Aabenraa",0,2200000.0,09-12-2016,Alm.,15492,4,Lejlighed,142,1972,-7 %
Wais 6 6200 Aabenraa,6,600000.0,06-12-2016,Alm.,4166,4,Villa,144,1969,-12 %
Kirkegårdsvej 6 6200 Aabenraa,6,695000.0,06-12-2016,Alm.,4964,6,Villa,140,1924,0 %
Nymøllevej 17 6200 Aabenraa,17,990000.0,05-12-2016,Alm.,7920,4,Villa,125,1959,-3 %
Sønderborgvej 143 6200 Aabenraa,143,155000.0,05-12-2016,Alm.,1026,5,Villa,151,1900,
Stenløkke 28 6200 Aabenraa,28,710000.0,02-12-2016,Alm.,6698,4,Villa,106,1971,-5 %
Hasselkær 47 6200 Aabenraa,47,250000.0,01-12-2016,Alm.,2604,3,Villa,96,1980,
Skarkær 106 6200 Aabenraa,106,100000.0,01-12-2016,Fam.,2000,3,Sommerhus,50,1968,
Teglholt 15 6200 Aabenraa,15,1390000.0,01-12-2016,Alm.,10775,5,Rækkehus,129,1969,-7 %
Egemosen 8 6200 Aabenraa,8,1500000.0,01-12-2016,Alm.,11029,5,Villa,136,1970,-10 %
Haderslevvej 352 6200 Aabenraa,352,960000.0,01-12-2016,Alm.,9411,4,Villa,102,1866,-4 %
Barsøvænget 16 6200 Aabenraa,16,2280000.0,01-12-2016,Fam.,12954,6,Villa,176,2010,
Kongensgade 60 6200 Aabenraa,60,2435000.0,30-11-2016,Alm.,7983,8,Villa,305,1908,
Nørrevang 26 6200 Aabenraa,26,880000.0,30-11-2016,Alm.,8800,3,Villa,100,1957,
Holmvej 1 6200 Aabenraa,1,1250000.0,30-11-2016,Alm.,7352,7,Villa,170,1927,-3 %
