address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Bredefeldsvej 2 8450 Hammel,2,1520000.0,04-05-2017,Alm.,14074,5,Villa,108,1963,-2 %
Enghavevej 21 8450 Hammel,21,1150000.0,19-04-2017,Alm.,11734,4,Villa,98,1964,-8 %
Bekkasinvej 2 8450 Hammel,2,1800000.0,04-04-2017,Alm.,6060,7,Villa,297,1976,-5 %
Klintevej 13 8450 Hammel,13,1000000.0,03-04-2017,Alm.,11764,2,Villa,85,1969,
Pilevej 3 8450 Hammel,3,1250000.0,24-03-2017,Alm.,8620,4,Villa,145,1931,-3 %
Bakkedraget 7 8450 Hammel,7,1875000.0,23-03-2017,Alm.,14648,4,Villa,128,1974,0 %
Skovvangsvej 27 8450 Hammel,27,1860000.0,21-03-2017,Alm.,9489,9,Villa,196,1971,-7 %
Vadstedvej 11 8450 Hammel,11,900000.0,20-03-2017,Alm.,6428,5,Villa,140,1900,-10 %
Dyrlundsvej 12 8450 Hammel,12,1080000.0,18-03-2017,Alm.,8120,4,Villa,133,1968,-6 %
Sallvej 187 8450 Hammel,187,1050000.0,23-02-2017,Alm.,8536,6,Villa,123,1923,-16 %
Bredefeldsvej 14C 8450 Hammel,0,525000.0,23-02-2017,Alm.,13815,1,Rækkehus,38,1967,0 %
Elmevej 19 8450 Hammel,19,2135000.0,20-02-2017,Alm.,12412,7,Villa,172,1962,-3 %
Nørretoften 22 8450 Hammel,22,348500.0,10-02-2017,Fam.,2833,4,Villa,123,1934,
Tingmosevej 7 8450 Hammel,7,1925000.0,10-02-2017,Alm.,14922,4,Villa,129,1966,0 %
Gl Frijsenborgvej 14A 8450 Hammel,0,31000000.0,09-02-2017,Alm.,300970,3,Lejlighed,103,2009,
Anbækvej 11 8450 Hammel,11,1595000.0,03-02-2017,Alm.,13291,4,Villa,120,1904,0 %
Dalstrøget 14 8450 Hammel,14,1950000.0,02-02-2017,Alm.,13175,5,Villa,148,1974,-2 %
Gl Århusvej 6 8450 Hammel,6,750000.0,02-02-2017,Alm.,5172,5,Villa,145,1944,-25 %
Toftevej 5A 8450 Hammel,0,1797000.0,02-02-2017,Alm.,18151,3,Rækkehus,99,2016,
Jagtvej 16 8450 Hammel,16,943312.0,01-02-2017,Alm.,6206,5,Villa,152,1997,
Skræddergyden 46 8450 Hammel,46,420000.0,26-01-2017,Alm.,4200,5,Villa,100,1967,-7 %
Præstemarksvej 46 8450 Hammel,46,1775000.0,18-01-2017,Alm.,13446,4,Villa,132,1977,-1 %
Jagtvej 107 8450 Hammel,107,2725000.0,18-01-2017,Alm.,16124,5,Villa,169,2002,-5 %
Egevej 7 8450 Hammel,7,1150000.0,17-01-2017,Alm.,8778,4,Villa,131,1960,-4 %
Søby Kirkevej 21 8450 Hammel,21,800000.0,12-01-2017,Alm.,5633,3,Villa,142,1970,-11 %
Anbækvej 110 8450 Hammel,110,995000.0,06-01-2017,Alm.,5467,4,Villa,182,1927,0 %
Gl Frijsenborgvej 30 8450 Hammel,30,1750000.0,06-01-2017,Alm.,5417,13,Villa,323,1887,-3 %
Hjortebakken 38 8450 Hammel,38,2150000.0,05-01-2017,Alm.,14429,5,Villa,149,2014,-6 %
Præstemarksvej 9 8450 Hammel,9,1750000.0,04-01-2017,Alm.,13779,4,Villa,127,1984,-3 %
Glæsborgvej 35 8450 Hammel,35,2400000.0,03-01-2017,Alm.,12765,4,Stuehus,188,1938,-4 %
Gl Randersvej 81 8450 Hammel,81,1395000.0,30-12-2016,Alm.,9964,4,Villa,140,1880,0 %
Toftevej 8A 8450 Hammel,0,1350000.0,21-12-2016,Alm.,15517,2,Lejlighed,87,2012,
Rolighedsvej 21 8450 Hammel,21,1260000.0,20-12-2016,Alm.,10769,4,Villa,117,1977,-3 %
Eriksminde 62 8450 Hammel,62,2450000.0,20-12-2016,Fam.,9386,6,Villa,261,1929,
Hjortebakken 8 8450 Hammel,8,3100000.0,20-12-2016,Alm.,17032,5,Villa,182,2011,-6 %
Ny Tilemannsvej 9 8450 Hammel,9,1125000.0,08-12-2016,Alm.,7705,4,Villa,146,1965,-6 %
Hedehusvej 21 8450 Hammel,21,465941.0,08-12-2016,Andet,5682,3,Villa,82,1911,
