address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Lindetoften 8 5471 Søndersø,8,2295000.0,15-05-2017,Alm.,9724,5,Villa,236,1998,0 %
Møllertoften 10 5471 Søndersø,10,1375000.0,05-05-2017,Alm.,11000,4,Villa,125,1974,-1 %
Hemmerslev 15 5471 Søndersø,15,450365.0,05-04-2017,Fam.,3950,4,Villa,114,1947,
Moderupvej 30 5471 Søndersø,30,820000.0,03-04-2017,Fam.,5189,4,Villa,158,1890,
Bøgegårdsvej 92 5471 Søndersø,92,1147635.0,14-03-2017,Fam.,6997,5,Villa,164,1981,
Toftekær 67B. 6 5471 Søndersø,6,210000.0,11-03-2017,Alm.,5384,2,Rækkehus,39,1988,
Havrevænget 20 5471 Søndersø,20,1375000.0,10-03-2017,Alm.,8088,4,Villa,170,1973,-8 %
Christen Koldsvænget 1 5471 Søndersø,1,598000.0,07-03-2017,Alm.,5588,3,Villa,107,1976,0 %
Løkkehøj 17B 5471 Søndersø,0,770000.0,22-02-2017,Alm.,9625,3,Rækkehus,80,1977,-11 %
Vibevænget 1 5471 Søndersø,1,925000.0,20-02-2017,Alm.,8564,5,Villa,108,1963,-3 %
Møllevej 41 5471 Søndersø,41,1350000.0,20-02-2017,Alm.,7219,6,Villa,187,1943,
Odensevej 72 5471 Søndersø,72,675000.0,03-02-2017,Alm.,6308,4,Villa,107,1938,-7 %
Løkkehøj 23B 5471 Søndersø,0,500000.0,03-02-2017,Alm.,6250,3,Rækkehus,80,1976,-13 %
Birkemosevej 3 5471 Søndersø,3,1250000.0,01-02-2017,Alm.,8278,5,Villa,151,1975,-7 %
Bøgegårdsvej 73 5471 Søndersø,73,2025000.0,30-01-2017,Alm.,12053,5,Villa,168,1996,-3 %
Åtoften 3A 5471 Søndersø,0,1165000.0,25-01-2017,Alm.,12393,3,Rækkehus,94,2008,-3 %
Birkemosevej 33 5471 Søndersø,33,995000.0,19-01-2017,Alm.,7262,5,Villa,137,1976,0 %
"Vestergade 9, 1 5471 Søndersø",1,525000.0,18-01-2017,Alm.,4525,4,Villa,116,1907,-45 %
Svenstrupvej 60 5471 Søndersø,60,1100000.0,17-01-2017,Alm.,4347,7,Villa,253,1900,-15 %
Grundtvigsvænget 3 5471 Søndersø,3,1600000.0,17-01-2017,Alm.,5673,8,Villa,282,1979,
Toftekær 67C. 7 5471 Søndersø,7,195000.0,13-01-2017,Alm.,5000,2,Rækkehus,39,1988,-29 %
Odensevej 68D 5471 Søndersø,0,325000.0,11-01-2017,Alm.,6132,2,Rækkehus,53,1937,-19 %
Odensevej 77 5471 Søndersø,77,695000.0,10-01-2017,Alm.,5110,6,Villa,136,1955,
Rasmus Nielsensvej 4 5471 Søndersø,4,500000.0,06-01-2017,Fam.,4464,4,Villa,112,1967,
Vibevænget 13 5471 Søndersø,13,945000.0,05-01-2017,Alm.,8590,4,Villa,110,1966,
Dallundvej 34 5471 Søndersø,34,830000.0,27-12-2016,Alm.,6916,4,Villa,120,1985,-7 %
Birkemosevej 43 5471 Søndersø,43,975000.0,22-12-2016,Alm.,9198,4,Villa,106,1976,
Askebyvej 57 5471 Søndersø,57,6335000.0,21-12-2016,Andet,25340,8,Stuehus,250,1885,
Bogensevej 1 5471 Søndersø,1,390000.0,20-12-2016,Alm.,2954,5,Villa,132,1877,-13 %
Christen Koldsvænget 11 5471 Søndersø,11,900000.0,19-12-2016,Alm.,5056,5,Villa,178,1976,
Toderupvej 26 5471 Søndersø,26,1970000.0,15-12-2016,Alm.,8277,7,Villa,238,1867,-1 %
Sømarksvej 206 5471 Søndersø,206,845000.0,13-12-2016,Alm.,7971,4,Villa,106,1973,-6 %
Melbyvej 38 5471 Søndersø,38,2100000.0,13-12-2016,Alm.,8571,7,Villa,245,1868,
Nørreløkke 17 5471 Søndersø,17,637500.0,12-12-2016,Fam.,4366,5,Stuehus,146,1932,
Møllegyden 45 5471 Søndersø,45,140000.0,08-12-2016,Alm.,1944,3,Villa,72,1947,-38 %
Kornvænget 22 5471 Søndersø,22,1400000.0,04-12-2016,Alm.,7142,6,Villa,196,1971,-6 %
Kosterslevvej 126 5471 Søndersø,126,1800000.0,30-11-2016,Alm.,14634,5,Stuehus,123,1900,
Maderupskov 16 5471 Søndersø,16,900000.0,30-11-2016,Alm.,8181,4,Stuehus,110,1870,-18 %
Bøgegårdsvej 10 5471 Søndersø,10,1575000.0,12-11-2016,Alm.,10361,4,Villa,152,1986,-1 %
Farstrupvej 11 5471 Søndersø,11,1130000.0,11-11-2016,Alm.,11649,4,Villa,97,1915,-5 %
Vedbyvej 37 5471 Søndersø,37,500000.0,08-11-2016,Alm.,3968,5,Villa,126,1952,
Odensevej 36 5471 Søndersø,36,1140000.0,04-11-2016,Alm.,8769,5,Villa,130,1880,-5 %
Rosenlunden 2B 5471 Søndersø,0,475000.0,03-11-2016,Alm.,3800,6,Villa,125,1973,
Rosenlunden 36 5471 Søndersø,36,1200000.0,03-11-2016,Alm.,8571,5,Villa,140,1973,-8 %
Nordmarksvænget 8 5471 Søndersø,8,1845000.0,02-11-2016,Alm.,8956,6,Villa,206,1987,0 %
Kløvervænget 8 5471 Søndersø,8,825000.0,31-10-2016,Alm.,6021,5,Villa,137,1970,-2 %
Rasmus Nielsensvej 24 5471 Søndersø,24,1495000.0,28-10-2016,Alm.,8169,7,Villa,183,1972,0 %
Vedbyvej 26 5471 Søndersø,26,1158000.0,27-10-2016,Andet,4337,5,Stuehus,267,1925,
Vedbyvej 32 5471 Søndersø,32,1725162.0,27-10-2016,Andet,8801,5,Stuehus,196,1915,
Kærgårdstoften 56 5471 Søndersø,56,1770000.0,25-10-2016,Alm.,12040,5,Villa,147,1994,-1 %
Stormarken 58 5471 Søndersø,58,488352.0,25-10-2016,Auktion,1953,7,Villa,250,1915,
