address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Højvangen 102 6052 Viuf,102,2600000.0,27-04-2017,Alm.,13197,10,Villa,197,1900,-7 %
Viuf Stationsvej 7 6052 Viuf,7,400000.0,14-02-2017,Alm.,4081,4,Villa,98,1946,-18 %
Storgaden 88 6052 Viuf,88,585000.0,14-02-2017,Alm.,5223,3,Villa,112,1946,-16 %
Nyvang 25 6052 Viuf,25,1200000.0,08-02-2017,Alm.,8391,6,Villa,143,1977,-7 %
Storgaden 83 6052 Viuf,83,860000.0,03-02-2017,Andet,5375,5,Villa,160,1906,
Vestersig 3 6052 Viuf,3,303500.0,23-01-2017,Alm.,3194,4,Villa,95,1936,
Storgaden 129 6052 Viuf,129,1715000.0,13-01-2017,Alm.,10652,5,Villa,161,1910,-4 %
Storgaden 112 6052 Viuf,112,1240000.0,23-12-2016,Andet,8920,4,Villa,139,1912,
Rødmosevej 162 6052 Viuf,162,1050000.0,19-12-2016,Andet,6645,6,Villa,158,1800,40 %
Viuf Stationsvej 8 6052 Viuf,8,600000.0,27-11-2016,Fam.,6818,3,Villa,88,1953,
Rødmosevej 135 6052 Viuf,135,1795000.0,20-09-2016,Alm.,13007,5,Stuehus,138,1875,-10 %
Plantagevej 52 6052 Viuf,52,3000000.0,19-08-2016,Alm.,14634,8,Stuehus,205,1900,-3 %
Storgaden 111 6052 Viuf,111,1065000.0,01-04-2016,Alm.,5575,4,Villa,191,1929,-7 %
Vestersig 1 6052 Viuf,1,1700000.0,11-02-2016,Alm.,10967,7,Villa,155,1930,-5 %
Blaakærvej 25 6052 Viuf,25,560000.0,02-02-2016,Alm.,5090,4,Stuehus,110,1880,
Viuf Skovvej 30 6052 Viuf,30,2250000.0,27-01-2016,Alm.,8964,5,Villa,251,1878,
Viuf Stationsvej 10 6052 Viuf,10,1095000.0,16-12-2015,Alm.,7711,5,Villa,142,1952,0 %
Knivskærvej 115 6052 Viuf,115,629000.0,15-12-2015,Fam.,11232,2,Villa,56,1800,
Storgaden 31 6052 Viuf,31,500000.0,17-11-2015,Fam.,3333,5,Villa,150,2016,
Buhlsvej 14 6052 Viuf,14,2565000.0,19-09-2015,Alm.,15931,5,Villa,161,2008,-1 %
Tiufkærvej 220 6052 Viuf,220,980000.0,01-09-2015,Alm.,12564,3,Stuehus,78,1878,
