address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
"Vangedevej 224B, 4. TV 2870 Dyssegård",0,2300000.0,19-05-2017,Alm.,28750,3,Lejlighed,80,1948,
Almindingen 59 2870 Dyssegård,59,5745000.0,16-05-2017,Alm.,55240,5,Rækkehus,104,1943,0 %
"Dalstrøget 101, 3. TH 2870 Dyssegård",0,1950000.0,11-05-2017,Alm.,26712,3,Lejlighed,73,1959,-2 %
"Vangedevej 152A, 2. TH 2870 Dyssegård",0,1650000.0,30-04-2017,Alm.,25384,2,Lejlighed,65,1956,0 %
"Grøntoften 7, 1. TH 2870 Dyssegård",0,1680000.0,30-04-2017,Alm.,25454,3,Lejlighed,66,1931,-5 %
"Plantevej 15, 3. TV 2870 Dyssegård",0,1450000.0,25-04-2017,Alm.,24166,2,Lejlighed,60,1938,0 %
"Vangedevej 162B, 2. TV 2870 Dyssegård",0,2520000.0,25-04-2017,Alm.,31898,3,Lejlighed,79,1987,1 %
Vangedevej 216A 2870 Dyssegård,0,1584297.0,21-04-2017,Alm.,14402,5,Villa,110,1934,
"Dalstrøget 88, ST. TH 2870 Dyssegård",0,1093000.0,19-04-2017,Alm.,12144,3,Lejlighed,90,1959,
Sønderengen 64 2870 Dyssegård,64,5300000.0,11-04-2017,Alm.,32716,5,Villa,162,1929,-5 %
"Plantevej 1, 1. TV 2870 Dyssegård",0,2195000.0,04-04-2017,Alm.,30486,2,Lejlighed,72,1948,0 %
Dalstrøget 23 2870 Dyssegård,23,7850000.0,30-03-2017,Alm.,33404,8,Villa,235,1929,-5 %
"Dalstrøget 89, 2. MF 2870 Dyssegård",0,1345000.0,30-03-2017,Alm.,30568,1,Lejlighed,44,1959,0 %
Hjemmevej 13 2870 Dyssegård,13,6495000.0,30-03-2017,Alm.,48834,4,Villa,133,1933,0 %
"Plantevej 3, 3. TV 2870 Dyssegård",0,1450000.0,30-03-2017,Alm.,25000,2,Lejlighed,58,1948,-9 %
"Vangedevej 222A, 2. TH 2870 Dyssegård",0,1600000.0,17-03-2017,Alm.,26229,2,Lejlighed,61,1948,
"Plantevej 23, 4. TH 2870 Dyssegård",0,1350000.0,14-03-2017,Alm.,23684,2,Lejlighed,57,1938,-3 %
"Plantevej 17, 3. TV 2870 Dyssegård",0,1550000.0,09-03-2017,Alm.,26724,2,Lejlighed,58,1938,-2 %
Søndergårdsvej 39 2870 Dyssegård,39,6350000.0,06-03-2017,Alm.,43493,6,Villa,146,1932,-4 %
"Dalstrøget 100, 2 2870 Dyssegård",2,1800000.0,05-03-2017,Alm.,23684,2,Lejlighed,76,1959,-3 %
Almindingen 57 2870 Dyssegård,57,4800000.0,03-03-2017,Alm.,48000,5,Rækkehus,100,1943,
Sønderengen 106 2870 Dyssegård,106,6250.0,27-02-2017,Alm.,61,5,Rækkehus,101,1943,
"Dalstrøget 89, 1. TV 2870 Dyssegård",0,1751000.0,21-02-2017,Alm.,29677,2,Lejlighed,59,1959,3 %
Munkegårdsvej 28 2870 Dyssegård,28,5450000.0,19-02-2017,Alm.,49099,4,Villa,111,1936,-1 %
"Plantevej 5, 3. TH 2870 Dyssegård",0,1720000.0,17-02-2017,Alm.,26060,2,Lejlighed,66,1948,4 %
"Vangedevej 222A, 4. TV 2870 Dyssegård",0,1650000.0,16-02-2017,Alm.,27049,2,Lejlighed,61,1948,0 %
Almindingen 11 2870 Dyssegård,11,4645000.0,14-02-2017,Alm.,60324,3,Villa,77,1932,-1 %
Frændevej 36 2870 Dyssegård,36,5850000.0,14-02-2017,Alm.,38741,6,Villa,151,1952,0 %
Vangedevej 206B 2870 Dyssegård,0,4900000.0,12-02-2017,Alm.,36567,5,Villa,134,1957,-4 %
"Grøntoften 5, 1. TH 2870 Dyssegård",0,1111000.0,12-02-2017,Alm.,21365,2,Lejlighed,52,1931,1 %
"Plantevej 23, 1. TH 2870 Dyssegård",0,1525000.0,08-02-2017,Alm.,26754,2,Lejlighed,57,1938,2 %
"Dalstrøget 94, ST. TH 2870 Dyssegård",0,3555000.0,08-02-2017,Alm.,33857,4,Lejlighed,105,1959,-1 %
"Dalstrøget 105, 2. MF 2870 Dyssegård",0,1385000.0,01-02-2017,Alm.,24298,2,Lejlighed,57,1959,-1 %
"Dalstrøget 107, ST. TH 2870 Dyssegård",0,1800000.0,01-02-2017,Alm.,24324,2,Lejlighed,74,1959,-5 %
"Dalstrøget 71, 2. TV 2870 Dyssegård",0,1500000.0,31-01-2017,Alm.,25423,2,Lejlighed,59,1959,
"Dalstrøget 83, 1. TH 2870 Dyssegård",0,1495000.0,30-01-2017,Alm.,25338,2,Lejlighed,59,1959,0 %
"Vangedevej 222A, 3. TV 2870 Dyssegård",0,1720000.0,29-01-2017,Alm.,28666,2,Lejlighed,60,1948,
"Vangedevej 152A, 1. TV 2870 Dyssegård",0,1751500.0,25-01-2017,Alm.,28250,2,Lejlighed,62,1956,3 %
"Dalstrøget 83, 1. MF 2870 Dyssegård",0,1051250.0,23-01-2017,Alm.,23892,1,Lejlighed,44,1959,5 %
Almindingen 14 2870 Dyssegård,14,4125000.0,20-01-2017,Alm.,40841,3,Villa,101,1930,-4 %
"Dalstrøget 71, 3. TH 2870 Dyssegård",0,1511000.0,20-01-2017,Alm.,25183,2,Lejlighed,60,1959,1 %
"Vangedevej 226A, 4. TV 2870 Dyssegård",0,1485000.0,14-01-2017,Fam.,17470,4,Lejlighed,85,1948,
"Dalstrøget 125, ST. TV 2870 Dyssegård",0,2195000.0,13-01-2017,Alm.,29266,3,Lejlighed,75,1962,0 %
"Vangedevej 232B, 2. TV 2870 Dyssegård",0,1695000.0,13-01-2017,Alm.,22302,3,Lejlighed,76,1943,0 %
"Vangedevej 156B, 1. TH 2870 Dyssegård",0,1898000.0,12-01-2017,Alm.,28328,2,Lejlighed,67,1987,0 %
"Dalstrøget 98, 4 2870 Dyssegård",4,1150000.0,10-01-2017,Alm.,23469,1,Lejlighed,49,1959,0 %
"Dalstrøget 89, 1. MF 2870 Dyssegård",0,1200000.0,09-01-2017,Alm.,27272,1,Lejlighed,44,1959,-3 %
"Eskeager 5, 1. TH 2870 Dyssegård",0,1860000.0,05-01-2017,Alm.,29523,2,Lejlighed,63,1946,-2 %
Knud Rasmussens Vej 15 2870 Dyssegård,15,5200000.0,27-12-2016,Alm.,26000,7,Villa,200,1936,-4 %
"Dalstrøget 116, 6 2870 Dyssegård",6,926884.0,22-12-2016,Alm.,18916,1,Lejlighed,49,1959,
Søndergårdsvej 43 2870 Dyssegård,43,4800000.0,21-12-2016,Alm.,40336,3,Villa,119,1929,0 %
"Vangedevej 156D, ST. TH 2870 Dyssegård",0,1975000.0,16-12-2016,Alm.,29477,2,Lejlighed,67,1987,-1 %
Sønderengen 96 2870 Dyssegård,96,2400000.0,13-12-2016,Alm.,23762,4,Rækkehus,101,1943,
Aftenbakken 19 2870 Dyssegård,19,6030000.0,09-12-2016,Alm.,41020,6,Villa,147,2004,-3 %
"Dalstrøget 85, 1. TH 2870 Dyssegård",0,1500000.0,02-12-2016,Alm.,25423,2,Lejlighed,59,1959,-6 %
"Dalstrøget 69, 3. TV 2870 Dyssegård",0,1450000.0,29-11-2016,Alm.,24576,2,Lejlighed,59,1959,-3 %
Vangedevej 173 2870 Dyssegård,173,5150000.0,27-11-2016,Alm.,42213,4,Villa,122,1937,-5 %
"Grøntoften 1, ST. TH 2870 Dyssegård",0,1000000.0,25-11-2016,Alm.,18867,2,Lejlighed,53,1931,
"Grøntoften 1, 2. TH 2870 Dyssegård",0,700000.0,25-11-2016,Alm.,13207,2,Lejlighed,53,1931,
"Vangedevej 213, ST. TV 2870 Dyssegård",0,1600000.0,24-11-2016,Alm.,23188,3,Lejlighed,69,1935,-4 %
"Dalstrøget 92, 1. TH 2870 Dyssegård",0,2195000.0,24-11-2016,Alm.,25523,3,Lejlighed,86,1959,0 %
Aftenbakken 21 2870 Dyssegård,21,4995000.0,24-11-2016,Alm.,40282,4,Villa,124,1956,0 %
"Dalstrøget 122, 3 2870 Dyssegård",3,895000.0,23-11-2016,Alm.,18265,1,Lejlighed,49,1959,0 %
"Eskeager 3, 2. TV 2870 Dyssegård",0,4800000.0,21-11-2016,Alm.,76190,2,Lejlighed,63,1946,
"Dalstrøget 72, 3. TV 2870 Dyssegård",0,2925000.0,21-11-2016,Alm.,30468,4,Lejlighed,96,1959,-2 %
Dyssegårdsvej 53B 2870 Dyssegård,0,4725000.0,18-11-2016,Alm.,40042,5,Rækkehus,118,1950,-5 %
Sønderdalen 18 2870 Dyssegård,18,5600000.0,16-11-2016,Alm.,45161,5,Villa,124,1939,-7 %
"Grøntoften 1, 2. TV 2870 Dyssegård",0,1260000.0,16-11-2016,Alm.,22500,2,Lejlighed,56,1931,-3 %
Dyssegårdsvej 58 2870 Dyssegård,58,6100000.0,13-11-2016,Alm.,51694,5,Villa,118,1925,-6 %
Hjemmevej 39 2870 Dyssegård,39,6200000.0,13-11-2016,Alm.,43661,6,Villa,142,1935,-2 %
"Dalstrøget 101, 1. MF 2870 Dyssegård",0,1400000.0,11-11-2016,Alm.,24137,2,Lejlighed,58,1959,-3 %
"Vangedevej 234A, ST. TV 2870 Dyssegård",0,1450000.0,09-11-2016,Alm.,21641,3,Lejlighed,67,1931,-8 %
"Grøntoften 5, ST. TV 2870 Dyssegård",0,1125000.0,08-11-2016,Alm.,25000,2,Lejlighed,45,1931,0 %
"Vangedevej 222B, 1. TH 2870 Dyssegård",0,1600000.0,06-11-2016,Alm.,25806,2,Lejlighed,62,1948,-2 %
Vangedevej 192 2870 Dyssegård,192,3375000.0,06-11-2016,Alm.,35904,4,Villa,94,1954,-10 %
"Dalstrøget 83, 2. TV 2870 Dyssegård",0,1500000.0,04-11-2016,Alm.,25423,2,Lejlighed,59,1959,-3 %
"Søborg Hovedgade 14, 2. TH 2870 Dyssegård",0,1300000.0,25-10-2016,Alm.,24528,2,Lejlighed,53,1931,-4 %
Sønderengen 113 2870 Dyssegård,113,5075000.0,23-10-2016,Alm.,57670,4,Villa,88,1936,-2 %
"Vangedevej 156D, ST. TV 2870 Dyssegård",0,1885000.0,18-10-2016,Alm.,26928,2,Lejlighed,70,1987,-3 %
"Dalstrøget 125, 3. TV 2870 Dyssegård",0,2140000.0,17-10-2016,Alm.,28533,3,Lejlighed,75,1962,-3 %
"Vangedevej 213, 1. TV 2870 Dyssegård",0,1780000.0,13-10-2016,Alm.,25428,3,Lejlighed,70,1935,-1 %
"Dalstrøget 78, 5 2870 Dyssegård",5,1010000.0,13-10-2016,Alm.,20612,1,Lejlighed,49,1959,-4 %
"Grøntoften 3, 2. TV 2870 Dyssegård",0,1450000.0,11-10-2016,Alm.,23015,3,Lejlighed,63,1931,-3 %
"Vangedevej 232B, 2. TH 2870 Dyssegård",0,1660000.0,11-10-2016,Alm.,21842,3,Lejlighed,76,1943,-2 %
Ved Renden 29 2870 Dyssegård,29,4645000.0,07-10-2016,Alm.,43009,5,Villa,108,1934,0 %
"Dalstrøget 104, 4 2870 Dyssegård",4,1025000.0,05-10-2016,Alm.,20918,1,Lejlighed,49,1959,-2 %
Kildebakkegårds Alle 22 2870 Dyssegård,22,3700000.0,30-09-2016,Alm.,33636,4,Rækkehus,110,1919,2 %
"Plantevej 17, 1. TH 2870 Dyssegård",0,720000.0,26-09-2016,Fam.,12413,2,Lejlighed,58,1938,
"Dalstrøget 131, 3. MF 2870 Dyssegård",0,1050000.0,23-09-2016,Alm.,23333,1,Lejlighed,45,1962,-4 %
Mindevej 20A 2870 Dyssegård,0,4035000.0,23-09-2016,Alm.,43858,4,Villa,92,1934,
"Vangedevej 222A, 3. TH 2870 Dyssegård",0,1600000.0,22-09-2016,Alm.,26229,2,Lejlighed,61,1948,-2 %
Dyssegårdsvej 82 2870 Dyssegård,82,5100000.0,21-09-2016,Alm.,49514,4,Villa,103,1927,-4 %
"Dalstrøget 84, 2 2870 Dyssegård",2,1000000.0,18-09-2016,Alm.,20408,1,Lejlighed,49,1959,-5 %
"Dalstrøget 92, 3. TH 2870 Dyssegård",0,2545000.0,17-09-2016,Alm.,29252,3,Lejlighed,87,1959,-2 %
Sønderengen 26 2870 Dyssegård,26,3900000.0,09-09-2016,Alm.,55714,3,Villa,70,1934,-8 %
"Dalstrøget 84, 4 2870 Dyssegård",4,663000.0,07-09-2016,Fam.,13530,1,Lejlighed,49,1959,
"Vangedevej 234, 1. TV 2870 Dyssegård",0,1201400.0,07-09-2016,Auktion,21843,2,Lejlighed,55,1931,
"Dalstrøget 122, 4 2870 Dyssegård",4,1060000.0,05-09-2016,Alm.,21632,1,Lejlighed,49,1959,-3 %
Hjemmevej 47 2870 Dyssegård,47,5905474.0,02-09-2016,Alm.,40727,4,Villa,145,1930,1 %
"Dalstrøget 67, 3. MF 2870 Dyssegård",0,1095000.0,01-09-2016,Alm.,24886,1,Lejlighed,44,1959,0 %
"Plantevej 1, 4. TV 2870 Dyssegård",0,1012500.0,31-08-2016,Fam.,14062,3,Lejlighed,72,1948,
"Vangedevej 224B, ST. TV 2870 Dyssegård",0,2000000.0,26-08-2016,Alm.,25000,3,Lejlighed,80,1948,
"Plantevej 21, 3. TH 2870 Dyssegård",0,1580000.0,25-08-2016,Alm.,27719,2,Lejlighed,57,1938,-1 %
"Dalstrøget 66, 1. TH 2870 Dyssegård",0,3300000.0,22-08-2016,Alm.,31428,4,Lejlighed,105,1959,2 %
"Søborg Hovedgade 21, 2. TV 2870 Dyssegård",0,1498000.0,21-08-2016,Alm.,19973,2,Lejlighed,75,1937,0 %
"Vangedevej 156E, 2. TV 2870 Dyssegård",0,2400000.0,19-08-2016,Alm.,30379,3,Lejlighed,79,1987,-4 %
"Vangedevej 160B, 1. TV 2870 Dyssegård",0,2300000.0,19-08-2016,Alm.,29113,3,Lejlighed,79,1987,-8 %
"Plantevej 27, ST. TH 2870 Dyssegård",0,1445000.0,11-08-2016,Alm.,26759,2,Lejlighed,54,1938,
"Almindingen 29, ST 2870 Dyssegård",0,2165080.0,11-08-2016,Fam.,24603,3,Lejlighed,88,1930,
"Dalstrøget 100, 5 2870 Dyssegård",5,1595000.0,08-08-2016,Alm.,20986,2,Lejlighed,76,1959,0 %
"Dalstrøget 72, 1. TH 2870 Dyssegård",0,2390000.0,20-07-2016,Alm.,27790,3,Lejlighed,86,1959,0 %
Røntoftevej 29 2870 Dyssegård,29,4995000.0,15-07-2016,Alm.,32647,6,Villa,153,1930,0 %
"Vangedevej 226A, 3. TV 2870 Dyssegård",0,2000000.0,15-07-2016,Alm.,23809,4,Lejlighed,84,1948,-2 %
"Dalstrøget 127, 2. TH 2870 Dyssegård",0,2300000.0,14-07-2016,Alm.,27380,4,Lejlighed,84,1962,-4 %
"Dalstrøget 78, 1 2870 Dyssegård",1,1050000.0,12-07-2016,Alm.,21428,1,Lejlighed,49,1959,-4 %
Dyssegårdsvej 91 2870 Dyssegård,91,4625000.0,10-07-2016,Alm.,26129,6,Villa,177,1925,-1 %
"Dalstrøget 106, 2 2870 Dyssegård",2,600000.0,08-07-2016,Fam.,6818,3,Lejlighed,88,1959,
"Grøntoften 3, ST. TH 2870 Dyssegård",0,1625000.0,29-06-2016,Alm.,23550,3,Lejlighed,69,1931,-4 %
"Plantevej 21, ST. TV 2870 Dyssegård",0,1660000.0,27-06-2016,Alm.,28620,2,Lejlighed,58,1938,1 %
Ravnekærsvej 6 2870 Dyssegård,6,4495000.0,22-06-2016,Alm.,32107,7,Villa,140,1950,0 %
Dalstrøget 32 2870 Dyssegård,32,7500000.0,20-06-2016,Alm.,42613,4,Villa,176,1927,
Dyssegårdsvej 70 2870 Dyssegård,70,4900000.0,17-06-2016,Alm.,44545,4,Villa,110,1950,-2 %
"Vangedevej 160A, 2. TH 2870 Dyssegård",0,950000.0,13-06-2016,Fam.,14179,2,Lejlighed,67,1987,
"Dalstrøget 80, 4 2870 Dyssegård",4,1765000.0,03-06-2016,Alm.,23223,2,Lejlighed,76,1959,-2 %
Kanalbuen 13 2870 Dyssegård,13,4550000.0,01-06-2016,Alm.,35000,5,Rækkehus,130,1948,-6 %
"Eskeager 5, 2. TV 2870 Dyssegård",0,2450000.0,26-05-2016,Alm.,29166,4,Lejlighed,84,1946,-2 %
"Dalstrøget 114, 3 2870 Dyssegård",3,2725000.0,25-05-2016,Alm.,31321,3,Lejlighed,87,1959,9 %
Munkegårdsvej 20 2870 Dyssegård,20,5600000.0,23-05-2016,Alm.,36601,6,Villa,153,1930,-7 %
Ved Renden 41 2870 Dyssegård,41,4707000.0,12-05-2016,Alm.,46147,4,Villa,102,1935,-1 %
"Plantevej 25, 1. TH 2870 Dyssegård",0,1495000.0,12-05-2016,Alm.,25775,2,Lejlighed,58,1938,0 %
"Vangedevej 213, 2. TH 2870 Dyssegård",0,657153.0,10-05-2016,Fam.,9387,3,Lejlighed,70,1935,
Fruevej 23 2870 Dyssegård,23,5600000.0,09-05-2016,Alm.,40287,6,Villa,139,1939,-3 %
"Dalstrøget 119, 1 2870 Dyssegård",1,2125000.0,06-05-2016,Alm.,29109,2,Lejlighed,73,1959,-3 %
"Plantevej 19, 1. TH 2870 Dyssegård",0,1450000.0,06-05-2016,Alm.,25000,2,Lejlighed,58,1938,-3 %
"Vangedevej 217, 2. TH 2870 Dyssegård",0,2300000.0,02-05-2016,Alm.,27380,4,Lejlighed,84,1946,-4 %
Sønderengen 24 2870 Dyssegård,24,5900000.0,24-04-2016,Alm.,32240,7,Villa,183,1928,-2 %
"Dalstrøget 120, 3 2870 Dyssegård",3,1795000.0,22-04-2016,Alm.,23618,2,Lejlighed,76,1959,0 %
"Vangedevej 224A, 1. TH 2870 Dyssegård",0,1300000.0,21-04-2016,Alm.,21311,2,Lejlighed,61,1948,-7 %
"Dalstrøget 105, 1. MF 2870 Dyssegård",0,1200000.0,18-04-2016,Alm.,21052,2,Lejlighed,57,1959,0 %
"Vangedevej 154A, 2. MF 2870 Dyssegård",0,531000.0,17-04-2016,Alm.,10836,2,Lejlighed,49,1956,
Dalstrøget 7 2870 Dyssegård,7,5850000.0,13-04-2016,Alm.,41785,5,Villa,140,1934,-2 %
"Dalstrøget 131, ST. TV 2870 Dyssegård",0,2400000.0,13-04-2016,Alm.,34285,3,Lejlighed,70,1962,-4 %
"Dalstrøget 69, ST. TV 2870 Dyssegård",0,1810000.0,11-04-2016,Alm.,30677,2,Lejlighed,59,1959,4 %
Sønderengen 110 2870 Dyssegård,110,4600000.0,09-04-2016,Alm.,44660,5,Rækkehus,103,1943,-4 %
Stjerneborg Alle 4 2870 Dyssegård,4,4875000.0,07-04-2016,Alm.,42391,4,Villa,115,1911,0 %
Sønderdalen 15 2870 Dyssegård,15,5700000.0,04-04-2016,Alm.,46721,5,Villa,122,1936,-5 %
"Vangedevej 220B, 4. TV 2870 Dyssegård",0,1575000.0,01-04-2016,Alm.,25819,2,Lejlighed,61,1948,
"Plantevej 27, 2. MF 2870 Dyssegård",0,1300000.0,31-03-2016,Alm.,22033,2,Lejlighed,59,1938,-4 %
"Grøntoften 7, ST. TH 2870 Dyssegård",0,1575000.0,30-03-2016,Alm.,23863,3,Lejlighed,66,1931,-2 %
"Plantevej 23, 2. TV 2870 Dyssegård",0,1376500.0,29-03-2016,Alm.,24149,2,Lejlighed,57,1938,
"Dalstrøget 122, 1 2870 Dyssegård",1,950000.0,22-03-2016,Alm.,19387,1,Lejlighed,49,1959,
Munkegårdsvej 21 2870 Dyssegård,21,5050000.0,22-03-2016,Alm.,43913,4,Villa,115,1930,1 %
"Vangedevej 152B, 2. TH 2870 Dyssegård",0,1595000.0,21-03-2016,Alm.,25725,2,Lejlighed,62,1956,0 %
"Hulkærvej 15, 1. TV 2870 Dyssegård",0,2295000.0,17-03-2016,Alm.,38250,3,Lejlighed,60,1922,0 %
"Dalstrøget 129, 1. MF 2870 Dyssegård",0,895000.0,16-03-2016,Alm.,19456,1,Lejlighed,46,1962,-2 %
Sønderengen 2 2870 Dyssegård,2,4950000.0,16-03-2016,Alm.,30555,6,Villa,162,1951,-3 %
Slettevej 10 2870 Dyssegård,10,560000.0,15-03-2016,Fam.,5656,4,Rækkehus,99,1943,
"Dalstrøget 108, 2. TH 2870 Dyssegård",0,2700000.0,15-03-2016,Alm.,30337,3,Lejlighed,89,1959,2 %
"Vangedevej 224B, ST. TH 2870 Dyssegård",0,1462000.0,13-03-2016,Alm.,23967,2,Lejlighed,61,1948,5 %
"Dalstrøget 98, 5 2870 Dyssegård",5,998000.0,09-03-2016,Alm.,20367,1,Lejlighed,49,1959,0 %
"Dalstrøget 71, ST. TV 2870 Dyssegård",0,1675000.0,04-03-2016,Alm.,28389,2,Lejlighed,59,1959,0 %
"Dalstrøget 92, ST. TH 2870 Dyssegård",0,2899000.0,03-03-2016,Alm.,33709,4,Lejlighed,86,1959,
"Vangedevej 224A, 3. TV 2870 Dyssegård",0,1500000.0,29-02-2016,Alm.,25000,2,Lejlighed,60,1948,3 %
"Søborg Hovedgade 21, 1. TH 2870 Dyssegård",0,1168517.0,25-02-2016,Alm.,11685,4,Lejlighed,100,1937,
"Sønderdalen 2, 1. TH 2870 Dyssegård",0,1640000.0,24-02-2016,Alm.,23768,3,Lejlighed,69,1935,-3 %
"Dalstrøget 120, 1 2870 Dyssegård",1,1775000.0,23-02-2016,Alm.,23355,2,Lejlighed,76,1959,-4 %
"Plantevej 27, 2. TH 2870 Dyssegård",0,1200000.0,16-02-2016,Alm.,22641,2,Lejlighed,53,1938,-8 %
"Vangedevej 213, ST. TH 2870 Dyssegård",0,1610000.0,14-02-2016,Alm.,24769,1,Lejlighed,65,1935,-5 %
Brødrevej 28 2870 Dyssegård,28,5000000.0,10-02-2016,Alm.,25906,9,Villa,193,1935,-12 %
"Dalstrøget 129, 2. TH 2870 Dyssegård",0,552500.0,09-02-2016,Fam.,6500,4,Lejlighed,85,1962,
Kanalbuen 28 2870 Dyssegård,28,5425000.0,09-02-2016,Alm.,41730,4,Rækkehus,130,1948,-4 %
"Vangedevej 217, 1. TV 2870 Dyssegård",0,1470000.0,05-02-2016,Alm.,23333,2,Lejlighed,63,1946,2 %
Almindingen 28 2870 Dyssegård,28,5732000.0,04-02-2016,Alm.,38213,6,Villa,150,1938,-4 %
"Vangedevej 154B, 2. TV 2870 Dyssegård",0,1200000.0,01-02-2016,Fam.,18461,2,Lejlighed,65,1956,
