address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Krügersvej 9 6541 Bevtoft,9,100000.0,26-04-2017,Alm.,735,6,Villa,136,1913,
Hjartbro Byvej 8 6541 Bevtoft,8,375000.0,10-03-2017,Alm.,2516,7,Villa,149,1952,-5 %
Vestagervej 14 6541 Bevtoft,14,495000.0,03-03-2017,Alm.,3639,4,Villa,136,1946,-9 %
Parkvej 7 6541 Bevtoft,7,995000.0,25-02-2017,Alm.,4950,7,Villa,201,1976,0 %
Galstedvej 36 6541 Bevtoft,36,999999.0,16-02-2017,Alm.,2949,6,Stuehus,339,1742,0 %
Møllebakken 3 6541 Bevtoft,3,525000.0,08-01-2017,Alm.,3860,4,Villa,136,1958,-12 %
Tjørnevænget 1 6541 Bevtoft,1,737500.0,06-01-2017,Alm.,6095,4,Villa,121,1977,-5 %
Rosenvænget 44 6541 Bevtoft,44,497500.0,14-12-2016,Alm.,3090,5,Villa,161,1976,
Galstedvej 22 6541 Bevtoft,22,550000.0,09-12-2016,Alm.,3594,7,Villa,153,1910,
Møllebakken 17 6541 Bevtoft,17,675000.0,04-12-2016,Alm.,6490,4,Villa,104,1934,-9 %
Galstedvej 3 6541 Bevtoft,3,390000.0,13-11-2016,Alm.,2689,5,Villa,145,1913,
Tirslundvej 12 6541 Bevtoft,12,93523.0,27-10-2016,Auktion,779,6,Villa,120,1907,
Buen 14 6541 Bevtoft,14,290000.0,05-10-2016,Alm.,2589,4,Villa,112,1967,-3 %
Galstedvej 13 6541 Bevtoft,13,200000.0,08-09-2016,Alm.,3225,3,Villa,62,1927,
Åbøl Østermarksvej 7 6541 Bevtoft,7,120000.0,30-08-2016,Alm.,1250,4,Villa,96,1832,-38 %
Pile Alle 2 6541 Bevtoft,2,1400000.0,26-05-2016,Alm.,8045,7,Stuehus,174,1922,
Galstedvej 35 6541 Bevtoft,35,700000.0,15-04-2016,Alm.,4046,4,Stuehus,173,1973,
Bevtoftvej 27 6541 Bevtoft,27,125604.0,14-03-2016,Auktion,483,7,Stuehus,260,1880,-74 %
Parkvej 2 6541 Bevtoft,2,640000.0,03-03-2016,Alm.,4776,6,Villa,134,1975,-8 %
Galstedvej 17 6541 Bevtoft,17,160000.0,08-02-2016,Auktion,2461,3,Villa,65,1959,-57 %
Tjørnevænget 38 6541 Bevtoft,38,1385000.0,26-01-2016,Alm.,9295,5,Villa,149,2007,-1 %
Birkevænget 12 6541 Bevtoft,12,350000.0,13-01-2016,Alm.,2397,5,Villa,146,1986,-11 %
Hyrupvej 6 6541 Bevtoft,6,500000.0,08-01-2016,Alm.,4166,4,Stuehus,120,1959,-44 %
Hyrupvej 18 6541 Bevtoft,18,175000.0,15-12-2015,Alm.,1241,5,Villa,141,1940,-53 %
Tirslundvej 11 6541 Bevtoft,11,220000.0,07-12-2015,Alm.,1235,5,Stuehus,178,1790,-75 %
