address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vestervej 40 8544 Mørke,40,1355000.0,06-04-2017,Alm.,8798,6,Villa,154,1968,-3 %
Pollen 1 8544 Mørke,1,1475000.0,17-03-2017,Alm.,10535,7,Villa,140,1850,-2 %
Auningvej 42 8544 Mørke,42,500000.0,27-02-2017,Alm.,3378,4,Villa,148,1949,
Randersvej 101 8544 Mørke,101,500000.0,27-02-2017,Alm.,3875,6,Villa,129,1927,-9 %
Randersvej 20 8544 Mørke,20,780000.0,14-02-2017,Alm.,9285,4,Dobbelthus,84,1887,-2 %
Smedebakken 9 8544 Mørke,9,1703000.0,10-02-2017,Alm.,9461,7,Villa,180,1777,-5 %
Balevej 10 8544 Mørke,10,660000.0,02-02-2017,Alm.,4817,6,Villa,137,1888,-5 %
Gml Oustrupvej 17 8544 Mørke,17,44000.0,01-02-2017,Alm.,376,5,Stuehus,117,1913,
Trælgårdsvej 8 8544 Mørke,8,920000.0,31-01-2017,Alm.,10000,3,Villa,92,1956,-3 %
Sangsvanevej 9 8544 Mørke,9,2945000.0,26-01-2017,Alm.,17023,4,Villa,173,2006,
Lemmervej 5 8544 Mørke,5,1550000.0,15-01-2017,Alm.,7345,5,Villa,211,1996,-3 %
Parkvej 7B 8544 Mørke,0,755000.0,13-01-2017,Alm.,9320,3,Rækkehus,81,1989,-10 %
Hovedgaden 38 8544 Mørke,38,520000.0,21-12-2016,Andet,6500,2,Villa,80,1877,
Vesterskovgårdsvej 6 8544 Mørke,6,685000.0,06-12-2016,Alm.,5351,4,Villa,128,1919,-14 %
Randersvej 8 8544 Mørke,8,550000.0,29-11-2016,Alm.,3666,4,Villa,150,1902,-8 %
Jomfru Gundersvej 5 8544 Mørke,5,480000.0,09-11-2016,Alm.,2637,4,Villa,182,1932,
Vestervej 18 8544 Mørke,18,1685000.0,24-10-2016,Alm.,8776,5,Villa,192,1971,-1 %
Thorsagervej 2E 8544 Mørke,0,425000.0,17-10-2016,Alm.,4829,4,Villa,88,1883,-14 %
Lyngbakken 36 8544 Mørke,36,1796000.0,14-10-2016,Alm.,12053,6,Stuehus,149,1933,
Parkvej 9B 8544 Mørke,0,650000.0,05-10-2016,Alm.,8024,3,Rækkehus,81,1987,-13 %
Østerlundvej 10 8544 Mørke,10,3330000.0,29-09-2016,Alm.,12425,5,Stuehus,268,1929,-7 %
Ebeltoftvej 105 8544 Mørke,105,400000.0,15-09-2016,Alm.,3960,2,Villa,101,1953,-33 %
Drosselvej 10 8544 Mørke,10,749340.0,14-09-2016,Alm.,6043,4,Villa,124,1972,
Ternevej 6 8544 Mørke,6,1254000.0,09-08-2016,Alm.,11942,4,Villa,105,1964,9 %
Skovbrynet 27 8544 Mørke,27,575000.0,09-08-2016,Alm.,4713,5,Villa,122,1974,-11 %
Randersvej 34 8544 Mørke,34,899000.0,09-08-2016,Alm.,11237,4,Stuehus,80,1904,0 %
Kildegårdsvej 28 8544 Mørke,28,2330000.0,04-08-2016,Alm.,16524,5,Villa,141,2008,2 %
Kastrupvej 19 8544 Mørke,19,400000.0,04-08-2016,Alm.,5000,3,Villa,80,1882,-10 %
Kærvej 31 8544 Mørke,31,1950000.0,26-07-2016,Alm.,9069,6,Stuehus,215,1917,
Øksenhøjvej 33 8544 Mørke,33,625000.0,24-07-2016,Andet,4699,3,Villa,133,1935,
