address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Bygaden 45 4370 Store Merløse,4370,550000.0,03-05-2017,Fam.,5045,3,Villa,109,1946,
Tåstrupvej 64A 4370 Store Merløse,4370,340001.0,12-04-2017,Alm.,4146,2,Rækkehus,82,1980,-24 %
Tåstrupvej 174 4370 Store Merløse,4370,50000.0,28-03-2017,Alm.,1000,3,Villa,50,1827,
Mejsevej 10 4370 Store Merløse,4370,925000.0,27-03-2017,Alm.,6250,4,Villa,148,1970,-16 %
Åvej 6 4370 Store Merløse,4370,2085000.0,14-03-2017,Alm.,12337,6,Villa,169,2005,-5 %
Drosselvej 2 4370 Store Merløse,4370,1350000.0,10-03-2017,Alm.,7894,5,Villa,171,1969,-10 %
Bakken 16 4370 Store Merløse,4370,1075000.0,19-02-2017,Alm.,8143,4,Villa,132,1962,-10 %
Udstrupvej 40 4370 Store Merløse,4370,600073.0,01-02-2017,Fam.,4918,5,Villa,122,1841,
Tåstrupvej 134 4370 Store Merløse,4370,1000000.0,20-01-2017,Alm.,14285,3,Stuehus,70,1900,
Oldenvej 7 4370 Store Merløse,4370,1600000.0,18-12-2016,Alm.,10322,4,Stuehus,155,1912,-6 %
Ordrupvej 23 4370 Store Merløse,4370,855000.0,29-09-2016,Alm.,10058,4,Villa,85,1877,1 %
Skeevej 37 4370 Store Merløse,4370,1300000.0,29-09-2016,Alm.,10924,4,Villa,119,1959,
Ringstedvej 28 4370 Store Merløse,4370,2275000.0,24-09-2016,Alm.,16851,5,Villa,135,2005,0 %
Ringstedvej 85 4370 Store Merløse,4370,945000.0,13-09-2016,Alm.,9000,4,Villa,105,1923,-5 %
Hammershusvej 10 4370 Store Merløse,4370,1500000.0,09-09-2016,Alm.,8720,4,Villa,172,1827,0 %
Bakken 17 4370 Store Merløse,4370,900000.0,23-08-2016,Alm.,7258,4,Villa,124,1965,-10 %
Tåstrupvej 79 4370 Store Merløse,4370,695000.0,19-08-2016,Alm.,12410,3,Villa,56,1870,0 %
Lille Udstrupvej 18 4370 Store Merløse,4370,900000.0,18-08-2016,Alm.,7317,4,Villa,123,1900,-5 %
Bakken 18 4370 Store Merløse,4370,975000.0,12-08-2016,Alm.,6170,6,Villa,158,1958,-2 %
Vanløsevej 18 4370 Store Merløse,4370,100000.0,14-07-2016,Alm.,1785,2,Villa,56,1909,
"Holbækvej 7B, 1 4370 Store Merløse",4370,895000.0,04-07-2016,Alm.,10654,3,Lejlighed,84,1925,0 %
Ringstedvej 60 4370 Store Merløse,4370,700000.0,30-06-2016,Alm.,4142,6,Villa,169,1956,-12 %
Stestrupvej 250 4370 Store Merløse,4370,18500000.0,23-06-2016,Alm.,98404,7,Stuehus,188,1900,
Mejsevej 6 4370 Store Merløse,4370,1385000.0,03-06-2016,Alm.,6533,6,Villa,212,1971,-1 %
Drisdalsvej 5 4370 Store Merløse,4370,1280000.0,25-05-2016,Alm.,12075,5,Villa,106,1964,-5 %
