address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Poserevænget 16 3720 Aakirkeby,16,945000.0,03-05-2017,Alm.,14318,4,Sommerhus,66,1984,0 %
Boesvej 7 3720 Aakirkeby,7,1200000.0,01-05-2017,Alm.,13636,4,Sommerhus,88,1994,-7 %
Malurtvej 5 3720 Aakirkeby,5,735000.0,25-04-2017,Alm.,15638,4,Sommerhus,47,1986,-1 %
Fyrreskoven 7 3720 Aakirkeby,7,792000.0,18-04-2017,Alm.,14666,4,Sommerhus,54,1976,-1 %
Boderne 92 3720 Aakirkeby,92,350000.0,17-04-2017,Alm.,7954,3,Sommerhus,44,1959,0 %
Bodernevej 14 3720 Aakirkeby,14,195000.0,10-04-2017,Alm.,1354,5,Villa,144,1875,0 %
Fyrreskoven 2B 3720 Aakirkeby,0,700000.0,07-04-2017,Alm.,9459,4,Sommerhus,74,1978,-3 %
Kratgårdsvejen 6 3720 Aakirkeby,6,1075000.0,06-04-2017,Alm.,3785,11,Villa,284,1920,-10 %
Kuleborgvej 17 3720 Aakirkeby,17,800000.0,05-04-2017,Alm.,5633,5,Villa,142,1949,
Aspesgårdsskoven 42A 3720 Aakirkeby,0,188500.0,03-04-2017,Alm.,3194,5,Sommerhus,59,1968,
Åvej 7 3720 Aakirkeby,7,325000.0,30-03-2017,Alm.,3421,4,Villa,95,1967,0 %
Fyrreklyngen 12 3720 Aakirkeby,12,935000.0,27-03-2017,Alm.,11687,4,Sommerhus,80,1974,
Østerled 8 3720 Aakirkeby,8,545000.0,22-03-2017,Alm.,4823,5,Villa,113,1973,0 %
Kællingebyvejen 3 3720 Aakirkeby,3,80000.0,20-03-2017,Alm.,1230,5,Stuehus,65,1900,
Aspesgårdsskoven 25 3720 Aakirkeby,25,900000.0,16-03-2017,Alm.,11250,3,Sommerhus,80,1968,-3 %
Hans Rømersvej 20 3720 Aakirkeby,20,640000.0,14-03-2017,Alm.,4025,7,Villa,159,1929,-8 %
Springbakkevejen 2 3720 Aakirkeby,2,685000.0,10-03-2017,Alm.,7365,4,Villa,93,1913,-1 %
Smålyngsvejen 12 3720 Aakirkeby,12,355000.0,02-03-2017,Alm.,3480,6,Villa,102,1873,
Saxesgade 23 3720 Aakirkeby,23,175000.0,28-02-2017,Alm.,2430,3,Rækkehus,72,1925,-10 %
Aspesgårdsskoven 16 3720 Aakirkeby,16,1195000.0,28-02-2017,Alm.,16369,4,Sommerhus,73,1972,0 %
Fyrrebakken 20 3720 Aakirkeby,20,740000.0,27-02-2017,Alm.,15102,3,Sommerhus,49,1968,
Damgade 22 3720 Aakirkeby,22,475000.0,27-02-2017,Alm.,5163,3,Rækkehus,92,1907,-4 %
Kalbyvejen 24 3720 Aakirkeby,24,781500.0,22-02-2017,Alm.,4270,9,Stuehus,183,1913,-53 %
Fyrreskoven 20 3720 Aakirkeby,20,800000.0,21-02-2017,Fam.,9876,4,Sommerhus,81,1981,
Smålyngsvejen 1 3720 Aakirkeby,1,995000.0,17-02-2017,Alm.,10153,4,Stuehus,98,1897,0 %
Lille Myregårdsvejen 8 3720 Aakirkeby,8,1650000.0,14-02-2017,Alm.,6156,8,Villa,268,1900,-3 %
Sigtemøllevejen 14 3720 Aakirkeby,14,1630000.0,14-02-2017,Alm.,6653,5,Stuehus,245,1875,-4 %
Aspesgårdsskoven 10 3720 Aakirkeby,10,885000.0,06-02-2017,Alm.,14047,4,Sommerhus,63,1969,-1 %
Søndre Landevej 35 3720 Aakirkeby,35,220000.0,03-02-2017,Alm.,2268,4,Villa,97,1900,-20 %
Fyrreskoven 39 3720 Aakirkeby,39,630000.0,02-02-2017,Alm.,7682,5,Sommerhus,82,1976,-15 %
Jernbanegade 17 3720 Aakirkeby,17,875000.0,01-02-2017,Alm.,7352,3,Rækkehus,119,1918,-2 %
Trekanten 8 3720 Aakirkeby,8,450000.0,01-02-2017,Alm.,4205,4,Villa,107,1905,
Rønnevej 56 3720 Aakirkeby,56,190000.0,17-01-2017,Alm.,1233,4,Villa,154,1926,-57 %
Trommerebakken 12 3720 Aakirkeby,12,1000000.0,15-01-2017,Alm.,9900,4,Sommerhus,101,1991,
Strandvejen 1 3720 Aakirkeby,1,1096644.0,13-01-2017,Alm.,6450,5,Stuehus,170,1827,0 %
Ølenevej 62 3720 Aakirkeby,62,2150800.0,13-01-2017,Alm.,14434,8,Stuehus,149,1887,
Trekanten 7 3720 Aakirkeby,7,675000.0,13-01-2017,Alm.,5921,4,Villa,114,1942,-3 %
Vestermarievej 84 3720 Aakirkeby,84,950000.0,12-01-2017,Alm.,5491,3,Stuehus,173,1900,-5 %
Vestermarievej 74 3720 Aakirkeby,74,575000.0,05-01-2017,Alm.,3527,5,Sommerhus,163,1809,-8 %
Sluseparken 9A 3720 Aakirkeby,0,1600500.0,03-01-2017,Fam.,17783,4,Sommerhus,90,2007,
Poserevænget 18 3720 Aakirkeby,18,267750.0,03-01-2017,Fam.,4056,4,Sommerhus,66,1975,
Poserekrogen 18 3720 Aakirkeby,18,342500.0,23-12-2016,Fam.,5351,4,Sommerhus,64,1979,
Ædjavejen 16 3720 Aakirkeby,16,880000.0,23-12-2016,Alm.,16000,3,Sommerhus,55,1964,-2 %
Nybyvej 22 3720 Aakirkeby,22,900000.0,22-12-2016,Alm.,7500,5,Villa,120,1900,
Ølenevej 46 3720 Aakirkeby,46,130000.0,19-12-2016,Alm.,4642,2,Sommerhus,28,1954,-26 %
Stakhaven 8 3720 Aakirkeby,8,300000.0,16-12-2016,Alm.,3092,4,Rækkehus,97,1955,
Fyrreskoven 14 3720 Aakirkeby,14,640000.0,09-12-2016,Alm.,11851,4,Sommerhus,54,1975,-8 %
Maegårdsskoven 5 3720 Aakirkeby,5,400000.0,01-12-2016,Fam.,5970,4,Sommerhus,67,1972,
Aspesgårdsskoven 7 3720 Aakirkeby,7,732500.0,30-11-2016,Alm.,15585,4,Sommerhus,47,1969,-8 %
Fyrrebakken 9 3720 Aakirkeby,9,560000.0,29-11-2016,Alm.,14358,2,Sommerhus,39,1970,-3 %
Fyrreskoven 30 3720 Aakirkeby,30,995000.0,25-11-2016,Alm.,11436,4,Sommerhus,87,1978,0 %
Perikumvej 4 3720 Aakirkeby,4,2500000.0,25-11-2016,Alm.,34722,4,Sommerhus,72,1980,
Hegnedevejen 21 3720 Aakirkeby,21,1575000.0,23-11-2016,Alm.,10161,5,Villa,155,1900,0 %
Rønnevej 40 3720 Aakirkeby,40,200000.0,21-11-2016,Alm.,1769,5,Villa,113,1920,
Aspesgårdsskoven 15A 3720 Aakirkeby,0,100000.0,20-11-2016,Fam.,1612,4,Sommerhus,62,1974,
Syrenvej 13 3720 Aakirkeby,13,895000.0,18-11-2016,Alm.,5233,5,Villa,171,1977,0 %
Søndre Smålyngsvej 4 3720 Aakirkeby,4,130000.0,15-11-2016,Alm.,1120,6,Stuehus,116,1670,-13 %
Boesparken 4B 3720 Aakirkeby,0,945000.0,15-11-2016,Alm.,11385,4,Sommerhus,83,2000,-5 %
Aspesgårdsskoven 12 3720 Aakirkeby,12,800000.0,14-11-2016,Alm.,15384,4,Sommerhus,52,1973,
Haregade 14. 18 3720 Aakirkeby,18,245000.0,09-11-2016,Alm.,5697,1,Sommerhus,43,1975,
Sigtemøllevejen 18 3720 Aakirkeby,18,920000.0,09-11-2016,Alm.,8518,5,Villa,108,1930,3 %
Pederskervejen 90 3720 Aakirkeby,90,250000.0,08-11-2016,Fam.,2192,4,Villa,114,1968,
Loftsgårdsskoven 7 3720 Aakirkeby,7,850000.0,04-11-2016,Alm.,14912,4,Sommerhus,57,1985,0 %
Sjøstauan 3 3720 Aakirkeby,3,416666.0,04-11-2016,Fam.,3472,5,Sommerhus,120,1997,
Sosevejen 20 3720 Aakirkeby,20,700000.0,03-11-2016,Alm.,5000,3,Villa,140,1913,-3 %
Hans Rømersvej 12 3720 Aakirkeby,12,285000.0,03-11-2016,Andet,1484,5,Villa,192,1929,
Tulipanvej 26 3720 Aakirkeby,26,575000.0,03-11-2016,Alm.,5476,4,Villa,105,1985,-3 %
Fyrreskoven 34 3720 Aakirkeby,34,835000.0,31-10-2016,Alm.,10060,4,Sommerhus,83,1976,-7 %
Holsteroddevej 14 3720 Aakirkeby,14,1487500.0,30-10-2016,Fam.,12395,4,Sommerhus,120,2002,
Sigtebrovejen 1 3720 Aakirkeby,1,145000.0,26-10-2016,Alm.,906,5,Villa,160,1925,0 %
Sortspættevej 16 3720 Aakirkeby,16,895000.0,21-10-2016,Alm.,10406,6,Sommerhus,86,1999,0 %
Fejleregårdsvejen 3 3720 Aakirkeby,3,775000.0,19-10-2016,Alm.,3125,6,Villa,248,1965,0 %
Poserekrogen 4 3720 Aakirkeby,4,995000.0,14-10-2016,Alm.,13266,4,Sommerhus,75,1978,0 %
Bossevejen 9 3720 Aakirkeby,9,400000.0,14-10-2016,Alm.,2919,4,Villa,137,1880,-14 %
Pedersker Hovedgade 36 3720 Aakirkeby,36,296250.0,13-10-2016,Andet,2116,5,Industri o.l.,140,1947,
Boderne 25 3720 Aakirkeby,25,246500.0,10-10-2016,Fam.,7703,2,Sommerhus,32,1932,
Strandløkken 9 3720 Aakirkeby,9,860000.0,10-10-2016,Alm.,12835,3,Sommerhus,67,1977,-4 %
Lyngvejen 18 3720 Aakirkeby,18,204500.0,08-10-2016,Fam.,3718,3,Sommerhus,55,1990,
Haregade 14. 32 3720 Aakirkeby,32,335000.0,07-10-2016,Alm.,6979,3,Sommerhus,48,1887,
