address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Kærholtvej 24 9320 Hjallerup,24,1220000.0,18-04-2017,Alm.,10000,4,Villa,122,1977,-6 %
Tylstrupvej 28 9320 Hjallerup,28,551500.0,07-04-2017,Fam.,4557,4,Villa,121,1958,
Rosenvænget 1 9320 Hjallerup,1,725000.0,05-04-2017,Alm.,6196,4,Villa,117,1969,-6 %
Tolstrupvej 78 9320 Hjallerup,78,13767072.0,03-04-2017,Alm.,44990,7,Stuehus,306,1890,
Nygade 11 9320 Hjallerup,11,1065000.0,24-03-2017,Fam.,6156,6,Villa,173,1938,
Anne Marie Vej 14 9320 Hjallerup,14,1060000.0,21-03-2017,Alm.,8617,5,Villa,123,1971,-3 %
Håndværkervej 28 9320 Hjallerup,28,100000.0,13-03-2017,Andet,480,6,Villa,208,1969,
Søndermarken 59 9320 Hjallerup,59,1255000.0,13-03-2017,Fam.,7130,4,Villa,176,1975,-10 %
Algade 10 9320 Hjallerup,10,727692.0,11-03-2017,Alm.,6930,4,Villa,105,1920,
Idræts Alle 2 9320 Hjallerup,2,1637000.0,10-03-2017,Alm.,10629,5,Villa,154,1972,-3 %
Skansen 5 9320 Hjallerup,5,925000.0,08-03-2017,Alm.,7061,5,Villa,131,1957,-7 %
Kærholtvej 56 9320 Hjallerup,56,1560000.0,23-02-2017,Alm.,12093,5,Villa,129,1982,
Hellevadvej 23 9320 Hjallerup,23,1377600.0,23-02-2017,Alm.,5788,7,Villa,238,1986,
Poulsgade 11 9320 Hjallerup,11,1295000.0,20-02-2017,Alm.,5807,7,Villa,223,1972,0 %
Skolegade 3 9320 Hjallerup,3,1600000.0,17-02-2017,Alm.,8080,6,Villa,198,1966,
Hjallerup Engvej 11 9320 Hjallerup,11,10000.0,12-02-2017,Alm.,94,3,Villa,106,1931,
Søndermarken 103 9320 Hjallerup,103,1250000.0,26-01-2017,Alm.,10245,5,Villa,122,1978,-3 %
Omorikavej 3 9320 Hjallerup,3,1925000.0,19-01-2017,Alm.,9080,6,Villa,212,1974,-4 %
Borgergade 38 9320 Hjallerup,38,30000.0,17-01-2017,Alm.,454,2,Villa,66,1905,
Østergade 12A 9320 Hjallerup,0,525000.0,17-01-2017,Alm.,4906,4,Villa,107,1935,
Tennisskoven 28 9320 Hjallerup,28,3498000.0,17-01-2017,Alm.,15686,5,Villa,223,2010,0 %
Lyngdrupvej 60 9320 Hjallerup,60,40000.0,13-01-2017,Alm.,330,4,Stuehus,121,1953,
Bøgelunden 5 9320 Hjallerup,5,1830000.0,13-01-2017,Fam.,5736,7,Villa,319,2007,
Vestergade 19 9320 Hjallerup,19,8500000.0,10-01-2017,Alm.,15799,12,Villa,538,2016,
Borgergade 7 9320 Hjallerup,7,408962.0,09-01-2017,Alm.,3298,7,Villa,124,1949,
Oscarsvej 4 9320 Hjallerup,4,1715000.0,04-01-2017,Alm.,11666,5,Villa,147,1979,-9 %
Møllevangen 9 9320 Hjallerup,9,780000.0,02-01-2017,Alm.,12000,2,Rækkehus,65,1986,
Hegely 220 9320 Hjallerup,220,1495000.0,30-12-2016,Alm.,11240,5,Villa,133,1983,0 %
Søndergade 51 9320 Hjallerup,51,1930000.0,29-12-2016,Alm.,12532,4,Villa,154,1957,
Nygade 9 9320 Hjallerup,9,850000.0,20-12-2016,Andet,5312,4,Villa,160,1918,
Fældenvej 5 9320 Hjallerup,5,1500000.0,17-12-2016,Fam.,6944,4,Stuehus,216,1911,
Søndergade 40A 9320 Hjallerup,0,650000.0,16-12-2016,Fam.,4088,5,Villa,159,1989,
