address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Marienholtvej 6 8550 Ryomgård,6,515000.0,11-04-2017,Alm.,7803,3,Sommerhus,66,1964,
Marienholtvej 8 8550 Ryomgård,8,9925000.0,04-04-2017,Alm.,64448,5,Stuehus,154,1800,
Tjerrildvej 28 8550 Ryomgård,28,1494000.0,29-03-2017,Alm.,8788,6,Stuehus,170,1975,
Poppelvej 62 8550 Ryomgård,62,1315000.0,28-03-2017,Alm.,9528,4,Villa,138,1975,-3 %
Storegade 101 8550 Ryomgård,101,600000.0,28-03-2017,Alm.,7500,3,Villa,80,1939,
Thorsagervej 9 8550 Ryomgård,9,282348.0,16-03-2017,Andet,2823,5,Villa,100,1873,
Brunmosevej 32 8550 Ryomgård,32,1310000.0,13-03-2017,Alm.,6931,5,Stuehus,189,1941,
Nordlyvej 26 8550 Ryomgård,26,1760000.0,08-03-2017,Alm.,8461,7,Villa,208,1976,-2 %
Perlevej 16 8550 Ryomgård,16,1164000.0,06-03-2017,Fam.,6613,4,Villa,176,1968,
Nordlyvej 16 8550 Ryomgård,16,1350000.0,03-03-2017,Alm.,9121,4,Villa,148,1970,-3 %
Skovbrynet 5 8550 Ryomgård,5,885000.0,20-02-2017,Alm.,6704,4,Villa,132,1965,-11 %
Lærkevej 17 8550 Ryomgård,17,770000.0,16-02-2017,Alm.,9058,4,Villa,85,1958,-12 %
P. Vejsgaardsvænget 2 8550 Ryomgård,2,1042178.0,08-02-2017,Fam.,5989,5,Villa,174,2007,
Astrupvej 24 8550 Ryomgård,24,1100000.0,03-02-2017,Alm.,8730,5,Villa,126,1778,-12 %
Tjørnevej 7 8550 Ryomgård,7,714000.0,02-02-2017,Fam.,7360,3,Villa,97,1987,
Kastrupvej 16 8550 Ryomgård,16,2850000.0,31-01-2017,Alm.,13970,7,Villa,204,1900,
Skovvej 25 8550 Ryomgård,25,465000.0,17-01-2017,Alm.,3907,4,Villa,119,1931,-15 %
Nimtoftevej 5 8550 Ryomgård,5,1200000.0,17-01-2017,Alm.,8633,5,Villa,139,1928,-7 %
Skyttebakken 20 8550 Ryomgård,20,1350000.0,11-01-2017,Alm.,10227,6,Villa,132,1930,0 %
Skovvej 14 8550 Ryomgård,14,650000.0,04-01-2017,Alm.,8441,3,Villa,77,1958,
Bøjstrupvej 23 8550 Ryomgård,23,1307500.0,03-01-2017,Fam.,5493,11,Villa,238,1902,
Margrethelundvej 1 8550 Ryomgård,1,1100000.0,16-12-2016,Alm.,7236,5,Stuehus,152,1904,-14 %
Nordlyvej 38 8550 Ryomgård,38,1575000.0,12-12-2016,Alm.,11250,5,Villa,140,1975,-1 %
Ringsøvej 49 8550 Ryomgård,49,1498000.0,06-12-2016,Alm.,7133,7,Villa,210,1870,0 %
Esmarcksvej 17 8550 Ryomgård,17,1215000.0,30-11-2016,Alm.,10041,4,Villa,121,1986,-6 %
Tværvej 6 8550 Ryomgård,6,750000.0,22-11-2016,Fam.,6818,3,Villa,110,1953,
Bøjstrupvej 9 8550 Ryomgård,9,1997500.0,22-11-2016,Fam.,15853,4,Stuehus,126,1987,
P. Vejsgaardsvænget 25 8550 Ryomgård,25,3700000.0,15-11-2016,Alm.,13120,7,Villa,282,2008,-3 %
Vestergade 79 8550 Ryomgård,79,1670000.0,14-11-2016,Alm.,8564,5,Villa,195,1948,-1 %
Storegade 52 8550 Ryomgård,52,420000.0,31-10-2016,Alm.,3000,5,Villa,140,1894,-16 %
Nordlyvej 31 8550 Ryomgård,31,1175000.0,19-10-2016,Alm.,8392,5,Villa,140,1974,-6 %
Bøgevej 3 8550 Ryomgård,3,600000.0,01-10-2016,Alm.,4081,5,Villa,147,1977,
Klemstrupvej 2 8550 Ryomgård,2,1225000.0,27-09-2016,Alm.,7291,5,Villa,168,1850,-2 %
Lærkevej 18 8550 Ryomgård,18,725000.0,20-09-2016,Alm.,6590,5,Villa,110,1957,-3 %
Hasselvej 1A 8550 Ryomgård,0,1375000.0,16-09-2016,Alm.,9482,5,Villa,145,1977,-4 %
Solbakkevej 7 8550 Ryomgård,7,1250000.0,13-09-2016,Alm.,8064,6,Villa,155,1957,-7 %
Skolevej 7 8550 Ryomgård,7,290000.0,10-09-2016,Alm.,2396,4,Villa,121,1971,
Nordlyvej 36 8550 Ryomgård,36,1475000.0,09-09-2016,Alm.,12090,4,Villa,122,1977,0 %
Korupskovvej 11 8550 Ryomgård,11,89999.0,06-09-2016,Alm.,918,4,Stuehus,98,1875,
Skolevej 12 8550 Ryomgård,12,475000.0,25-08-2016,Alm.,2794,6,Villa,170,1967,-39 %
Vibevej 15B 8550 Ryomgård,0,1500000.0,14-08-2016,Alm.,11363,7,Villa,132,1966,
Storegade 47 8550 Ryomgård,47,332048.0,10-08-2016,Fam.,2459,2,Villa,135,1988,
Jernbanegade 15 8550 Ryomgård,15,1800000.0,03-08-2016,Alm.,27692,6,Detailhandel,65,1898,
Skovbrynet 2 8550 Ryomgård,2,650000.0,02-08-2016,Alm.,3333,6,Villa,195,1945,-16 %
Storegade 121 8550 Ryomgård,121,575000.0,22-07-2016,Alm.,4563,4,Villa,126,1956,-8 %
Kastanievej 2 8550 Ryomgård,2,1220000.0,19-07-2016,Alm.,8531,4,Villa,143,1973,-2 %
Axel Munchsvej 26 8550 Ryomgård,26,1280000.0,15-07-2016,Alm.,11130,4,Villa,115,1987,-1 %
Nimtoftevej 10 8550 Ryomgård,10,551875.0,13-07-2016,Auktion,3284,3,Villa,168,1915,-29 %
Askevej 7 8550 Ryomgård,7,1300000.0,01-07-2016,Alm.,9558,4,Villa,136,1972,-4 %
Storegade 57 8550 Ryomgård,57,300000.0,30-06-2016,Alm.,1578,6,Stuehus,190,1921,-70 %
Skovvej 46 8550 Ryomgård,46,1550000.0,27-06-2016,Alm.,12809,5,Villa,121,1954,-1 %
Tjerrildvej 18 8550 Ryomgård,18,2405000.0,22-06-2016,Alm.,17947,5,Villa,134,1957,-4 %
Skovtoften 96 8550 Ryomgård,96,2150000.0,20-06-2016,Alm.,15357,5,Villa,140,2007,-6 %
