address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Nørrevejen 1 5985 Søby Ærø,5985,150000.0,22-03-2017,Fam.,1260,4,Villa,119,1895,
Kulebjergsvej 4 5985 Søby Ærø,5985,1790000.0,06-03-2017,Alm.,13161,4,Stuehus,136,1928,
Ellehøjvej 2 5985 Søby Ærø,5985,800000.0,01-03-2017,Alm.,8000,7,Industri o.l.,100,1945,
Bromaj 3 5985 Søby Ærø,5985,70000.0,08-02-2017,Alm.,357,5,Villa,196,1930,-95 %
Buevej 26 5985 Søby Ærø,5985,400000.0,30-01-2017,Alm.,1904,6,Villa,210,1908,-19 %
Kobbelbakken 1 5985 Søby Ærø,5985,950000.0,06-12-2016,Alm.,4112,8,Villa,231,1847,
Østerbro 20 5985 Søby Ærø,5985,125000.0,21-11-2016,Alm.,771,6,Villa,162,1900,-36 %
Søbygårdsvej 3 5985 Søby Ærø,5985,1125000.0,21-09-2016,Alm.,12362,4,Villa,91,1797,-2 %
Østerbro 25A 5985 Søby Ærø,5985,450000.0,15-09-2016,Alm.,3040,5,Villa,148,1968,-18 %
Søby Landevej 10 5985 Søby Ærø,5985,500000.0,30-08-2016,Alm.,2347,6,Villa,213,1906,-23 %
Søbakkevej 7 5985 Søby Ærø,5985,40000.0,21-08-2016,Alm.,500,3,Sommerhus,80,1800,-60 %
Stenagre 4 5985 Søby Ærø,5985,305000.0,20-08-2016,Alm.,3050,3,Stuehus,100,1914,-28 %
Nørrebro 8 5985 Søby Ærø,5985,225000.0,08-08-2016,Alm.,1704,6,Villa,132,1903,
Søbakkevej 11 5985 Søby Ærø,5985,357000.0,26-07-2016,Fam.,2380,5,Villa,150,1924,
Skæphøjvej 6 5985 Søby Ærø,5985,340000.0,21-07-2016,Alm.,2073,7,Stuehus,164,1907,-13 %
Østerbro 48 5985 Søby Ærø,5985,50000.0,08-07-2016,Alm.,543,11,Engroshandel,92,1966,
Øverste Skovbymark 10 5985 Søby Ærø,5985,895000.0,27-06-2016,Alm.,7103,4,Villa,126,1913,-10 %
Haven 16 5985 Søby Ærø,5985,40000.0,15-06-2016,Alm.,219,6,Stuehus,182,1908,
Lodsgyden 5 5985 Søby Ærø,5985,175000.0,26-05-2016,Alm.,3240,3,Villa,54,1850,-42 %
Lærkevej 8 5985 Søby Ærø,5985,275000.0,15-04-2016,Alm.,3235,4,Villa,85,1957,-15 %
Langebro 6 5985 Søby Ærø,5985,550000.0,19-03-2016,Fam.,2894,6,Villa,190,1904,
Harevej 3 5985 Søby Ærø,5985,215000.0,13-03-2016,Alm.,2590,4,Stuehus,83,1777,
Nørrevejen 3 5985 Søby Ærø,5985,235000.0,11-02-2016,Auktion,2831,3,Villa,83,1900,-15 %
Skovbygyde 2 5985 Søby Ærø,5985,50000.0,06-02-2016,Alm.,500,4,Sommerhus,100,1727,
Østerbro 13 5985 Søby Ærø,5985,150000.0,18-12-2015,Alm.,746,6,Villa,201,1928,-40 %
Skovbygade 23 5985 Søby Ærø,5985,845000.0,04-11-2015,Alm.,5709,5,Stuehus,148,1800,
Søbakkevej 8 5985 Søby Ærø,5985,63500.0,04-11-2015,Auktion,729,5,Villa,87,1878,
Kystvejen 9 5985 Søby Ærø,5985,310000.0,23-10-2015,Alm.,4492,4,Villa,69,1970,-17 %
Haven 14 5985 Søby Ærø,5985,1345000.0,05-10-2015,Alm.,4981,5,Villa,270,1913,-10 %
Søby Nørremarksvej 11 5985 Søby Ærø,5985,450000.0,01-10-2015,Alm.,2903,6,Villa,155,1907,-9 %
Ellehøjvej 8 5985 Søby Ærø,5985,75000.0,01-09-2015,Alm.,1339,4,Villa,56,1960,-70 %
Haven 18 5985 Søby Ærø,5985,272000.0,26-08-2015,Fam.,3487,3,Sommerhus,78,1989,
Østerbro 50 5985 Søby Ærø,5985,225000.0,11-08-2015,Alm.,2250,5,Villa,100,1895,
Ellehøjvej 23 5985 Søby Ærø,5985,635000.0,14-07-2015,Alm.,4535,5,Villa,140,1975,-6 %
Biografvej 1 5985 Søby Ærø,5985,175000.0,11-06-2015,Alm.,1620,5,Villa,108,1959,-30 %
Nørrevænget 10 5985 Søby Ærø,5985,240000.0,04-06-2015,Alm.,2580,3,Villa,93,1942,-4 %
Havnevejen 11 5985 Søby Ærø,5985,400000.0,01-06-2015,Alm.,4705,3,Villa,85,1923,
