address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Pilevænget 1 7130 Juelsminde,1,1000000.0,11-05-2017,Fam.,18518,3,Sommerhus,54,1964,
Poppelalle 29 7130 Juelsminde,29,2225000.0,10-05-2017,Alm.,22938,4,Sommerhus,97,2012,
As Strandby 30 7130 Juelsminde,30,1220000.0,09-05-2017,Alm.,15250,4,Sommerhus,80,1991,
Karl Nielsens Vej 24 7130 Juelsminde,24,676333.0,09-05-2017,Fam.,9139,3,Sommerhus,74,1993,
Kirkedalsvej 34 7130 Juelsminde,34,849000.0,08-05-2017,Fam.,7447,4,Villa,114,1974,
Hamborg 36 7130 Juelsminde,36,270000.0,30-04-2017,Alm.,7500,2,Sommerhus,36,1968,-32 %
Kirkholm Strandby 8 7130 Juelsminde,8,1260000.0,28-04-2017,Alm.,17746,5,Sommerhus,71,1962,-6 %
Åbakken 16 7130 Juelsminde,16,350333.0,23-04-2017,Alm.,3981,4,Sommerhus,88,1971,-63 %
Bøgeskovvejen 8 7130 Juelsminde,8,250000.0,12-04-2017,Alm.,1923,5,Villa,130,1850,-38 %
Pøt Strandby 288 7130 Juelsminde,288,1150000.0,11-04-2017,Alm.,14935,4,Sommerhus,77,2005,-4 %
As Hedegård 60 7130 Juelsminde,60,885000.0,07-04-2017,Alm.,14274,2,Sommerhus,62,1973,
Østermarksvej 29 7130 Juelsminde,29,1001500.0,06-04-2017,Fam.,3514,7,Villa,285,1978,
Asbo 34 7130 Juelsminde,34,1200000.0,06-04-2017,Alm.,14634,4,Sommerhus,82,1971,
Kystvej 1A 7130 Juelsminde,0,4000000.0,05-04-2017,Alm.,51282,6,Sommerhus,78,1961,-6 %
Strandengen 50 7130 Juelsminde,50,1800000.0,30-03-2017,Alm.,16666,5,Sommerhus,108,2004,-7 %
Hamborg 87 7130 Juelsminde,87,450000.0,29-03-2017,Alm.,6923,4,Sommerhus,65,1986,-9 %
Bjørnsknudevej 50E 7130 Juelsminde,0,4402764.0,29-03-2017,Fam.,36689,4,Sommerhus,120,1927,
Vænget 1 7130 Juelsminde,1,5000000.0,27-03-2017,Alm.,50505,5,Sommerhus,99,1997,
Hamborg 32 7130 Juelsminde,32,775000.0,24-03-2017,Alm.,12301,3,Sommerhus,63,1990,-13 %
Ferskenvej 1 7130 Juelsminde,1,2150000.0,22-03-2017,Alm.,41346,3,Sommerhus,52,1955,
Klakringvej 81 7130 Juelsminde,81,759035.0,22-03-2017,Alm.,4743,6,Villa,160,1972,-35 %
Niels Rasmussens Vej 105 7130 Juelsminde,105,3950000.0,21-03-2017,Alm.,30152,5,Sommerhus,131,1998,-8 %
Kirkevej 12 7130 Juelsminde,12,1050000.0,15-03-2017,Alm.,8467,4,Villa,124,1962,-4 %
Gartnerparken 25 7130 Juelsminde,25,769500.0,14-03-2017,Andet,11838,3,Rækkehus,65,1993,
Gartnerparken 29 7130 Juelsminde,29,761500.0,14-03-2017,Andet,11715,2,Rækkehus,65,1996,
Damagervej 12 7130 Juelsminde,12,561388.0,13-03-2017,Fam.,2725,6,Villa,206,1964,
Pøt Strandby 55 7130 Juelsminde,55,800000.0,10-03-2017,Alm.,13333,3,Sommerhus,60,1981,
