address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
"Gl Hovedgade 12, 1. 38 2970 Hørsholm",38,2695000.0,09-05-2017,Alm.,26165,3,Lejlighed,103,1775,0 %
Johannevej 3A 2970 Hørsholm,0,3800000.0,04-05-2017,Alm.,25503,4,Villa,149,1956,-5 %
Johannevej 22 2970 Hørsholm,22,4340700.0,02-05-2017,Alm.,25837,5,Villa,168,1960,-3 %
Ahornvej 24 2970 Hørsholm,24,3250000.0,28-04-2017,Alm.,25390,4,Villa,128,1966,-4 %
"Bybjergvej 15, 2. TV 2970 Hørsholm",0,1700000.0,22-04-2017,Alm.,22077,3,Lejlighed,77,1962,-5 %
Byporten 63 2970 Hørsholm,63,1905000.0,21-04-2017,Alm.,23812,3,Lejlighed,80,1987,1 %
"Hørsholm Park 7, 3. MF 2970 Hørsholm",0,1895000.0,11-04-2017,Alm.,27463,2,Lejlighed,69,1969,0 %
"Kammerrådensvej 7, ST. TV 2970 Hørsholm",0,214402.0,10-04-2017,Alm.,3298,2,Lejlighed,65,1967,
Høsterkøb Byvej 3 2970 Hørsholm,3,9500000.0,04-04-2017,Alm.,41850,9,Villa,227,1900,
"Kammerrådensvej 9, ST. TH 2970 Hørsholm",0,2100000.0,30-03-2017,Fam.,20588,4,Lejlighed,102,1967,
Mikkelborg Alle 15 2970 Hørsholm,15,5650000.0,29-03-2017,Alm.,27560,6,Villa,205,1985,-3 %
"Gasværksvej 10, 1. TV 2970 Hørsholm",0,1975000.0,22-03-2017,Alm.,23235,3,Lejlighed,85,1961,-3 %
Ved Stampedammen 20 2970 Hørsholm,20,3000000.0,21-03-2017,Alm.,23622,4,Rækkehus,127,1963,-3 %
Ved Møllen 4 2970 Hørsholm,4,4375000.0,21-03-2017,Alm.,21875,5,Villa,200,1829,-3 %
Slotsbakken 178 2970 Hørsholm,178,2650000.0,20-03-2017,Alm.,21900,4,Rækkehus,121,1986,-2 %
Kløvervang 59 2970 Hørsholm,59,3800000.0,17-03-2017,Alm.,44186,5,Villa,86,1955,3 %
Sdr. Jagtvej 38 2970 Hørsholm,38,4600000.0,17-03-2017,Alm.,31724,5,Villa,145,1949,-3 %
"Mikkelborg Park 24, 1. TV 2970 Hørsholm",0,2040000.0,16-03-2017,Fam.,20400,3,Lejlighed,100,1987,
Toftebjergvej 16 2970 Hørsholm,16,6500000.0,16-03-2017,Alm.,33163,4,Villa,196,2016,
"Usserød Kongevej 35D, 2. TH 2970 Hørsholm",0,465000.0,16-03-2017,Alm.,7750,2,Lejlighed,60,1939,
Ribisvej 5 2970 Hørsholm,5,3100000.0,15-03-2017,Alm.,24603,5,Villa,126,1968,-5 %
"Gl Hovedgade 15A, 3. 13 2970 Hørsholm",13,1350000.0,15-03-2017,Alm.,28125,2,Lejlighed,48,1977,0 %
Nygårdsvænget 25 2970 Hørsholm,25,1575000.0,15-03-2017,Andet,10227,5,Rækkehus,154,1977,
Breeltedal 1 2970 Hørsholm,1,2500000.0,14-03-2017,Andet,14450,6,Villa,173,2001,
Slettevang 3 2970 Hørsholm,3,6025000.0,10-03-2017,Alm.,37191,6,Villa,162,1954,-3 %
Stampevænget 16 2970 Hørsholm,16,1349510.0,09-03-2017,Fam.,13631,3,Rækkehus,99,1986,
"Ørbækgårds Alle 507, 2. TH 2970 Hørsholm",0,3025000.0,09-03-2017,Alm.,31185,3,Lejlighed,97,2001,-4 %
"Ellevej 6, 1. TH 2970 Hørsholm",0,2150000.0,08-03-2017,Alm.,22395,3,Lejlighed,96,1979,-2 %
Selmers Vænge 4 2970 Hørsholm,4,2450000.0,08-03-2017,Alm.,27528,3,Rækkehus,89,1978,-2 %
Christianshusvej 75 2970 Hørsholm,75,2860000.0,08-03-2017,Alm.,19861,4,Rækkehus,144,1982,-5 %
Bolbrovej 195 2970 Hørsholm,195,3750000.0,07-03-2017,Alm.,27985,6,Villa,134,1954,-4 %
Grundtmannsvej 6 2970 Hørsholm,6,5235000.0,06-03-2017,Alm.,23687,7,Villa,221,1974,-5 %
Fruerhøj 11 2970 Hørsholm,11,3700000.0,06-03-2017,Alm.,33333,3,Villa,111,1979,
"Hørsholm Park 1, 3. TH 2970 Hørsholm",0,2295000.0,05-03-2017,Alm.,20309,4,Lejlighed,113,1969,0 %
Dianas Have 16 2970 Hørsholm,16,2095000.0,03-03-2017,Alm.,24360,2,Lejlighed,86,1992,0 %
Usserød Kongevej 85B 2970 Hørsholm,0,3270000.0,03-03-2017,Alm.,29459,3,Rækkehus,111,1977,-4 %
