address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Kamillevej 9 7990 Øster Assels,7990,830000.0,04-05-2017,Alm.,10246,4,Sommerhus,81,2006,
Hesterøroddevej 14 7990 Øster Assels,7990,75000.0,02-05-2017,Fam.,862,3,Villa,87,1936,
Havnevej 58 7990 Øster Assels,7990,468990.0,12-04-2017,Alm.,4078,5,Villa,115,1925,
Gammel Færgevej 101 7990 Øster Assels,7990,1975000.0,17-02-2017,Alm.,15551,5,Sommerhus,127,1920,
Mælkevejen 7 7990 Øster Assels,7990,35000.0,03-02-2017,Alm.,336,5,Villa,104,1931,
Mælkevejen 21 7990 Øster Assels,7990,45000.0,01-02-2017,Alm.,269,4,Villa,167,1899,
Skallevej 21 7990 Øster Assels,7990,1560000.0,05-01-2017,Alm.,17528,3,Sommerhus,89,2003,
Storupgårdvej 9 7990 Øster Assels,7990,616723.0,22-12-2016,Alm.,3263,3,Stuehus,189,1912,
Hesterøroddevej 26 7990 Øster Assels,7990,225000.0,21-12-2016,Alm.,1923,5,Villa,117,1938,
Skibdalsvej 28 7990 Øster Assels,7990,600000.0,22-11-2016,Alm.,5000,4,Sommerhus,120,1900,-8 %
Åbakken 26 7990 Øster Assels,7990,4965000.0,17-11-2016,Alm.,15712,10,Stuehus,316,1886,
Vittrupvej 34 7990 Øster Assels,7990,510000.0,29-10-2016,Alm.,5100,3,Villa,100,1917,
Idrætsvej 8 7990 Øster Assels,7990,240000.0,21-09-2016,Alm.,1804,3,Villa,133,1979,-11 %
Bytoften 4 7990 Øster Assels,7990,505000.0,21-09-2016,Alm.,3633,4,Villa,139,1977,1 %
Østerbyen 6 7990 Øster Assels,7990,470000.0,12-09-2016,Alm.,3884,3,Villa,121,1927,-4 %
Asselsvej 137 7990 Øster Assels,7990,1250000.0,31-08-2016,Alm.,7267,7,Stuehus,172,1961,
Ballesvej 5 7990 Øster Assels,7990,400000.0,15-08-2016,Alm.,7692,4,Sommerhus,52,1976,-19 %
Mælkevejen 32 7990 Øster Assels,7990,125000.0,10-08-2016,Alm.,1190,5,Villa,105,1911,
Hesterøroddevej 87 7990 Øster Assels,7990,12000.0,21-07-2016,Alm.,100,4,Villa,120,1877,
Ålekistevej 25 7990 Øster Assels,7990,550000.0,15-07-2016,Fam.,5670,4,Stuehus,97,1909,
Skallevej 19 7990 Øster Assels,7990,382500.0,19-05-2016,Fam.,3825,3,Sommerhus,100,1969,
Tagensvej 12 7990 Øster Assels,7990,500000.0,11-05-2016,Alm.,5434,4,Sommerhus,92,1973,
Gammel Færgevej 5 7990 Øster Assels,7990,450000.0,20-04-2016,Alm.,2419,10,Stuehus,186,1938,-35 %
Hesterøroddevej 113 7990 Øster Assels,7990,1700000.0,12-04-2016,Fam.,7657,6,Stuehus,222,1938,
Kampsvej 9 7990 Øster Assels,7990,485000.0,04-04-2016,Alm.,7461,4,Sommerhus,65,1973,-11 %
Perlevej 4 7990 Øster Assels,7990,800000.0,23-03-2016,Alm.,4145,8,Villa,193,1903,-18 %
