address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Rendsagervej 76 2625 Vallensbæk,76,2795000.0,23-05-2017,Alm.,23487,5,Villa,119,1972,0 %
Nørrebred 92 2625 Vallensbæk,92,1575000.0,03-05-2017,Alm.,11013,4,Villa,143,1970,
Syvhøjvænge 145 2625 Vallensbæk,145,1865000.0,01-05-2017,Fam.,11441,4,Villa,163,1970,
Nellikevænget 6 2625 Vallensbæk,6,3250000.0,27-04-2017,Alm.,25390,4,Rækkehus,128,1999,-1 %
Bellishaven 41 2625 Vallensbæk,41,2228000.0,24-04-2017,Alm.,29315,3,Rækkehus,76,1993,-1 %
"Albertslundvej 121, 2. TV 2625 Vallensbæk",0,1850000.0,18-04-2017,Alm.,17289,4,Lejlighed,107,1964,-2 %
Pilehavevænge 39 2625 Vallensbæk,39,3295000.0,12-04-2017,Alm.,25742,4,Villa,128,1969,0 %
"Albertslundvej 127, 1. TH 2625 Vallensbæk",0,1375000.0,07-04-2017,Alm.,20220,2,Lejlighed,68,1964,
Nørrebred 59 2625 Vallensbæk,59,3398000.0,02-04-2017,Alm.,23762,5,Villa,143,1972,0 %
"Albertslundvej 103, ST. MF 2625 Vallensbæk",0,1830000.0,31-03-2017,Alm.,17102,4,Lejlighed,107,1964,-2 %
Promenaden 64 2625 Vallensbæk,64,2725000.0,30-03-2017,Alm.,22899,5,Rækkehus,119,2008,-3 %
Pilehavevænge 6 2625 Vallensbæk,6,2730000.0,28-03-2017,Alm.,15000,5,Villa,182,1967,-6 %
Hyrdeengen 205 2625 Vallensbæk,205,2600000.0,28-03-2017,Alm.,20800,4,Rækkehus,125,1975,-4 %
"Albertslundvej 89, 1. MF 2625 Vallensbæk",0,1945000.0,28-03-2017,Alm.,18701,4,Lejlighed,104,1964,
Hyrdeengen 207 2625 Vallensbæk,207,2420000.0,20-03-2017,Alm.,19360,4,Rækkehus,125,1975,-1 %
Syvhøjvænge 5 2625 Vallensbæk,5,2995000.0,14-03-2017,Alm.,22022,5,Villa,136,1972,0 %
"Albertslundvej 113, 1. TH 2625 Vallensbæk",0,1265000.0,09-03-2017,Alm.,18602,2,Lejlighed,68,1964,-2 %
Horsbred 51 2625 Vallensbæk,51,2900000.0,08-03-2017,Alm.,23200,5,Rækkehus,125,1967,-3 %
Nørrebred 146 2625 Vallensbæk,146,2995000.0,08-03-2017,Alm.,23217,4,Villa,129,1969,0 %
Nørrebred 25 2625 Vallensbæk,25,3150000.0,01-03-2017,Alm.,22500,5,Villa,140,1969,-2 %
Hyrdeengen 369 2625 Vallensbæk,369,2825000.0,28-02-2017,Alm.,25000,4,Rækkehus,113,1975,-2 %
Syvhøjvænge 16 2625 Vallensbæk,16,3500000.0,26-02-2017,Alm.,20114,5,Villa,174,1970,0 %
Horsbred 181A 2625 Vallensbæk,0,2500000.0,21-02-2017,Fam.,22321,4,Rækkehus,112,1971,
Rendsagervej 251 2625 Vallensbæk,251,2650000.0,19-02-2017,Alm.,24311,4,Villa,109,1973,-5 %
Engvej 28 2625 Vallensbæk,28,2660000.0,16-02-2017,Alm.,23963,4,Villa,111,1964,-1 %
Nørrebred 123 2625 Vallensbæk,123,3498000.0,15-02-2017,Alm.,24461,3,Villa,143,1969,
Nørrebred 104 2625 Vallensbæk,104,3325000.0,14-02-2017,Alm.,23251,5,Villa,143,1970,-3 %
Syvhøjvænge 127 2625 Vallensbæk,127,3150000.0,12-02-2017,Alm.,22992,4,Villa,137,1973,-4 %
Bellishaven 5 2625 Vallensbæk,5,2700000.0,08-02-2017,Alm.,22500,4,Rækkehus,120,1993,-7 %
Bellishaven 10 2625 Vallensbæk,10,2550000.0,08-02-2017,Alm.,28333,3,Rækkehus,90,1993,-2 %
Bellishaven 47 2625 Vallensbæk,47,2680000.0,31-01-2017,Alm.,18482,5,Rækkehus,145,1993,-3 %
Syvhøjvænge 37 2625 Vallensbæk,37,3800000.0,26-01-2017,Alm.,23602,5,Villa,161,1973,-5 %
"Albertslundvej 117, ST. TV 2625 Vallensbæk",0,1798000.0,24-01-2017,Alm.,16803,4,Lejlighed,107,1964,0 %
Nørrebred 200 2625 Vallensbæk,200,2770000.0,23-01-2017,Alm.,25887,4,Rækkehus,107,1969,0 %
"Albertslundvej 89, 2. TH 2625 Vallensbæk",0,1300000.0,18-01-2017,Alm.,19117,2,Lejlighed,68,1964,-5 %
"Albertslundvej 95, 2. TH 2625 Vallensbæk",0,1300000.0,13-01-2017,Alm.,19117,2,Lejlighed,68,1964,-2 %
"Albertslundvej 105, 1. TV 2625 Vallensbæk",0,1825000.0,12-01-2017,Alm.,17056,4,Lejlighed,107,1965,-1 %
Nørrebred 5 2625 Vallensbæk,5,1020000.0,10-01-2017,Fam.,6938,5,Villa,147,1972,
Syvhøjvænge 183 2625 Vallensbæk,183,2900000.0,09-01-2017,Alm.,17058,4,Rækkehus,170,1971,-3 %
Horsbred 181B 2625 Vallensbæk,0,2398000.0,05-01-2017,Alm.,21410,3,Rækkehus,112,1971,0 %
Nørrebred 100 2625 Vallensbæk,100,3240000.0,02-01-2017,Alm.,22657,5,Villa,143,1970,-2 %
Brøndbyvej 208 2625 Vallensbæk,208,4515000.0,31-12-2016,Alm.,26875,4,Villa,168,1981,-4 %
"Albertslundvej 123, 2. TV 2625 Vallensbæk",0,1900000.0,30-12-2016,Alm.,18269,3,Lejlighed,104,1964,
Syvhøjvænge 27 2625 Vallensbæk,27,2640000.0,21-12-2016,Alm.,22758,4,Villa,116,1969,-2 %
Syvhøjvænge 225 2625 Vallensbæk,225,3030000.0,14-12-2016,Alm.,24047,4,Rækkehus,126,1971,-4 %
Syvhøjvænge 240 2625 Vallensbæk,240,3960000.0,14-12-2016,Alm.,24750,4,Villa,160,1973,
Nørrebred 192 2625 Vallensbæk,192,2822500.0,07-12-2016,Alm.,21545,5,Rækkehus,131,1973,-3 %
Pilehavevænge 31 2625 Vallensbæk,31,3195000.0,06-12-2016,Alm.,24576,6,Villa,130,1972,0 %
Syvhøjvænge 172 2625 Vallensbæk,172,2540000.0,05-12-2016,Alm.,23738,3,Rækkehus,107,1970,-4 %
Løkketoften 27 2625 Vallensbæk,27,3473000.0,30-11-2016,Alm.,25917,4,Villa,134,1969,-1 %
"Albertslundvej 95, 1. TV 2625 Vallensbæk",0,1950000.0,27-11-2016,Alm.,18750,4,Lejlighed,104,1964,-2 %
Promenaden 32 2625 Vallensbæk,32,2810000.0,23-11-2016,Alm.,23613,5,Rækkehus,119,2008,-1 %
Nørrebred 226 2625 Vallensbæk,226,2300000.0,23-11-2016,Alm.,21495,4,Rækkehus,107,1969,-8 %
Syvhøjvænge 213 2625 Vallensbæk,213,3495000.0,23-11-2016,Alm.,20558,5,Rækkehus,170,1971,0 %
Hyrdeengen 389 2625 Vallensbæk,389,2325000.0,23-11-2016,Alm.,18600,4,Rækkehus,125,1975,1 %
Nørrebred 63 2625 Vallensbæk,63,3100000.0,17-11-2016,Alm.,21678,4,Villa,143,1972,-4 %
Rendsagervej 2 2625 Vallensbæk,2,2550000.0,16-11-2016,Alm.,21428,5,Villa,119,1972,-2 %
Rendsagervej 75 2625 Vallensbæk,75,2445000.0,16-11-2016,Alm.,22431,4,Villa,109,1973,-2 %
Nørrebred 16 2625 Vallensbæk,16,2040000.0,15-11-2016,Andet,13246,5,Villa,154,1972,
Rendsagervej 15 2625 Vallensbæk,15,2598000.0,14-11-2016,Alm.,23834,3,Villa,109,1973,
Horsbred 15 2625 Vallensbæk,15,2100000.0,13-11-2016,Alm.,19626,4,Rækkehus,107,1967,
Nørrebred 33 2625 Vallensbæk,33,2410000.0,08-11-2016,Alm.,21140,4,Villa,114,1969,-5 %
Engvej 8 2625 Vallensbæk,8,5900000.0,03-11-2016,Alm.,23505,7,Villa,251,1786,-2 %
Hyrdeengen 185 2625 Vallensbæk,185,2150000.0,02-11-2016,Alm.,17338,4,Rækkehus,124,1976,-2 %
Horsbred 67 2625 Vallensbæk,67,2200000.0,02-11-2016,Alm.,20560,4,Rækkehus,107,1967,-2 %
Horsbred 117 2625 Vallensbæk,117,2340000.0,27-10-2016,Alm.,21869,4,Rækkehus,107,1967,-6 %
Rendsagervej 22 2625 Vallensbæk,22,2800000.0,27-10-2016,Alm.,23529,5,Villa,119,1972,-10 %
Rendsagervej 70 2625 Vallensbæk,70,3195000.0,26-10-2016,Alm.,26848,5,Villa,119,1972,-3 %
"Albertslundvej 121, ST. TH 2625 Vallensbæk",0,1145000.0,23-10-2016,Alm.,16838,2,Lejlighed,68,1964,0 %
Engvej 18 2625 Vallensbæk,18,1615000.0,10-10-2016,Fam.,11535,7,Villa,140,1827,
"Albertslundvej 81, 2. TH 2625 Vallensbæk",0,1250000.0,07-10-2016,Alm.,18382,2,Lejlighed,68,1964,0 %
Syvhøjvænge 38 2625 Vallensbæk,38,3450000.0,29-09-2016,Alm.,22402,5,Villa,154,1971,-1 %
Rendsagervej 69 2625 Vallensbæk,69,3095000.0,26-09-2016,Alm.,22757,5,Villa,136,1973,0 %
Bysvinget 13 2625 Vallensbæk,13,3172500.0,25-09-2016,Alm.,23675,4,Villa,134,1985,-4 %
Bysvinget 6 2625 Vallensbæk,6,3145000.0,19-09-2016,Alm.,24763,5,Villa,127,1986,-2 %
Promenaden 26 2625 Vallensbæk,26,2900000.0,13-09-2016,Alm.,24369,5,Rækkehus,119,2008,-2 %
"Albertslundvej 105, 2. TH 2625 Vallensbæk",0,1220000.0,08-09-2016,Alm.,17941,2,Lejlighed,68,1965,2 %
Bygaden 22 2625 Vallensbæk,22,3095000.0,06-09-2016,Alm.,27149,3,Villa,114,1927,0 %
Pilehavevænge 14 2625 Vallensbæk,14,3150000.0,05-09-2016,Alm.,24230,4,Villa,130,1968,-1 %
Syvhøjvænge 52 2625 Vallensbæk,52,3350000.0,29-08-2016,Alm.,21753,5,Villa,154,1970,-6 %
Grønkløvervænget 4 2625 Vallensbæk,4,3445000.0,17-08-2016,Alm.,26500,5,Rækkehus,130,2016,
"Albertslundvej 123, ST. TV 2625 Vallensbæk",0,1748000.0,09-08-2016,Alm.,16807,4,Lejlighed,104,1964,0 %
Horsbred 114 2625 Vallensbæk,114,2700000.0,09-08-2016,Alm.,25233,4,Rækkehus,107,1967,-2 %
Nordmarksvænge 32 2625 Vallensbæk,32,3545000.0,05-08-2016,Alm.,26654,5,Rækkehus,133,2000,-1 %
Rendsagervej 115 2625 Vallensbæk,115,2500000.0,28-07-2016,Alm.,22935,4,Villa,109,1973,-14 %
"Albertslundvej 101, 1. MF 2625 Vallensbæk",0,2060000.0,21-07-2016,Alm.,19807,4,Lejlighed,104,1964,-2 %
Rendsagervej 78 2625 Vallensbæk,78,2895000.0,20-07-2016,Alm.,24327,5,Villa,119,1972,0 %
Rendsagervej 33 2625 Vallensbæk,33,2200000.0,15-07-2016,Alm.,20183,4,Villa,109,1973,-8 %
Hvidkløvervænget 6 2625 Vallensbæk,6,2875000.0,14-07-2016,Alm.,25000,4,Rækkehus,115,2015,
Hyrdeengen 263 2625 Vallensbæk,263,2150000.0,13-07-2016,Alm.,17200,4,Rækkehus,125,1975,-2 %
Bygaden 19 2625 Vallensbæk,19,6050000.0,07-07-2016,Alm.,20790,6,Villa,291,1973,-5 %
Bellishaven 31 2625 Vallensbæk,31,2725000.0,06-07-2016,Alm.,30277,3,Rækkehus,90,1993,-3 %
Rendsagervej 205 2625 Vallensbæk,205,2889000.0,05-07-2016,Alm.,21087,5,Villa,137,1973,-4 %
"Albertslundvej 93, ST. TV 2625 Vallensbæk",0,1695000.0,28-06-2016,Alm.,15841,4,Lejlighed,107,1964,
"Albertslundvej 87, 2. TH 2625 Vallensbæk",0,1175000.0,24-06-2016,Alm.,17279,2,Lejlighed,68,1964,-4 %
Hvidkløvervænget 14 2625 Vallensbæk,14,2875000.0,23-06-2016,Alm.,25000,4,Rækkehus,115,2015,
Syvhøjvænge 264 2625 Vallensbæk,264,1535000.0,22-06-2016,Andet,10513,5,Villa,146,1972,
"Albertslundvej 85, 1. TH 2625 Vallensbæk",0,1195000.0,20-06-2016,Alm.,17573,2,Lejlighed,68,1964,0 %
