address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Carl Günthers Vej 28 8700 Horsens,28,900000.0,24-05-2017,Alm.,5389,4,Villa,167,2002,
Nansensvej 79 8700 Horsens,79,1190000.0,19-05-2017,Fam.,7212,5,Villa,165,1969,
Dahliavej 16 8700 Horsens,16,1997000.0,11-05-2017,Alm.,11033,6,Villa,181,2017,
Bjerrevej 42 8700 Horsens,42,1675000.0,09-05-2017,Alm.,11964,5,Villa,140,1928,-1 %
Vinten Skovvej 70 8700 Horsens,70,30000.0,08-05-2017,Alm.,200,5,Villa,150,1872,
Gl Egebjergvej 23 8700 Horsens,23,576200.0,05-05-2017,Alm.,4332,5,Villa,133,1770,
Nordre Molgervej 10 8700 Horsens,10,1095000.0,05-05-2017,Alm.,4823,5,Villa,227,1928,0 %
Centerparken 57 8700 Horsens,57,1270000.0,05-05-2017,Alm.,17887,3,Rækkehus,71,1984,-2 %
"Sønderbrogade 15B, 1. TH 8700 Horsens",0,2450000.0,05-05-2017,Alm.,54444,2,Lejlighed,45,1887,
Gl Egebjergvej 11 8700 Horsens,11,752960.0,05-05-2017,Alm.,6845,4,Stuehus,110,1877,
Egebjergvej 218 8700 Horsens,218,457330.0,05-05-2017,Alm.,4619,5,Villa,99,1877,
Ny Havnegade 3 8700 Horsens,3,1570730.0,04-05-2017,Fam.,14818,4,Rækkehus,106,1898,
Pilegade 15 8700 Horsens,15,2300000.0,04-05-2017,Fam.,15333,5,Villa,150,2015,
Frydsvej 3 8700 Horsens,3,750000.0,02-05-2017,Alm.,5281,4,Villa,142,1987,
Brombærhegnet 30 8700 Horsens,30,1062500.0,30-04-2017,Andet,6640,5,Villa,160,2015,-61 %
Fjordparken 378 8700 Horsens,378,1300000.0,28-04-2017,Alm.,12037,4,Villa,108,1974,
Askeholm 49 8700 Horsens,49,900000.0,27-04-2017,Fam.,5142,4,Villa,175,1995,
Nylandsalle 19 8700 Horsens,19,2500000.0,24-04-2017,Alm.,24509,3,Villa,102,1929,
Sundbakken 4H 8700 Horsens,0,1300000.0,24-04-2017,Andet,12264,5,Rækkehus,106,1980,-13 %
Idrætsvej 27 8700 Horsens,27,1350000.0,21-04-2017,Alm.,12053,3,Villa,112,1933,
Frederiksgade 13G 8700 Horsens,0,1050000.0,20-04-2017,Alm.,14383,3,Rækkehus,73,1983,-4 %
Knudsgade 3 8700 Horsens,3,2490000.0,18-04-2017,Alm.,12968,5,Villa,192,1926,
Humleballe 62 8700 Horsens,62,1795000.0,18-04-2017,Alm.,11887,5,Villa,151,1998,0 %
Silkeborgvej 168 8700 Horsens,168,1595000.0,13-04-2017,Alm.,13403,4,Villa,119,1946,-3 %
Solvej 9 8700 Horsens,9,550000.0,13-04-2017,Alm.,8333,3,Villa,66,1952,-8 %
Fjordparken 29 8700 Horsens,29,1270000.0,12-04-2017,Alm.,12959,4,Villa,98,1976,-2 %
Primulavej 32 8700 Horsens,32,1695000.0,12-04-2017,Alm.,13560,5,Villa,125,1972,-5 %
Tyrstedvej 17 8700 Horsens,17,1250000.0,12-04-2017,Alm.,9615,4,Villa,130,1971,-10 %
"Bjerregade 20, 2 8700 Horsens",2,650000.0,11-04-2017,Fam.,7303,3,Lejlighed,89,1933,
"Emil Møllers Gade 6, 2. TV 8700 Horsens",0,775000.0,11-04-2017,Alm.,13135,2,Lejlighed,59,1933,0 %
Gl Næssevej 21 8700 Horsens,21,2095000.0,07-04-2017,Alm.,16367,5,Villa,128,1964,0 %
Hovmarksvej 24A 8700 Horsens,0,1825000.0,06-04-2017,Alm.,15466,5,Rækkehus,118,1979,2 %
Skolesvinget 21 8700 Horsens,21,1315000.0,06-04-2017,Alm.,11637,4,Villa,113,1965,-4 %
Bakkegårdsvej 8 8700 Horsens,8,775000.0,05-04-2017,Alm.,8516,4,Villa,91,1957,-13 %
Spedalsø 39 8700 Horsens,39,975000.0,05-04-2017,Alm.,7386,4,Villa,132,1870,-8 %
Obovej 19 8700 Horsens,19,2095000.0,04-04-2017,Alm.,13012,5,Villa,161,1970,-2 %
Carl Günthers Vej 10 8700 Horsens,10,350000.0,04-04-2017,Alm.,2500,5,Villa,140,1955,
Nordrevej 52 8700 Horsens,52,2800000.0,04-04-2017,Alm.,18181,6,Stuehus,154,1927,-30 %
Fjordparken 206 8700 Horsens,206,834627.0,04-04-2017,Andet,6520,4,Villa,128,1986,
Carl Johans Gade 9 8700 Horsens,9,3050000.0,03-04-2017,Alm.,20198,5,Villa,151,1927,-7 %
Østergade 126 8700 Horsens,126,2195000.0,03-04-2017,Alm.,16884,4,Villa,130,1919,0 %
Bygaden 100 8700 Horsens,100,1190000.0,01-04-2017,Alm.,4979,8,Villa,239,1914,
Bøghsgade 69 8700 Horsens,69,1100000.0,31-03-2017,Alm.,10679,4,Villa,103,1962,-12 %
Silkeborgvej 349 8700 Horsens,349,1562500.0,31-03-2017,Alm.,6483,7,Stuehus,241,1936,
Ydunsvej 4 8700 Horsens,4,600000.0,30-03-2017,Alm.,9677,2,Villa,62,1952,-72 %
Kildegade 34A 8700 Horsens,0,1850000.0,30-03-2017,Alm.,15811,4,Rækkehus,117,1920,0 %
Stensballevej 2 8700 Horsens,2,1345000.0,30-03-2017,Alm.,4890,6,Villa,275,1934,-4 %
Møllebæk 68 8700 Horsens,68,1475000.0,30-03-2017,Alm.,9833,4,Villa,150,1972,
Højvangen 64 8700 Horsens,64,1490000.0,29-03-2017,Alm.,8514,6,Villa,175,1973,-4 %
Geneesgade 10B 8700 Horsens,0,3400000.0,28-03-2017,Alm.,19428,6,Villa,175,1999,-3 %
H C Andersens Gade 16 8700 Horsens,16,1875000.0,28-03-2017,Alm.,16741,4,Villa,112,1939,-3 %
Vintenvej 1 8700 Horsens,1,1300000.0,28-03-2017,Alm.,7647,7,Stuehus,170,1929,
Østerhåbsvej 76 8700 Horsens,76,1075000.0,27-03-2017,Alm.,8600,4,Villa,125,1973,-2 %
Fjordparken 198 8700 Horsens,198,1430000.0,24-03-2017,Alm.,15376,4,Villa,93,1980,
Erantisvej 9 8700 Horsens,9,3800000.0,24-03-2017,Alm.,16521,6,Villa,230,2005,-1 %
Gersdorffsgade 6 8700 Horsens,6,900000.0,24-03-2017,Alm.,4838,7,Rækkehus,186,1894,
Dagnæsparken 44 8700 Horsens,44,2350000.0,23-03-2017,Alm.,14596,7,Villa,161,1996,-4 %
Sølundsgade 12 8700 Horsens,12,1330000.0,23-03-2017,Andet,10472,5,Villa,127,1946,
"Frederiksgade 33A, 1. 2 8700 Horsens",2,1215000.0,22-03-2017,Alm.,13064,4,Lejlighed,93,2009,-6 %
Kastanjealle 6 8700 Horsens,6,4240000.0,22-03-2017,Alm.,18042,7,Villa,235,2009,-1 %
Stadionsvej 10 8700 Horsens,10,1150000.0,21-03-2017,Alm.,5721,5,Villa,201,1952,-20 %
Solsikkevej 11 8700 Horsens,11,1295000.0,21-03-2017,Alm.,13489,3,Rækkehus,96,1971,
Ørnstrupvej 31 8700 Horsens,31,1137500.0,21-03-2017,Alm.,9323,5,Villa,122,1964,-5 %
Skovgårdsvej 18 8700 Horsens,18,1950000.0,20-03-2017,Alm.,10156,7,Villa,192,1969,-2 %
Ny Havnegade 10 8700 Horsens,10,2100000.0,20-03-2017,Alm.,13815,5,Rækkehus,152,1901,-6 %
Plantagen 25 8700 Horsens,25,2250000.0,17-03-2017,Alm.,19396,5,Villa,116,1984,
Fjordparken 47 8700 Horsens,47,1600000.0,17-03-2017,Alm.,9638,6,Villa,166,1976,-11 %
Carl Plougs Vej 20 8700 Horsens,20,3150000.0,17-03-2017,Alm.,19687,7,Villa,160,1950,
Stensballe Strandvej 151 8700 Horsens,151,2045000.0,16-03-2017,Alm.,14103,4,Villa,145,1976,-2 %
Lupinvej 11 8700 Horsens,11,739447.0,16-03-2017,Fam.,3286,8,Villa,225,1969,
"Jyllandsgade 5, 3. TH 8700 Horsens",0,795000.0,16-03-2017,Alm.,9814,3,Lejlighed,81,1918,0 %
Åesvej 13 8700 Horsens,13,650000.0,15-03-2017,Alm.,5327,5,Villa,122,1877,0 %
Silkeborgvej 228A 8700 Horsens,0,1150000.0,15-03-2017,Alm.,9583,4,Villa,120,1997,-10 %
"Thorsgade 40, 1 8700 Horsens",1,690000.0,15-03-2017,Alm.,6764,3,Lejlighed,102,1914,-23 %
Vestergade 50 8700 Horsens,50,925000.0,14-03-2017,Alm.,6335,4,Rækkehus,146,1890,
Kråsigvej 5 8700 Horsens,5,100000.0,13-03-2017,Andet,500,7,Villa,200,1827,-93 %
Dalgasvej 20 8700 Horsens,20,1300000.0,13-03-2017,Alm.,20634,3,Villa,63,1952,-3 %
Skovgårdsvej 23 8700 Horsens,23,2660000.0,12-03-2017,Fam.,13039,6,Villa,204,1974,-1 %
Dalagervej 210 8700 Horsens,210,1075000.0,12-03-2017,Alm.,6980,7,Villa,154,1986,
Violvej 43 8700 Horsens,43,1715000.0,12-03-2017,Alm.,10088,5,Villa,170,1975,-2 %
Vedbæksvænget 42B 8700 Horsens,0,1240000.0,10-03-2017,Alm.,9612,6,Rækkehus,129,1985,-4 %
Silkeborgvej 236 8700 Horsens,236,500000.0,10-03-2017,Alm.,4672,3,Villa,107,1943,-33 %
"Ternevej 63D, 2 8700 Horsens",2,2150000.0,10-03-2017,Alm.,16165,4,Lejlighed,133,2009,-2 %
Fjordparken 380 8700 Horsens,380,1855000.0,09-03-2017,Alm.,14269,4,Villa,130,1975,-2 %
Herregårdsparken 71 8700 Horsens,71,2000000.0,09-03-2017,Alm.,13071,5,Villa,153,1975,-5 %
Byvangen 70 8700 Horsens,70,2575000.0,08-03-2017,Alm.,18262,4,Villa,141,1997,0 %
Isager 3 8700 Horsens,3,1510000.0,07-03-2017,Fam.,8483,5,Villa,178,2007,
Byvangen 231 8700 Horsens,231,3400000.0,07-03-2017,Alm.,18478,5,Villa,184,2001,-6 %
Højvangen 4A 8700 Horsens,0,1775000.0,07-03-2017,Alm.,12412,5,Rækkehus,143,1972,-4 %
Dagnæsparken 16 8700 Horsens,16,850000.0,07-03-2017,Alm.,5592,5,Villa,152,1988,
Lovbyvej 14 8700 Horsens,14,1250000.0,07-03-2017,Alm.,17361,3,Villa,72,1955,-3 %
Torsmark 46 8700 Horsens,46,1795000.0,06-03-2017,Alm.,16933,4,Rækkehus,106,2001,0 %
Agerbakken 12 8700 Horsens,12,1860000.0,06-03-2017,Alm.,16034,4,Villa,116,1970,-2 %
Krudthusvej 3B 8700 Horsens,0,3000000.0,03-03-2017,Alm.,9375,8,Villa,320,1970,
Symfonialle 33 8700 Horsens,33,1500000.0,03-03-2017,Alm.,12295,4,Villa,122,1965,-4 %
"Holmboes Alle 8, 6. TH 8700 Horsens",0,3200000.0,03-03-2017,Alm.,22535,4,Lejlighed,142,2007,-8 %
Beringsvej 99 8700 Horsens,99,1750000.0,02-03-2017,Alm.,11006,6,Villa,159,1969,-3 %
Solsikkevej 111 8700 Horsens,111,1305000.0,02-03-2017,Alm.,13316,4,Rækkehus,98,1974,0 %
Symfonialle 19 8700 Horsens,19,240000.0,02-03-2017,Fam.,1791,4,Villa,134,1969,
Næsset 19 8700 Horsens,19,13450000.0,02-03-2017,Alm.,38428,9,Villa,350,1927,-14 %
Solsikkevej 15 8700 Horsens,15,1150000.0,02-03-2017,Alm.,11979,3,Rækkehus,96,1972,-4 %
Tyrrestrupvej 2 8700 Horsens,2,945825.0,02-03-2017,Fam.,4024,7,Villa,235,1810,
Anemonevej 144 8700 Horsens,144,1750000.0,02-03-2017,Alm.,11217,5,Villa,156,1976,-3 %
Nørrestrandsgade 44 8700 Horsens,44,1395000.0,01-03-2017,Alm.,13950,3,Rækkehus,100,1919,0 %
Teglgårdsvej 8 8700 Horsens,8,1150000.0,01-03-2017,Alm.,9274,4,Rækkehus,124,1902,-4 %
Tranevej 17 8700 Horsens,17,1710000.0,28-02-2017,Alm.,7737,8,Villa,221,1954,-5 %
"Bjerregade 25, 1. TV 8700 Horsens",0,675000.0,28-02-2017,Alm.,11842,2,Lejlighed,57,1934,
Apollovej 103 8700 Horsens,103,1280000.0,28-02-2017,Alm.,11743,4,Rækkehus,109,1970,-5 %
"Fælledvej 66, 1 8700 Horsens",1,1045000.0,28-02-2017,Alm.,13062,4,Lejlighed,80,1919,0 %
Diget 3 8700 Horsens,3,1100000.0,28-02-2017,Alm.,9016,4,Villa,122,1977,
Kornblomsten 26 8700 Horsens,26,1045000.0,28-02-2017,Alm.,80384,1,Villa,13,2017,
Krokusvej 73 8700 Horsens,73,1500000.0,27-02-2017,Alm.,13274,4,Villa,113,1977,-5 %
Nylandsalle 30 8700 Horsens,30,943500.0,27-02-2017,Fam.,8817,5,Villa,107,1927,
