address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
"Besservej 1, 1 8305 Samsø",1,975000.0,18-05-2017,Alm.,15000,1,Lejlighed,65,1925,
Besser Smedegade 23 8305 Samsø,23,550000.0,16-05-2017,Fam.,3216,5,Villa,171,1920,
Plantagevej 14 8305 Samsø,14,561000.0,10-05-2017,Alm.,12195,2,Sommerhus,46,1976,
Høneballevej 20A 8305 Samsø,0,650000.0,30-04-2017,Alm.,12037,3,Villa,54,1952,0 %
Storegade 28 8305 Samsø,28,125000.0,24-04-2017,Alm.,1096,4,Villa,114,1897,
Kolby Hovedgade 66 8305 Samsø,66,795000.0,11-04-2017,Alm.,5598,6,Rækkehus,142,1877,
Ramsherred 1 8305 Samsø,1,160000.0,09-04-2017,Alm.,2077,3,Villa,77,1877,7 %
Marsk Stigs Vej 20A 8305 Samsø,0,3800000.0,08-04-2017,Alm.,32478,4,Villa,117,1964,
Storegade 41 8305 Samsø,41,800000.0,30-03-2017,Alm.,8163,3,Villa,98,1924,-14 %
Byvejen 2 8305 Samsø,2,2640000.0,21-03-2017,Alm.,20307,5,Stuehus,130,1963,
Brundby Hovedgade 71 8305 Samsø,71,795000.0,08-03-2017,Alm.,3382,7,Villa,235,1935,-6 %
Østermarken 24 8305 Samsø,24,600000.0,05-03-2017,Fam.,4545,5,Villa,132,1869,
Tværvej 23 8305 Samsø,23,700000.0,25-02-2017,Alm.,3286,9,Villa,213,1917,
Kaasen 2 8305 Samsø,2,500000.0,24-02-2017,Alm.,4385,4,Villa,114,1954,
Solsortevej 12 8305 Samsø,12,1475000.0,23-02-2017,Alm.,15860,4,Sommerhus,93,2011,-8 %
Mejerivej 17 8305 Samsø,17,350000.0,20-02-2017,Alm.,1750,7,Villa,200,1948,-18 %
Brundby Hovedgade 38 8305 Samsø,38,300000.0,16-02-2017,Fam.,4285,3,Villa,70,1890,
Sælvig 18A 8305 Samsø,0,475000.0,13-02-2017,Alm.,14843,2,Sommerhus,32,1928,0 %
Nylandsvej 8 8305 Samsø,8,637500.0,13-02-2017,Alm.,5141,5,Villa,124,1932,
Østervangen 38 8305 Samsø,38,200000.0,13-02-2017,Alm.,2409,4,Rækkehus,83,1862,
Ørby Hovedgade 9 8305 Samsø,9,150000.0,10-02-2017,Alm.,1006,5,Villa,149,1877,-57 %
Skægsholm 15 8305 Samsø,15,80000.0,06-02-2017,Alm.,430,7,Stuehus,186,1904,
Bisgård Mark 14 8305 Samsø,14,1800000.0,01-02-2017,Alm.,16666,3,Stuehus,108,1922,
Landevejen 38 8305 Samsø,38,650000.0,31-01-2017,Alm.,7303,4,Villa,89,1929,-10 %
Lapmejsevej 10 8305 Samsø,10,1227890.0,26-01-2017,Alm.,15946,4,Sommerhus,77,1998,-9 %
Langgade 16 8305 Samsø,16,2000000.0,21-01-2017,Alm.,8333,14,Lejlighed,240,1900,
Sælvig 2 8305 Samsø,2,405000.0,12-01-2017,Alm.,3681,4,Villa,110,1938,
Molboens Bakke 12 8305 Samsø,12,1021000.0,05-01-2017,Fam.,8438,4,Stuehus,121,1797,
Pillemarksvej 5 8305 Samsø,5,550000.0,04-01-2017,Fam.,2217,7,Villa,248,1847,
Issehoved 23B 8305 Samsø,0,1050000.0,25-12-2016,Fam.,9130,4,Sommerhus,115,1986,
Sildeballe 8 8305 Samsø,8,15450000.0,22-12-2016,Alm.,73571,7,Stuehus,210,1827,
Sildeballe 22 8305 Samsø,22,15450000.0,22-12-2016,Alm.,63842,8,Stuehus,242,1946,
Strandvejen 77 8305 Samsø,77,700000.0,22-12-2016,Fam.,12962,4,Sommerhus,54,1925,
Lerbakkevej 11 8305 Samsø,11,530000.0,12-12-2016,Alm.,4568,4,Villa,116,1961,-27 %
Søndre Møllevej 6 8305 Samsø,6,160000.0,12-12-2016,Alm.,1702,5,Villa,94,1877,
Brundbyvej 11 8305 Samsø,11,274000.0,10-12-2016,Alm.,1419,10,Stuehus,193,1897,
Issehoved 41 8305 Samsø,41,2850000.0,09-12-2016,Alm.,15921,7,Sommerhus,179,1972,
Østerløkkevej 1 8305 Samsø,1,850000.0,06-12-2016,Alm.,4521,6,Villa,188,1947,-13 %
Strandvejen 74A 8305 Samsø,0,2000000.0,05-12-2016,Alm.,20618,5,Villa,97,1980,
Violvej 1 8305 Samsø,1,695000.0,28-11-2016,Alm.,16547,3,Sommerhus,42,1970,-4 %
Kolby Hovedgade 59 8305 Samsø,59,493000.0,25-11-2016,Fam.,4930,5,Villa,100,1950,
Besser Hovedgade 46 8305 Samsø,46,325000.0,22-11-2016,Alm.,1457,7,Villa,223,1945,0 %
Kalkhavesvej 20 8305 Samsø,20,235166.0,16-11-2016,Andet,2375,3,Villa,99,1973,
Kalkhavesvej 8 8305 Samsø,8,1400000.0,28-10-2016,Alm.,14285,3,Villa,98,1915,
Egevej 20 8305 Samsø,20,153000.0,27-10-2016,Fam.,1378,4,Villa,111,1870,
Besser Smedegade 13 8305 Samsø,13,475000.0,27-10-2016,Alm.,5277,6,Villa,90,1948,0 %
Lapmejsevej 7 8305 Samsø,7,640825.0,26-10-2016,Alm.,11048,4,Sommerhus,58,1977,
Kalkhavesvej 6 8305 Samsø,6,1240000.0,25-10-2016,Alm.,17222,3,Villa,72,1956,
Kalkhavesvej 14 8305 Samsø,14,613000.0,24-10-2016,Fam.,5024,4,Villa,122,1934,
Vestergade 1 8305 Samsø,1,300000.0,21-10-2016,Alm.,2307,6,Stuehus,130,1856,-31 %
Østre Ringvej 20C 8305 Samsø,0,700000.0,21-10-2016,Alm.,4516,6,Villa,155,2008,
Storegade 10 8305 Samsø,10,775000.0,19-10-2016,Alm.,5535,4,Villa,140,1900,-6 %
Brundbyvej 14 8305 Samsø,14,1175000.0,17-10-2016,Alm.,4644,9,Villa,253,1885,-11 %
Langdalen 2 8305 Samsø,2,187500.0,16-10-2016,Fam.,2435,5,Sommerhus,77,1963,
Rosenvej 81 8305 Samsø,81,775000.0,13-10-2016,Alm.,11071,4,Sommerhus,70,1973,-11 %
Ørby Hovedgade 17 8305 Samsø,17,325000.0,13-10-2016,Alm.,2850,4,Villa,114,1880,-24 %
Storegade 14 8305 Samsø,14,850000.0,11-10-2016,Alm.,8500,4,Villa,100,1987,0 %
Østervangen 34 8305 Samsø,34,648000.0,11-10-2016,Alm.,8526,3,Villa,76,1877,-24 %
Havvejen 71C 8305 Samsø,0,2650000.0,10-10-2016,Alm.,28804,4,Sommerhus,92,2010,-12 %
Maarup Hovedgade 33 8305 Samsø,33,625000.0,07-10-2016,Alm.,4807,4,Villa,130,1975,-17 %
Skolebakkevej 41 8305 Samsø,41,235000.0,06-10-2016,Alm.,2554,4,Villa,92,1900,4 %
Vestergade 19 8305 Samsø,19,825000.0,04-10-2016,Alm.,6762,7,Rækkehus,122,1900,-8 %
Besser Hovedgade 21 8305 Samsø,21,150000.0,28-09-2016,Alm.,833,7,Villa,180,1900,
Østerløkkevej 59 8305 Samsø,59,675000.0,19-09-2016,Alm.,7941,4,Villa,85,1906,-7 %
Brundby Hovedgade 48 8305 Samsø,48,690000.0,19-09-2016,Alm.,6388,5,Villa,108,1880,9 %
Kolby Hovedgade 50 8305 Samsø,50,42500.0,15-09-2016,Alm.,433,3,Villa,98,1895,
Lapmejsevej 3 8305 Samsø,3,775000.0,14-09-2016,Alm.,10616,4,Sommerhus,73,1976,-14 %
Stauns 3 8305 Samsø,3,10500000.0,12-09-2016,Alm.,58333,7,Stuehus,180,1935,
Alstrup 15B 8305 Samsø,0,6050000.0,12-09-2016,Alm.,23818,6,Stuehus,254,1900,
Torup 22 8305 Samsø,22,1700000.0,11-09-2016,Alm.,8808,8,Villa,193,1993,
Byvejen 4 8305 Samsø,4,965000.0,09-09-2016,Alm.,6942,3,Villa,139,1916,-10 %
Torup 1 8305 Samsø,1,1050000.0,07-09-2016,Alm.,6250,5,Villa,168,1805,0 %
Strandskoven 29 8305 Samsø,29,2505000.0,03-09-2016,Alm.,35281,3,Sommerhus,71,1934,35 %
Heden 6C 8305 Samsø,0,1185000.0,31-08-2016,Alm.,13779,3,Sommerhus,86,1997,-8 %
