address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Klausholmvej 5 7321 Gadbjerg,5,604947.0,04-04-2017,Alm.,5260,5,Villa,115,1959,
Spanghusvej 2 7321 Gadbjerg,2,475000.0,01-03-2017,Alm.,6597,2,Villa,72,1954,-4 %
Bavnevej 1 7321 Gadbjerg,1,200000.0,09-02-2017,Alm.,4761,2,Villa,42,1877,-33 %
Rostrupvej 6 7321 Gadbjerg,6,4065000.0,02-02-2017,Alm.,27653,5,Stuehus,147,1855,-8 %
Refshaven 59 7321 Gadbjerg,59,715000.0,23-12-2016,Alm.,5958,3,Villa,120,1991,-4 %
Gammelgårdsvej 1 7321 Gadbjerg,1,565000.0,22-12-2016,Alm.,4248,5,Villa,133,1970,-6 %
Langgade 48 7321 Gadbjerg,48,600000.0,06-12-2016,Alm.,3821,3,Villa,157,1885,
Åstvej 28 7321 Gadbjerg,28,1300000.0,02-12-2016,Alm.,7514,5,Villa,173,1915,-12 %
Åstvej 23 7321 Gadbjerg,23,1595000.0,12-11-2016,Alm.,8861,4,Villa,180,1876,0 %
Sejershaven 10 7321 Gadbjerg,10,2800000.0,06-11-2016,Alm.,13461,5,Villa,208,2008,
Nørupvej 8 7321 Gadbjerg,8,520000.0,22-10-2016,Alm.,3023,6,Villa,172,1980,-25 %
Langgade 59 7321 Gadbjerg,59,1150000.0,10-10-2016,Alm.,6534,6,Villa,176,1897,-2 %
Grønhøjgårdvej 1 7321 Gadbjerg,1,3740000.0,05-10-2016,Alm.,17000,6,Stuehus,220,1893,
Allevej 21 7321 Gadbjerg,21,660000.0,02-09-2016,Alm.,3928,4,Villa,168,1900,-17 %
Tofthøjvej 47 7321 Gadbjerg,47,527262.0,16-08-2016,Fam.,4506,4,Villa,117,1964,
Refshaven 87 7321 Gadbjerg,87,259000.0,16-08-2016,Alm.,1569,6,Villa,165,2017,
Læsøvej 7 7321 Gadbjerg,7,2000000.0,05-08-2016,Alm.,11173,3,Stuehus,179,1856,-5 %
Nørupvej 19 7321 Gadbjerg,19,1425000.0,28-07-2016,Alm.,5745,7,Villa,248,1940,-15 %
Østergårdvej 1 7321 Gadbjerg,1,640000.0,16-07-2016,Alm.,3555,6,Villa,180,1912,-19 %
Langgade 72 7321 Gadbjerg,72,495000.0,04-07-2016,Alm.,3807,3,Villa,130,1924,-2 %
Refshaven 29A 7321 Gadbjerg,0,515000.0,08-06-2016,Alm.,6959,3,Rækkehus,74,1992,-13 %
Nørupvej 6 7321 Gadbjerg,6,1300000.0,13-05-2016,Alm.,4832,4,Villa,269,1914,-13 %
Kuldbjergvej 28 7321 Gadbjerg,28,1650000.0,25-04-2016,Alm.,11224,3,Villa,147,1800,-3 %
Gammelgårdsvej 30 7321 Gadbjerg,30,960000.0,26-03-2016,Alm.,5161,5,Villa,186,1973,-4 %
Birkebækvej 51 7321 Gadbjerg,51,1795000.0,23-03-2016,Alm.,11580,5,Villa,155,1877,0 %
Engvej 20 7321 Gadbjerg,20,550000.0,06-12-2015,Alm.,4545,5,Villa,121,1975,-21 %
Rostrupvej 4 7321 Gadbjerg,4,673750.0,06-11-2015,Andet,3661,7,Villa,184,1946,
Petershøj 3 7321 Gadbjerg,3,795000.0,29-09-2015,Alm.,3859,5,Villa,206,1947,0 %
Tofthøjvej 41 7321 Gadbjerg,41,500000.0,01-09-2015,Alm.,1416,8,Stuehus,353,1913,
Langgade 23 7321 Gadbjerg,23,465000.0,10-08-2015,Alm.,4305,3,Villa,108,1960,4 %
Tofthøj Møllevej 40 7321 Gadbjerg,40,797500.0,05-08-2015,Fam.,3967,9,Villa,201,1917,-50 %
Åstvej 40 7321 Gadbjerg,40,4490000.0,09-07-2015,Alm.,17269,6,Stuehus,260,1979,
Allevej 8 7321 Gadbjerg,8,864000.0,01-07-2015,Fam.,4965,5,Villa,174,1945,
Skovgade 21B 7321 Gadbjerg,0,520000.0,25-06-2015,Alm.,5252,4,Villa,99,1983,-26 %
Bredsten Landevej 43 7321 Gadbjerg,43,10000.0,18-06-2015,Auktion,95,3,Villa,105,1837,-99 %
Holmsgårdvej 12 7321 Gadbjerg,12,1695000.0,18-06-2015,Alm.,9416,8,Villa,180,1800,0 %
Smidstrupvej 20 7321 Gadbjerg,20,975000.0,01-06-2015,Alm.,7276,5,Villa,134,1937,-18 %
Kuldbjergvej 24 7321 Gadbjerg,24,1150000.0,18-03-2015,Alm.,11500,3,Villa,100,1887,-18 %
Grydedalvej 41 7321 Gadbjerg,41,3967000.0,11-02-2015,Alm.,17631,7,Stuehus,225,1920,
Langgade 50 7321 Gadbjerg,50,350000.0,05-02-2015,Alm.,2173,5,Villa,161,1907,-12 %
Refshaven 19 7321 Gadbjerg,19,350000.0,20-01-2015,Andet,2916,4,Villa,120,1977,
Refshaven 77 7321 Gadbjerg,77,1370000.0,16-01-2015,Alm.,9580,5,Villa,143,2001,-4 %
Læsøvej 12 7321 Gadbjerg,12,1341200.0,22-12-2014,Alm.,7451,4,Stuehus,180,1912,
Åstvej 50 7321 Gadbjerg,50,330000.0,11-12-2014,Auktion,1527,6,Villa,216,1910,
Tøsby Mosevej 8 7321 Gadbjerg,8,2850000.0,11-12-2014,Alm.,14615,5,Villa,195,2006,-5 %
Klausholmvej 1 7321 Gadbjerg,1,294101.0,23-11-2014,Fam.,2827,4,Villa,104,1852,
Petershøj 4 7321 Gadbjerg,4,330000.0,06-10-2014,Alm.,3750,4,Villa,88,1900,-34 %
Refshaven 91 7321 Gadbjerg,91,1500000.0,25-09-2014,Alm.,10416,6,Villa,144,2010,-6 %
Gadbjergvej 14 7321 Gadbjerg,14,255000.0,17-09-2014,Fam.,2040,4,Villa,125,1928,
Birkebækvej 52 7321 Gadbjerg,52,579500.0,19-08-2014,Fam.,4052,5,Villa,143,2005,
Gammelgårdsvej 12 7321 Gadbjerg,12,1150000.0,15-08-2014,Alm.,7142,5,Villa,161,1972,-11 %
Gadbjergvej 16 7321 Gadbjerg,16,953392.0,08-08-2014,Alm.,5958,4,Stuehus,160,1911,
Refstrupvej 28 7321 Gadbjerg,28,10750000.0,23-07-2014,Alm.,63988,6,Stuehus,168,1918,
Klausholmvej 15 7321 Gadbjerg,15,1675000.0,04-07-2014,Alm.,7613,6,Villa,220,1998,-4 %
Skovgade 1 7321 Gadbjerg,1,410000.0,24-06-2014,Alm.,4606,3,Villa,89,1958,19 %
Gammelgårdsvej 7 7321 Gadbjerg,7,975000.0,23-06-2014,Alm.,3853,5,Villa,253,1972,-24 %
Skovgade 3 7321 Gadbjerg,3,810000.0,20-06-2014,Alm.,6230,5,Villa,130,1877,-9 %
