address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Gildsigvej 20 9400 Nørresundby,20,2225000.0,03-05-2017,Alm.,11352,5,Villa,196,1967,-11 %
"Thistedvej 85C, ST. TH 9400 Nørresundby",0,530000.0,01-05-2017,Alm.,9137,2,Lejlighed,58,1937,-15 %
"Vestergade 65A, 3 9400 Nørresundby",3,1375000.0,30-04-2017,Alm.,18092,1,Lejlighed,76,1917,-2 %
"Østergade 28L, 1 9400 Nørresundby",1,1650000.0,20-04-2017,Alm.,17010,4,Lejlighed,97,1850,
"Vesterbrogade 28, 1. TH 9400 Nørresundby",0,1650000.0,14-04-2017,Alm.,18539,2,Lejlighed,89,1937,-1 %
Krusemyntevej 21 9400 Nørresundby,21,1325000.0,12-04-2017,Alm.,12045,5,Villa,110,1957,-11 %
"Strubjerg 202, 2 9400 Nørresundby",2,1095000.0,12-04-2017,Alm.,12166,2,Lejlighed,90,1979,
Gyldenlakvej 25 9400 Nørresundby,25,2800000.0,29-03-2017,Alm.,17610,5,Villa,159,1962,-15 %
"Strubjerg 28, 3. 1 9400 Nørresundby",1,1240000.0,28-03-2017,Alm.,15696,3,Lejlighed,79,1973,-4 %
Lundøvej 1E 9400 Nørresundby,0,1626001.0,28-03-2017,Alm.,15055,4,Villa,108,1933,9 %
Thistedvej 81F 9400 Nørresundby,0,525000.0,27-03-2017,Alm.,12209,2,Lejlighed,43,1952,-12 %
Ane Dams Gade 27 9400 Nørresundby,27,3100000.0,22-03-2017,Alm.,21088,6,Villa,147,1913,-6 %
"Vestergade 31, 1. TV 9400 Nørresundby",0,1100000.0,19-03-2017,Alm.,18644,2,Lejlighed,59,1900,
Toftevej 16 9400 Nørresundby,16,1520000.0,19-03-2017,Alm.,15670,4,Villa,97,1920,-5 %
Lindholmsvej 111 9400 Nørresundby,111,2550000.0,18-03-2017,Alm.,24285,4,Villa,105,1958,-2 %
"Strubjerg 24, 3. MF 9400 Nørresundby",0,805000.0,17-03-2017,Alm.,13644,2,Lejlighed,59,1973,
Kløvervej 40 9400 Nørresundby,40,2880000.0,16-03-2017,Andet,20000,5,Villa,144,2011,
"Dronningensgade 19, 1. TH 9400 Nørresundby",0,1349000.0,14-03-2017,Alm.,18479,2,Lejlighed,73,1934,0 %
Kronprinsens Alle 12 9400 Nørresundby,12,1830000.0,10-03-2017,Alm.,17766,4,Villa,103,1928,-1 %
"Præstevænge 18, ST. TV 9400 Nørresundby",0,487500.0,03-03-2017,Alm.,8125,3,Lejlighed,60,1930,
"Ane Dams Gade 4B, ST 9400 Nørresundby",0,1245000.0,03-03-2017,Alm.,18863,2,Lejlighed,66,1850,0 %
Hjørringvej 178 9400 Nørresundby,178,1080000.0,02-03-2017,Alm.,8640,4,Villa,125,1885,-10 %
Spiesgade 1D 9400 Nørresundby,0,1598000.0,01-03-2017,Alm.,15075,4,Lejlighed,106,1917,0 %
Anemonevej 10 9400 Nørresundby,10,1635000.0,01-03-2017,Alm.,11678,4,Villa,140,1964,9 %
"Strubjerg 28, 1. 3 9400 Nørresundby",3,450000.0,28-02-2017,Alm.,14516,1,Lejlighed,31,1973,-3 %
"Strubjerg 31, 1. MF 9400 Nørresundby",0,735000.0,28-02-2017,Alm.,12250,2,Lejlighed,60,1971,
Kornbakken 11 9400 Nørresundby,11,3400000.0,27-02-2017,Alm.,22516,5,Villa,151,1930,-8 %
"Vestergade 65B, 3. TV 9400 Nørresundby",0,449000.0,27-02-2017,Alm.,9354,2,Lejlighed,48,1917,
"Strubjerg 9, 2. TH 9400 Nørresundby",0,1350000.0,27-02-2017,Alm.,16265,3,Lejlighed,83,1967,0 %
"Fredensvej 8, ST 9400 Nørresundby",0,1400000.0,25-02-2017,Alm.,13333,3,Lejlighed,105,1914,-2 %
Bjergbygaardvej 1 9400 Nørresundby,1,1875000.0,24-02-2017,Alm.,12500,5,Villa,150,1971,-6 %
Rolighedsvej 54 9400 Nørresundby,54,1105000.0,24-02-2017,Fam.,13000,4,Villa,85,1937,
Højvangsvej 22 9400 Nørresundby,22,2200000.0,22-02-2017,Alm.,19642,4,Villa,112,1927,-4 %
"Anders Nielsens Vej 15, ST. TH 9400 Nørresundby",0,2300000.0,20-02-2017,Alm.,25274,3,Lejlighed,91,2007,-4 %
Hjørring Landevej 31 9400 Nørresundby,31,3422843.0,20-02-2017,Alm.,27603,4,Stuehus,124,1915,
"Strubjerg 310, 2 9400 Nørresundby",2,1050000.0,20-02-2017,Alm.,12068,2,Lejlighed,87,1975,-1 %
"Vesterbrogade 12, 1. TH 9400 Nørresundby",0,1315000.0,18-02-2017,Alm.,19924,2,Lejlighed,66,1937,2 %
Bakkelygade 36 9400 Nørresundby,36,2498000.0,15-02-2017,Alm.,19215,4,Villa,130,1960,
Gisselfeldparken 23 9400 Nørresundby,23,2750000.0,13-02-2017,Alm.,18707,5,Villa,147,1984,-4 %
"Strubjerg 13, 3. MF 9400 Nørresundby",0,625000.0,13-02-2017,Alm.,13586,2,Lejlighed,46,1967,-3 %
"Thistedvej 6, 2. TH 9400 Nørresundby",0,585000.0,13-02-2017,Alm.,12446,2,Lejlighed,47,1907,-2 %
Bakkevej 3 9400 Nørresundby,3,950000.0,09-02-2017,Alm.,17272,2,Villa,55,1930,
"Lindholmsvej 97, 1 9400 Nørresundby",1,2650000.0,09-02-2017,Alm.,16358,5,Lejlighed,162,1927,
Rolighedsvej 66 9400 Nørresundby,66,1950000.0,09-02-2017,Alm.,14885,4,Rækkehus,131,1961,-7 %
Niels Lykkes Gade 34 9400 Nørresundby,34,2360000.0,08-02-2017,Alm.,27764,4,Villa,85,1930,
"Strubjerg 25, 3. TV 9400 Nørresundby",0,1250000.0,06-02-2017,Alm.,13297,3,Lejlighed,94,1971,-3 %
"Lindegården 29, ST 9400 Nørresundby",0,565000.0,06-02-2017,Alm.,12021,2,Lejlighed,47,1960,-5 %
"Sankt Peders Gade 15A, 1. TV 9400 Nørresundby",0,1220000.0,03-02-2017,Alm.,16712,2,Lejlighed,73,1875,-2 %
"Vestergade 37, 2. TH 9400 Nørresundby",0,1700000.0,26-01-2017,Alm.,13178,3,Lejlighed,129,1936,
Hvorupgårdvej 39 9400 Nørresundby,39,820000.0,26-01-2017,Alm.,7008,5,Villa,117,1952,-54 %
Højvangsvej 41 9400 Nørresundby,41,1998000.0,23-01-2017,Alm.,19980,4,Rækkehus,100,1960,0 %
Solsiden 10 9400 Nørresundby,10,3250000.0,23-01-2017,Alm.,21381,5,Villa,152,2013,
Godthåbsgade 41 9400 Nørresundby,41,2860000.0,23-01-2017,Alm.,18216,7,Villa,157,1912,-1 %
"Anders Nielsens Vej 21B, 3. TV 9400 Nørresundby",0,2775000.0,22-01-2017,Alm.,29210,4,Lejlighed,95,2006,-4 %
"Østerbrogade 60, 2 9400 Nørresundby",2,1750000.0,22-01-2017,Alm.,14705,4,Lejlighed,119,1966,
Brixlund 20 9400 Nørresundby,20,250000.0,20-01-2017,Alm.,5434,1,Sommerhus,46,1957,
Lindholmsvej 76 9400 Nørresundby,76,1800000.0,20-01-2017,Alm.,16363,7,Villa,110,1950,-10 %
"Vestergade 37, 1. TH 9400 Nørresundby",0,1434000.0,20-01-2017,Alm.,16674,3,Lejlighed,86,1936,
"Prinsessegade 13, 1. TV 9400 Nørresundby",0,1195000.0,19-01-2017,Alm.,17318,2,Lejlighed,69,1954,
"Strubjerg 24, ST. TH 9400 Nørresundby",0,800000.0,18-01-2017,Fam.,9876,3,Lejlighed,81,1973,
Venøvej 5 9400 Nørresundby,5,1495000.0,18-01-2017,Alm.,15412,3,Villa,97,1930,0 %
"Skansehøj 3, ST. TH 9400 Nørresundby",0,2795000.0,18-01-2017,Alm.,24094,3,Lejlighed,116,2016,0 %
Teglværksvej 2 9400 Nørresundby,2,535000.0,16-01-2017,Fam.,5631,5,Villa,95,1903,
Lindholmsvej 98 9400 Nørresundby,98,1600000.0,16-01-2017,Alm.,11851,4,Villa,135,1920,
Krusemyntevej 33 9400 Nørresundby,33,1595000.0,16-01-2017,Alm.,15950,3,Villa,100,1954,0 %
"Strubjerg 17, ST. MF 9400 Nørresundby",0,410000.0,12-01-2017,Alm.,13666,1,Lejlighed,30,1969,-4 %
"Godthåbsgade 51, 1. TV 9400 Nørresundby",0,670000.0,12-01-2017,Alm.,13137,2,Lejlighed,51,1916,-4 %
