address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Østerenden 7 8762 Flemming,7,610000.0,12-04-2017,Alm.,10166,2,Villa,60,1863,-5 %
Hvirringvej 1 8762 Flemming,1,680000.0,03-04-2017,Fam.,4096,5,Villa,166,1912,
Vesterenden 5 8762 Flemming,5,340000.0,21-03-2017,Alm.,5312,2,Villa,64,1935,-14 %
Nymarksvej 2 8762 Flemming,2,260000.0,02-03-2017,Fam.,3250,2,Villa,80,1875,
Østerenden 5 8762 Flemming,5,340000.0,02-03-2017,Fam.,2222,5,Villa,153,1936,
Møgelbjergvej 23 8762 Flemming,23,2550000.0,13-02-2017,Alm.,10039,9,Villa,254,1868,-5 %
Hornborgvej 27 8762 Flemming,27,357000.0,03-02-2017,Alm.,4697,3,Villa,76,1931,
Møgelbjergvej 22 8762 Flemming,22,750000.0,26-01-2017,Alm.,5952,4,Villa,126,1897,-11 %
Hornborgvej 20 8762 Flemming,20,642565.0,15-12-2016,Andet,5737,5,Villa,112,1880,
Skolesvinget 4 8762 Flemming,4,1075000.0,18-11-2016,Alm.,9772,4,Villa,110,1964,0 %
Nørre Snedevej 102 8762 Flemming,102,3185000.0,10-10-2016,Alm.,16763,5,Villa,190,2012,0 %
Horsensvej 15 8762 Flemming,15,195000.0,30-09-2016,Alm.,1455,4,Villa,134,1900,0 %
Febækvej 13 8762 Flemming,13,372366.0,21-09-2016,Alm.,4432,3,Villa,84,1900,
Honum Skovvej 3 8762 Flemming,3,860000.0,04-08-2016,Alm.,7049,5,Villa,122,1917,-4 %
Flemmingvej 16 8762 Flemming,16,11150000.0,19-07-2016,Alm.,61944,7,Stuehus,180,1902,
Skanderborgvej 93 8762 Flemming,93,1550000.0,16-06-2016,Alm.,13839,2,Stuehus,112,1969,
Hvirringvej 7 8762 Flemming,7,660000.0,14-06-2016,Alm.,5739,5,Villa,115,1930,
Febækvej 57 8762 Flemming,57,800000.0,26-04-2016,Alm.,6722,4,Villa,119,1973,-5 %
Løsningvej 17 8762 Flemming,17,998744.0,01-04-2016,Auktion,6748,6,Villa,148,1916,
Trebjergvej 7 8762 Flemming,7,1570000.0,15-02-2016,Alm.,10608,6,Villa,148,1965,
Skovkrogen 7 8762 Flemming,7,800000.0,10-02-2016,Alm.,5161,7,Villa,155,1969,
Hvirringvej 64 8762 Flemming,64,527500.0,08-02-2016,Alm.,6677,3,Villa,79,1880,-14 %
