address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Nybrovej 39 3760 Gudhjem,39,360000.0,22-05-2017,Alm.,1782,5,Villa,202,1877,
Brøddegade 14. 22 3760 Gudhjem,22,550000.0,11-05-2017,Alm.,9482,2,Sommerhus,58,1900,
Gudhjem Feriepark 33 3760 Gudhjem,33,645000.0,09-05-2017,Alm.,11944,3,Fritid,54,1977,0 %
Grevens Dal 8 3760 Gudhjem,8,2445000.0,05-05-2017,Alm.,13583,5,Villa,180,1974,-2 %
Røvej 52 3760 Gudhjem,52,150000.0,24-04-2017,Alm.,1000,4,Villa,150,1933,-23 %
Stavsdalvej 12 3760 Gudhjem,12,395000.0,06-04-2017,Alm.,2633,4,Villa,150,1926,0 %
Melsted Langgade 3 3760 Gudhjem,3,250000.0,06-04-2017,Alm.,4807,3,Sommerhus,52,1937,
Gamlevældevej 10 3760 Gudhjem,10,425000.0,29-03-2017,Fam.,3079,4,Villa,138,1898,
Gudhjem Feriepark 56 3760 Gudhjem,56,650000.0,24-03-2017,Alm.,12500,3,Fritid,52,1977,-4 %
Nørresand 13 3760 Gudhjem,13,1115000.0,22-03-2017,Alm.,9612,4,Rækkehus,116,1876,-11 %
Gudhjemvej 103 3760 Gudhjem,103,495000.0,15-03-2017,Alm.,2124,9,Villa,233,1912,0 %
"Gudhjemvej 111D, 1. 4 3760 Gudhjem",4,530000.0,07-03-2017,Alm.,10000,3,Fritid,53,1976,-8 %
Stavsdalvej 2 3760 Gudhjem,2,790000.0,22-02-2017,Alm.,1259,10,Villa,627,1917,
Duebakken 19 3760 Gudhjem,19,900000.0,16-02-2017,Fam.,5806,5,Villa,155,1973,
Gudhjem Feriepark 102 3760 Gudhjem,102,665000.0,12-02-2017,Alm.,12314,2,Fritid,54,1977,
Gudhjem Feriepark 43 3760 Gudhjem,43,550000.0,06-02-2017,Alm.,10185,3,Fritid,54,1977,-8 %
Melsted Langgade 4 3760 Gudhjem,4,960000.0,28-01-2017,Alm.,9411,4,Villa,102,1880,
Klemenskervej 59 3760 Gudhjem,59,650000.0,27-01-2017,Alm.,3672,6,Stuehus,177,1875,
Grevens Dal 26 3760 Gudhjem,26,750000.0,25-01-2017,Alm.,9036,6,Sommerhus,83,1962,
Stangevej 11 3760 Gudhjem,11,425000.0,18-01-2017,Andet,2179,8,Villa,195,1900,
Oxholmvej 7 3760 Gudhjem,7,1170000.0,09-01-2017,Alm.,6882,7,Stuehus,170,1925,-2 %
Gudhjem Feriepark 49 3760 Gudhjem,49,575000.0,04-01-2017,Alm.,11057,3,Fritid,52,1977,
Holkavej 20 3760 Gudhjem,20,1250000.0,27-12-2016,Alm.,10245,3,Rækkehus,122,1900,0 %
Lillevang 4 3760 Gudhjem,4,1395000.0,22-12-2016,Alm.,8506,4,Villa,164,1935,-7 %
Åløsevej 10 3760 Gudhjem,10,214500.0,21-12-2016,Fam.,1392,6,Villa,154,1944,-67 %
Oxholmvej 9 3760 Gudhjem,9,395000.0,19-12-2016,Alm.,2581,7,Villa,153,1918,0 %
