address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Nordmarksvej 4 4623 Lille Skensved,4623,500000.0,20-04-2017,Alm.,4504,4,Stuehus,111,1850,
Rensdyrvej 12 4623 Lille Skensved,4623,1300000.0,12-04-2017,Alm.,10743,4,Villa,121,1973,
Mejsevænget 21 4623 Lille Skensved,4623,1011700.0,12-04-2017,Fam.,7226,5,Villa,140,2009,
Ejbyvej 91 4623 Lille Skensved,4623,520000.0,01-04-2017,Alm.,3909,4,Villa,133,1960,-78 %
Ølbyvej 197 4623 Lille Skensved,4623,1595000.0,28-03-2017,Alm.,12760,5,Villa,125,1951,0 %
Hjortens Kvarter 10 4623 Lille Skensved,4623,550000.0,26-03-2017,Fam.,4741,5,Rækkehus,116,1976,
Mejsevænget 13 4623 Lille Skensved,4623,3550000.0,24-03-2017,Alm.,20402,5,Villa,174,2008,-1 %
Klintemarken 12 4623 Lille Skensved,4623,2495000.0,17-03-2017,Alm.,16307,5,Villa,153,1971,0 %
Hasselvej 9 4623 Lille Skensved,4623,1600000.0,12-03-2017,Alm.,18823,3,Villa,85,1958,
Hasselvej 26 4623 Lille Skensved,4623,872041.0,07-03-2017,Fam.,7517,4,Villa,116,1965,
Drosselvænget 7 4623 Lille Skensved,4623,1465000.0,05-03-2017,Alm.,12310,4,Villa,119,1971,
Ejbyvej 20 4623 Lille Skensved,4623,3295000.0,23-02-2017,Alm.,19969,4,Stuehus,165,1805,-8 %
Åvad 22 4623 Lille Skensved,4623,1365000.0,08-02-2017,Alm.,14218,3,Rækkehus,96,1986,-2 %
Ølsemagle Kirkevej 72 4623 Lille Skensved,4623,7000000.0,06-02-2017,Alm.,20710,7,Villa,338,1850,
Nattergalevej 6 4623 Lille Skensved,4623,1850000.0,03-02-2017,Alm.,13503,5,Villa,137,1971,
Sikavej 50 4623 Lille Skensved,4623,2695000.0,31-01-2017,Alm.,14335,6,Villa,188,1987,0 %
Bygholmen 10 4623 Lille Skensved,4623,2300000.0,25-01-2017,Alm.,19166,4,Villa,120,1974,-2 %
Kapelvej 4 4623 Lille Skensved,4623,12975549.0,18-01-2017,Andet,83713,5,Stuehus,155,1961,
Assendrupvej 4 4623 Lille Skensved,4623,2025000.0,18-01-2017,Alm.,9000,8,Villa,225,1877,-8 %
Ejbyvej 101A 4623 Lille Skensved,4623,2095000.0,18-01-2017,Alm.,14650,4,Villa,143,1965,0 %
Rørsangervej 6 4623 Lille Skensved,4623,1780000.0,16-01-2017,Alm.,12624,5,Villa,141,1971,-1 %
Østergade 20 4623 Lille Skensved,4623,2245000.0,16-01-2017,Alm.,13773,5,Villa,163,1923,2 %
Kratvej 10 4623 Lille Skensved,4623,3445000.0,20-12-2016,Alm.,17398,6,Stuehus,198,1949,-1 %
Ølsemagle Kirkevej 87 4623 Lille Skensved,4623,6500000.0,19-12-2016,Alm.,23465,5,Stuehus,277,1877,
Ølsemagle Kirkevej 79 4623 Lille Skensved,4623,1338200.0,14-12-2016,Andet,11536,4,Villa,116,1895,
Moseskrænten 2 4623 Lille Skensved,4623,1686000.0,12-12-2016,Fam.,9314,6,Villa,181,2007,
