address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Bygmarken 46 4060 Kirke Såby,4060,1425000.0,25-04-2017,Alm.,13834,4,Villa,103,1970,0 %
Vibekæret 32 4060 Kirke Såby,4060,225000.0,19-04-2017,Alm.,5000,2,Sommerhus,45,1971,-36 %
Indelukket 27 4060 Kirke Såby,4060,550000.0,06-04-2017,Alm.,13095,2,Sommerhus,42,1990,-11 %
Vibekæret 82 4060 Kirke Såby,4060,600000.0,30-03-2017,Alm.,8695,3,Sommerhus,69,1972,-7 %
Svanevej 3 4060 Kirke Såby,4060,540000.0,24-03-2017,Alm.,10800,3,Sommerhus,50,1962,
Ternevej 1 4060 Kirke Såby,4060,585000.0,20-02-2017,Alm.,10263,3,Sommerhus,57,1964,
Lundegårdsvej 1 4060 Kirke Såby,4060,16560000.0,02-02-2017,Alm.,92000,6,Stuehus,180,1927,
Kolibrivænget 3 4060 Kirke Såby,4060,1815000.0,12-01-2017,Alm.,11709,4,Villa,155,1977,1 %
Bygmarken 65 4060 Kirke Såby,4060,1590000.0,03-01-2017,Alm.,10600,4,Villa,150,1974,-2 %
Hyldevænget 3 4060 Kirke Såby,4060,1720000.0,27-12-2016,Alm.,13543,4,Villa,127,1968,-1 %
Bygmarken 59 4060 Kirke Såby,4060,1700000.0,19-12-2016,Alm.,13076,5,Villa,130,1975,-3 %
Kastanievej 9 4060 Kirke Såby,4060,3650000.0,14-12-2016,Alm.,16367,7,Villa,223,2008,-4 %
Vibekæret 37 4060 Kirke Såby,4060,750000.0,12-12-2016,Alm.,9259,4,Sommerhus,81,1964,
Havrevænget 83 4060 Kirke Såby,4060,625000.0,08-12-2016,Alm.,3324,5,Villa,188,1977,
Ørnevænget 2 4060 Kirke Såby,4060,1750000.0,06-12-2016,Alm.,9114,5,Villa,192,1974,0 %
Lokesvej 1 4060 Kirke Såby,4060,2750000.0,02-12-2016,Alm.,9963,8,Villa,276,1850,
Acacievej 6A 4060 Kirke Såby,4060,1100000.0,30-11-2016,Alm.,8870,4,Villa,124,1974,-8 %
Ternevej 10 4060 Kirke Såby,4060,1375000.0,28-11-2016,Alm.,17628,3,Sommerhus,78,1976,-8 %
Bygmarken 29 4060 Kirke Såby,4060,1535000.0,28-10-2016,Alm.,11455,4,Villa,134,1979,-4 %
Elmevænget 10 4060 Kirke Såby,4060,1895000.0,25-10-2016,Alm.,12979,4,Villa,146,1967,0 %
Torkilstrupvej 20 4060 Kirke Såby,4060,535000.0,25-10-2016,Andet,3933,4,Stuehus,136,1921,
Birkevænget 6 4060 Kirke Såby,4060,1675000.0,25-10-2016,Alm.,11795,4,Villa,142,1969,-1 %
Vibekæret 35 4060 Kirke Såby,4060,840000.0,24-10-2016,Alm.,10500,2,Sommerhus,80,1980,
Fjordvej 10 4060 Kirke Såby,4060,1345000.0,21-10-2016,Alm.,12227,3,Sommerhus,110,1961,
Vibevænget 10 4060 Kirke Såby,4060,1650000.0,18-10-2016,Alm.,15137,4,Villa,109,1990,0 %
Hejrevej 1 4060 Kirke Såby,4060,1800000.0,12-10-2016,Alm.,25714,3,Sommerhus,70,1960,-10 %
Thorsvej 22 4060 Kirke Såby,4060,2425000.0,11-10-2016,Alm.,12967,5,Villa,187,1996,-3 %
Bakkevænget 10 4060 Kirke Såby,4060,1700000.0,03-10-2016,Alm.,12056,4,Rækkehus,141,2001,-5 %
Ravnevænget 8 4060 Kirke Såby,4060,2478750.0,28-09-2016,Alm.,14004,5,Villa,177,1985,-4 %
Fynsvej 14 4060 Kirke Såby,4060,1480000.0,15-09-2016,Alm.,9673,4,Villa,153,1917,-1 %
Bygmarken 21 4060 Kirke Såby,4060,1495000.0,11-09-2016,Alm.,11865,4,Villa,126,1977,0 %
Bygmarken 74 4060 Kirke Såby,4060,1300000.0,08-09-2016,Alm.,10833,4,Villa,120,1973,-3 %
Hejrevej 10 4060 Kirke Såby,4060,935000.0,30-08-2016,Alm.,6493,3,Sommerhus,144,1976,-6 %
Ægirsvej 7 4060 Kirke Såby,4060,700000.0,19-08-2016,Alm.,8433,3,Villa,83,1917,-12 %
Acacievej 17 4060 Kirke Såby,4060,1945000.0,17-08-2016,Alm.,11859,5,Villa,164,1962,-3 %
Kolibrivænget 9 4060 Kirke Såby,4060,1670000.0,16-08-2016,Auktion,8835,6,Villa,189,1978,
Bygmarken 19 4060 Kirke Såby,4060,1295000.0,16-08-2016,Alm.,11460,4,Villa,113,1970,0 %
Landevejen 3 4060 Kirke Såby,4060,4300000.0,14-08-2016,Alm.,18859,4,Stuehus,228,1827,
Mandøvej 14 4060 Kirke Såby,4060,1595000.0,17-07-2016,Alm.,12658,4,Villa,126,1980,0 %
Vibekæret 20 4060 Kirke Såby,4060,357011.0,12-07-2016,Auktion,7140,3,Sommerhus,50,1971,
Vintre Møller 24 4060 Kirke Såby,4060,1330000.0,08-07-2016,Alm.,12912,5,Villa,103,1949,-5 %
Bygmarken 91 4060 Kirke Såby,4060,750000.0,06-07-2016,Fam.,5597,4,Villa,134,2000,
Sonnerup Gade 33B 4060 Kirke Såby,4060,1401500.0,06-07-2016,Alm.,14156,4,Rækkehus,99,1985,1 %
Drosselvænget 3 4060 Kirke Såby,4060,1525000.0,30-06-2016,Alm.,10590,4,Villa,144,1973,-1 %
Bygmarken 28 4060 Kirke Såby,4060,1600000.0,23-06-2016,Alm.,9039,5,Villa,177,1974,0 %
Rugvangen 16 4060 Kirke Såby,4060,1295000.0,21-06-2016,Auktion,8093,8,Villa,160,1974,
Bygmarken 58 4060 Kirke Såby,4060,1700000.0,21-06-2016,Alm.,10119,6,Villa,168,1975,7 %
Vibekæret 11 4060 Kirke Såby,4060,610000.0,10-06-2016,Alm.,8970,3,Sommerhus,68,1981,3 %
Torkilstrupvej 21 4060 Kirke Såby,4060,892500.0,07-06-2016,Fam.,7828,3,Stuehus,114,1921,
Indelukket 7 4060 Kirke Såby,4060,720000.0,31-05-2016,Alm.,10000,5,Sommerhus,72,1970,
Havrevænget 95 4060 Kirke Såby,4060,740341.0,31-05-2016,Fam.,6730,5,Villa,110,1973,
Acacievej 2B 4060 Kirke Såby,4060,1625000.0,27-05-2016,Alm.,14772,4,Villa,110,1965,9 %
Granvænget 2 4060 Kirke Såby,4060,1195500.0,26-05-2016,Andet,5803,5,Villa,206,1967,
Rugvangen 9 4060 Kirke Såby,4060,620018.0,26-05-2016,Alm.,4558,5,Villa,136,1970,
Indelukket 3A 4060 Kirke Såby,4060,1195000.0,25-05-2016,Alm.,12712,3,Sommerhus,94,2000,
Rødtjørnevej 20 4060 Kirke Såby,4060,1357000.0,24-05-2016,Alm.,7935,6,Villa,171,1965,-9 %
Falkevænget 12 4060 Kirke Såby,4060,2050000.0,12-05-2016,Alm.,9808,7,Villa,209,1975,-2 %
Havrevænget 42 4060 Kirke Såby,4060,1625000.0,02-05-2016,Alm.,10220,4,Villa,159,1973,-8 %
Baldersvej 13 4060 Kirke Såby,4060,2000000.0,26-04-2016,Auktion,10000,5,Villa,200,1870,-20 %
Storkevænget 14 4060 Kirke Såby,4060,1975000.0,25-04-2016,Alm.,10394,4,Villa,190,1974,-1 %
Sonnerup Gade 33C 4060 Kirke Såby,4060,1495000.0,19-04-2016,Alm.,15101,4,Rækkehus,99,1985,
Bygmarken 14 4060 Kirke Såby,4060,1150000.0,03-04-2016,Alm.,8394,5,Villa,137,1972,-8 %
