address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Paradisdalen 3 9881 Bindslev,3,433333.0,11-04-2017,Fam.,5220,3,Sommerhus,83,1963,-71 %
Lærkevej 5 9881 Bindslev,5,400000.0,01-04-2017,Fam.,3125,4,Villa,128,1969,
Arvevej 4 9881 Bindslev,4,950000.0,28-03-2017,Alm.,12666,4,Sommerhus,75,1975,-24 %
Bindslevvej 47 9881 Bindslev,47,130327.0,27-03-2017,Alm.,396,12,Stuehus,329,1901,
Mogensbækvej 18 9881 Bindslev,18,2100000.0,27-03-2017,Alm.,9375,7,Villa,224,1980,-2 %
Skagensvej 88 9881 Bindslev,88,800000.0,20-03-2017,Alm.,3827,3,Villa,209,1933,-20 %
Lynggårdsvej 11 9881 Bindslev,11,147282.0,15-03-2017,Alm.,809,5,Villa,182,1952,
Elkærvej 2 9881 Bindslev,2,803600.0,09-03-2017,Alm.,6533,3,Stuehus,123,1900,
Bentvej 9 9881 Bindslev,9,3483334.0,03-03-2017,Alm.,22473,4,Sommerhus,155,1978,
Nattergalevej 3 9881 Bindslev,3,750000.0,02-03-2017,Alm.,6465,4,Villa,116,1974,-6 %
Gl Skovvej 1 9881 Bindslev,1,1950000.0,01-03-2017,Alm.,11538,4,Villa,169,1988,
Hjejlevej 3 9881 Bindslev,3,1020000.0,26-02-2017,Fam.,14166,4,Sommerhus,72,1973,
Bindslevvej 36 9881 Bindslev,36,375000.0,20-02-2017,Alm.,4076,3,Villa,92,1962,
Europavej 37 9881 Bindslev,37,676277.0,14-02-2017,Alm.,3597,6,Villa,188,1969,
Sellebjergvej 2 9881 Bindslev,2,190000.0,06-02-2017,Alm.,1507,5,Villa,126,1948,-37 %
Skagensvej 45 9881 Bindslev,45,150000.0,23-01-2017,Alm.,3409,3,Villa,44,1894,
Plantagevej 1 9881 Bindslev,1,328425.0,04-01-2017,Andet,2507,5,Villa,131,1965,
Vinthersvej 14 9881 Bindslev,14,409898.0,04-01-2017,Andet,2714,4,Villa,151,1924,
Grøndalsvej 12 9881 Bindslev,12,425000.0,31-12-2016,Fam.,7589,4,Sommerhus,56,1976,
Flodbækvej 20 9881 Bindslev,20,142500.0,22-12-2016,Fam.,2415,3,Sommerhus,59,1976,
Sørig Engvej 42 9881 Bindslev,42,85000.0,15-12-2016,Andet,1049,3,Villa,81,1877,
Tannisbugtvej 96C 9881 Bindslev,0,2263500.0,03-12-2016,Alm.,19682,4,Villa,115,2009,
Tannisbugtvej 96A 9881 Bindslev,0,2276800.0,03-12-2016,Alm.,19798,4,Villa,115,2009,
Tannisbugtvej 96B 9881 Bindslev,0,2482500.0,02-12-2016,Alm.,21586,4,Villa,115,2009,
Parkvej 21 9881 Bindslev,21,840000.0,30-11-2016,Alm.,6176,5,Engroshandel,136,1967,-6 %
Sønderbro 8 9881 Bindslev,8,100000.0,24-11-2016,Andet,613,5,Villa,163,1920,
Østerbro 3 9881 Bindslev,3,150000.0,17-11-2016,Alm.,937,5,Villa,160,1956,-57 %
Sørig Engvej 32 9881 Bindslev,32,900000.0,08-11-2016,Alm.,9782,3,Stuehus,92,1907,
Gl Uggerbyvej 21 9881 Bindslev,21,480000.0,08-11-2016,Alm.,4528,3,Villa,106,1975,
Gyvelvej 30 9881 Bindslev,30,805000.0,07-11-2016,Alm.,12384,4,Sommerhus,65,1947,-10 %
Parkvej 19 9881 Bindslev,19,300000.0,20-10-2016,Alm.,4054,3,Villa,74,1953,-18 %
Biledvej 2 9881 Bindslev,2,330000.0,19-10-2016,Alm.,3267,4,Villa,101,1955,-12 %
Løgtenvej 21 9881 Bindslev,21,1975000.0,14-10-2016,Alm.,12579,4,Villa,157,2005,-6 %
Haren 9 9881 Bindslev,9,2995000.0,07-10-2016,Alm.,23769,5,Sommerhus,126,2005,0 %
Bogfinkevej 1 9881 Bindslev,1,1250000.0,05-10-2016,Alm.,18382,4,Sommerhus,68,1972,-7 %
